name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;automata-runtime;mata-runtime;mata-mataparsing;mata-mataminterm;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-compl;vata-intersection;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pyfado-runtime;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-500-rhs.mata;TO; 0.307938; 0.049233;TO;TO; 1.00323; 0.305846;1.04; 0.826488; 0.198579;0.0977039; 0.0317018; 0.0248512; 0.0153664; false;TO; 0.930382; 0.188322;0.00740573;TO; 0.997486; 0.192974;TO;TO;TO;TO;TO;0.137019423
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-550-rhs.mata;TO; 0.213029; 0.0318711;TO;TO; 1.03371; 0.225117;1.39; 1.16681; 0.217693;0.10608329999999999; 0.0470927; 0.0100607; 0.0147641; false;TO; 1.04739; 0.214217;0.00769162;TO; 0.860056; 0.14629;ERR;TO;TO;TO;TO;0.097358084
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-600-rhs.mata;TO; 0.402121; 0.0562984;TO;TO; 1.23801; 0.288778;1.45; 1.67343; 0.460255;0.212952; 0.0733439; 0.023682; 0.0281092; false;TO; 1.5177; 0.270608;0.00983522;TO; 1.34669; 0.224163;TO;TO;TO;TO;TO;0.17585409600000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-650-rhs.mata;TO; 0.271686; 0.0360523;TO;TO; 1.33676; 0.323837;1.66; 1.51558; 0.255909;0.1248214; 0.040411; 0.0134207; 0.019481; false;TO; 1.43333; 0.311305;0.00931848;TO; 1.34693; 0.484965;TO;TO;TO;TO;TO;0.091792453
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-700-rhs.mata;TO; 0.372861; 0.0780748;TO;TO; 1.26054; 0.218499;1.65; 1.54348; 0.209718;0.09840940000000001; 0.0305453; 0.00981575; 0.0125062; false;TO; 1.33328; 0.26124;0.01022613;TO; 1.25858; 0.263444;ERR;TO;TO;TO;TO;0.153117984
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-750-rhs.mata;TO; 0.408536; 0.0605447;TO;TO; 1.8956; 0.291221;1.89; 1.80782; 0.378809;0.1910553; 0.0497893; 0.0159444; 0.0226551; false;TO; 1.73642; 0.192077;0.0073133;TO; 1.32463; 0.298705;TO;TO;TO;TO;TO;0.12834731100000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-rhs.mata;TO; 0.440194; 0.0719563;TO;TO; 1.504; 0.303367;1.99; 2.36383; 0.380692;0.1718994; 0.0644458; 0.0235424; 0.0225346; false;TO; 2.35691; 0.452822;0.0121088;TO; 1.61983; 0.359573;TO;TO;TO;TO;TO;0.12976447800000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-rhs.mata;TO; 0.447811; 0.0933157;TO;TO; 1.51291; 0.322531;2.15; 1.69014; 0.337755;0.17900660000000002; 0.0525471; 0.0160912; 0.0233928; false;TO; 1.58076; 0.338702;0.01253075;TO; 1.67907; 0.315402;ERR;TO;TO;TO;TO;0.21512123900000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-rhs.mata;TO; 0.706206; 0.0821484;TO;TO; 2.35704; 0.406419;1.98; 1.43764; 0.333782;0.1573046; 0.0566431; 0.0204075; 0.0272833; false;TO; 1.52873; 0.339109;0.01662777;TO; 1.52463; 0.370267;TO;TO;TO;TO;TO;0.138819243
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-rhs.mata;TO; 0.55745; 0.0927762;TO;TO; 1.53278; 0.496102;2.28; 2.25242; 0.622037;0.1944893; 0.0632339; 0.0192036; 0.0271702; false;TO; 2.8055; 0.479064;0.01431433;TO; 1.73586; 0.392275;TO;TO;TO;TO;TO;0.15474412399999998
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-rhs.mata;TO; 0.056454; 0.00830009;TO;TO; 0.293671; 0.097167;0.24; 0.294471; 0.0464428;0.018374210000000002; 0.00683536; 0.0015661; 0.000762345; true;TO; 0.267019; 0.0601898;0.001301403;TO; 0.303068; 0.0702617;TO;TO;TO;TO;TO;0.034107779000000005
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-rhs.mata;TO; 0.534285; 0.0663192;TO;TO; 2.76017; 0.435957;2.09; 1.85173; 0.368994;0.20123629999999998; 0.0663849; 0.0223413; 0.0106581; true;TO; 1.78905; 0.373809;0.014045430000000001;TO; 1.40751; 0.263067;TO;TO;TO;TO;TO;0.232649557
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-rhs.mata;TO; 0.0889761; 0.0146764;TO;TO; 0.348276; 0.0898178;0.39; 0.456977; 0.0467018;0.017626120000000002; 0.00565537; 0.00188754; 0.000792176; true;TO; 0.229183; 0.0537494;0.0012527229999999999;TO; 0.594632; 0.12949;TO;TO;TO;TO;TO;0.035569947
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-rhs.mata;TO; 0.127733; 0.0148589;TO;TO; 0.402217; 0.0816022;0.49; 0.441125; 0.0801419;0.0371265; 0.0105068; 0.00236901; 0.0158866; true;TO; 0.301412; 0.0926867;0.001745207;TO; 0.425153; 0.0803277;TO;TO;TO;TO;TO;0.059109532
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-rhs.mata;TO; 0.19231; 0.049387;TO;TO; 0.488071; 0.121153;0.54; 0.87081; 0.0688349;0.0304534; 0.00951733; 0.00284594; 0.00131814; true;TO; 0.518892; 0.102361;0.00342875;TO; 0.412232; 0.0709989;TO;TO;TO;TO;TO;0.05127688600000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;TO; 0.174705; 0.0252932;TO;TO; 0.609376; 0.121079;0.79; 0.759395; 0.261562;0.1126094; 0.0325614; 0.00514784; 0.00415723; true;TO; 0.95178; 0.156056;0.00898682;TO; 1.12562; 0.236708;TO;TO;TO;TO;TO;0.05124053
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;TO; 0.232316; 0.0748;TO;TO; 0.623092; 0.137947;0.84; 0.65686; 0.136219;0.0635675; 0.0202141; 0.00619467; 0.00283164; true;TO; 0.760314; 0.221679;0.00486194;TO; 1.05288; 0.203089;TO;TO;TO;TO;TO;0.102782984
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;TO; 0.130481; 0.0223672;TO;TO; 0.762949; 0.155318;0.93; 0.931044; 0.149949;0.0705394; 0.0212437; 0.00621142; 0.00302601; true;TO; 0.693814; 0.154879;0.00576935;TO; 0.795216; 0.119547;TO;TO;TO;TO;TO;0.071238992
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;TO; 0.251341; 0.0440649;TO;TO; 0.857373; 0.179173;1.09; 1.3746; 0.184429;0.08893899999999999; 0.0277196; 0.00862205; 0.00434693; true;TO; 0.933912; 0.264517;0.01880567;TO; 1.07215; 0.171709;TO;TO;TO;TO;TO;0.079367393
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;TO; 0.0314704; 0.00264461;TO;TO; 0.17598; 0.0434791;0.12; 0.114762; 0.0246444;0.009284859999999999; 0.00289616; 0.000769461; 0.000371616; true;TO; 0.18346; 0.0580824;0.0006360529999999999;TO; 0.09527; 0.0248688;TO;TO;TO;TO;TO;0.046545704
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;TO; 0.258642; 0.0424887;TO;TO; 1.7117; 0.270877;1.02; 0.816765; 0.21209;0.0661024; 0.0382762; 0.0098746; 0.00483885; true;TO; 0.98636; 0.217196;0.0059673799999999996;TO; 0.957235; 0.185754;TO;TO;TO;TO;TO;0.121016403
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;TO; 0.218482; 0.033641;TO;TO; 1.13371; 0.219624;1.48; 1.41499; 0.212274;0.1064361; 0.0324829; 0.0102596; 0.00510571; true;TO; 1.31625; 0.25236;0.0077232099999999995;TO; 1.28748; 0.374745;TO;TO;TO;TO;TO;0.07753420999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;TO; 0.448769; 0.0651339;TO;TO; 1.31142; 0.230253;1.58; 1.21149; 0.237276;0.12083369999999999; 0.0388922; 0.0131519; 0.00591211; true;TO; 1.26336; 0.23182;0.00868324;TO; 1.36936; 0.226162;TO;TO;TO;TO;TO;0.109053918
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;TO; 0.377715; 0.0458801;TO;TO; 2.42117; 0.474812;1.21; 1.25662; 0.172942;0.08371100000000001; 0.0257061; 0.00807648; 0.00384749; true;TO; 1.5186; 0.240771;0.00914846;TO; 0.884829; 0.307195;TO;TO;TO;TO;TO;0.090485966
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;TO; 0.483886; 0.0647869;TO;TO; 1.47533; 0.336303;1.86; 1.50395; 0.31962;0.1933638; 0.0456702; 0.0157496; 0.00738291; true;TO; 1.43993; 0.306249;0.01055857;TO; 1.78479; 0.41006;TO;TO;TO;TO;TO;0.099186992
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;TO; 0.489064; 0.0686607;TO;TO; 1.20778; 0.293776;1.91; 1.46258; 0.283369;0.14656439999999998; 0.0460885; 0.015199; 0.00736754; true;TO; 1.1355; 0.304063;0.01231581;TO; 1.48684; 0.2802;TO;TO;TO;TO;TO;0.158123506
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;TO; 0.481901; 0.0722649;TO;TO; 2.76222; 0.325055;1.75; 1.47198; 0.211108;0.1053858; 0.0341911; 0.0115123; 0.0053657; true;TO; 1.66831; 0.288806;0.011485120000000001;TO; 1.52032; 0.31919;TO;TO;TO;TO;TO;0.122417212
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;TO; 0.44582; 0.0472445;TO;TO; 1.32325; 0.304215;1.81; 1.28432; 0.318568;0.1783389; 0.0522591; 0.0281653; 0.0212986; true;TO; 1.86778; 0.32563;0.01237761;TO; 2.90591; 0.514389;TO;TO;TO;TO;TO;0.26740750700000004
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;TO; 0.479729; 0.0792321;TO;TO; 1.80783; 0.273887;2.27; 1.96621; 0.341235;0.262515; 0.0570549; 0.0178933; 0.00934421; true;TO; 1.21; 0.230277;0.008447099999999999;TO; 1.93097; 0.391703;TO;TO;TO;TO;TO;0.119480689
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;TO; 0.570078; 0.079609;TO;TO; 2.29338; 0.40493;2.28; 1.96835; 0.362184;0.1849991; 0.0373136; 0.0119092; 0.00553722; true;TO; 1.84282; 0.353759;0.01487202;TO; 1.80438; 0.374404;TO;TO;TO;TO;TO;0.184828674
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;TO; 0.056642; 0.00826217;TO;TO; 0.186024; 0.0436613;0.19; 0.155413; 0.038669;0.01784396; 0.00648012; 0.00168447; 0.00218298; false;TO; 0.206765; 0.0587591;0.001256218;TO; 0.226794; 0.0470123;TO;TO;TO;TO;TO;0.045282848
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;TO; 0.503993; 0.0938039;TO;TO; 2.01579; 0.392209;2.18; 1.73119; 0.310289;0.1905763; 0.0643539; 0.0164095; 0.0206498; false;TO; 1.88143; 0.326206;0.01061919;TO; 1.86448; 0.487365;ERR;TO;TO;TO;TO;0.184249125
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;TO; 0.119736; 0.0144964;TO;TO; 0.542599; 0.0665026;0.38; 0.524667; 0.130992;0.0532614; 0.0141385; 0.00230545; 0.0149388; false;TO; 0.444313; 0.0677207;0.002026496;TO; 0.354473; 0.082887;TO;TO;TO;TO;TO;0.038250339
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;TO; 0.104347; 0.017934;TO;TO; 0.396838; 0.0874694;0.46; 0.462225; 0.0820424;0.0289932; 0.00982631; 0.00276447; 0.00422253; false;TO; 0.338338; 0.0814809;0.00171655;TO; 0.487318; 0.166109;TO;TO;TO;TO;TO;0.041188322
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;TO; 0.191106; 0.0229506;TO;TO; 0.407029; 0.119147;0.6; 0.470054; 0.0968019;0.0452966; 0.014468; 0.00395291; 0.00523134; false;TO; 0.444698; 0.125347;0.0022502299999999998;TO; 0.519729; 0.0997481;TO;TO;TO;TO;TO;0.06040519999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;TO; 0.202658; 0.0355131;TO;TO; 0.729564; 0.12379;0.76; 0.584728; 0.124428;0.11509910000000001; 0.0293309; 0.00573303; 0.00776456; false;TO; 0.531445; 0.121155;0.00421207;TO; 0.644467; 0.119625;TO;TO;TO;TO;TO;0.067161289
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;TO; 0.246669; 0.0379319;TO;TO; 0.834966; 0.187888;0.88; 0.792753; 0.150668;0.067175; 0.0260225; 0.00686251; 0.00897915; false;TO; 0.995675; 0.34563;0.00529388;TO; 0.899689; 0.234638;TO;TO;TO;TO;TO;0.127935636
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;TO; 0.362796; 0.0314745;TO;TO; 0.962044; 0.22957;0.97; 0.722404; 0.151441;0.07375580000000001; 0.0237734; 0.00748911; 0.0104407; false;TO; 0.698476; 0.305858;0.00562556;TO; 0.887214; 0.235457;TO;TO;TO;TO;TO;0.133735289
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;TO; 0.216785; 0.0447628;TO;TO; 0.964719; 0.208801;1.08; 1.34703; 0.37349;0.06859119999999999; 0.022202; 0.00827682; 0.00844541; false;TO; 0.843392; 0.177213;0.0062237;TO; 0.72673; 0.188822;TO;TO;TO;TO;TO;0.08267390499999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;TO; 0.0329294; 0.00300154;TO;TO; 0.110737; 0.0282595;0.12; 0.115731; 0.0356669;0.01550791; 0.00375674; 0.000815308; 0.00406753; false;TO; 0.145481; 0.0767267;0.000670831;TO; 0.125307; 0.0264376;TO;TO;TO;TO;TO;0.039651687000000005
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;TO; 0.301934; 0.079778;TO;TO; 0.989925; 0.188086;0.91; 0.770179; 0.131553;0.0688241; 0.0224095; 0.0090889; 0.0120867; false;TO; 0.892933; 0.255504;0.007319600000000001;TO; 0.975911; 0.188981;TO;TO;TO;TO;TO;0.121551995
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;TO; 0.329166; 0.0496138;TO;TO; 1.10074; 0.238999;1.43; 1.28012; 0.211268;0.0958694; 0.0312299; 0.0094209; 0.0134496; false;TO; 1.07438; 0.211898;0.00502755;TO; 1.11562; 0.213553;TO;TO;TO;TO;TO;0.185480589
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;TO; 0.361856; 0.0542693;TO;TO; 1.19925; 0.232119;1.53; 1.62481; 0.259085;0.1658076; 0.0801578; 0.0117672; 0.0310648; false;TO; 1.72499; 0.30651;0.0089215;TO; 1.51547; 0.33404;TO;TO;TO;TO;TO;0.134404992
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;TO; 0.47631; 0.0720917;TO;TO; 1.43184; 0.250083;1.64; 1.3977; 0.266009;0.1237374; 0.03901; 0.0123105; 0.0165187; false;TO; 1.82995; 0.481382;0.00917061;TO; 1.41558; 0.217165;TO;TO;TO;TO;TO;0.114268849
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;TO; 0.387148; 0.0568237;TO;TO; 1.60182; 0.430176;1.66; 1.22488; 0.338515;0.1838264; 0.0557726; 0.0149487; 0.0200447; false;TO; 1.2694; 0.283277;0.01028486;TO; 1.07138; 0.198707;TO;TO;TO;TO;TO;0.155466313
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;TO; 0.325887; 0.0661118;TO;TO; 1.81137; 0.377601;1.84; 1.76207; 0.294922;0.1389443; 0.0440435; 0.0137461; 0.0199842; false;TO; 1.39867; 0.274854;0.01060278;TO; 1.84061; 0.566353;TO;TO;TO;TO;TO;0.17871604800000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;TO; 0.352334; 0.0605294;TO;TO; 1.32397; 0.30174;1.61; 1.3186; 0.206037;0.10260630000000001; 0.0317153; 0.00987298; 0.0130144; false;TO; 1.5957; 0.317444;0.011930449999999999;TO; 1.6296; 0.42457;ERR;TO;TO;TO;TO;0.15078077
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;TO; 0.417822; 0.16097;TO;TO; 1.97727; 0.366334;2.03; 1.9563; 0.317551;0.1308427; 0.0387525; 0.0143068; 0.0173684; false;TO; 1.76997; 0.321063;0.01237486;TO; 1.60581; 0.324535;TO;TO;TO;TO;TO;0.169250424
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;TO; 0.563783; 0.0932263;TO;TO; 2.24339; 0.292192;2.02; 1.81957; 0.44386;0.20755400000000002; 0.123308; 0.0319361; 0.0210171; false;TO; 2.12888; 0.479672;0.014007519999999999;TO; 2.4665; 0.523378;TO;TO;TO;TO;TO;0.178520617
