name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;mona-intersection;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.12;0.0545171;0.0085039; 0.0127267000; 0.0002546000; True; 0.0240973000; 0.1334463000;0.0; 0.001068; 0.005797; 1.7e-05; 9e-06; 2e-06; true; 0.007858;0.0; 0.001165; 0.005832; 9.4e-05; 1.5e-05; 8e-06; 2e-06; true; 0.008141;0.0; 0.001202; 0.005822; 1.7e-05; 1e-05; 1e-06; true; 0.008046;0.0; 0.001083; 0.005711;0.000161; 2.4e-05; 1.7e-05; 1e-06; true; 0.007946;0.01; 0.001347; 0.005754;3.6e-05; 0.000564; 0.000489; 3.6e-05; true; 0.010294;0.56; 0.001701; 0.005185; 9.1e-05; 1.3e-05; false; 0.008544;1.14; 0.0082; 0.0000; 0.0001; 0.0000; 0.0000; True; 0.0002; 0.0086;1.16; 0.0083; 0.0002; 0.0005; 0.0001; True; 0.0007; 0.0093;1.18; 0.0083; 0.0004; 0.0003; 0.0005; 0.0005; True; 0.0009; 0.0098;1.05;0.09314059100000001; 0.031461193; 0.002327056; true; 0.041402886; 0.215376798;0.95;0.032971266; 0.002197992; 2.8977E-5; true; 0.01206236; 0.23174434
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;TO;0.18575880000000003;1.9539578;35.617742199999995;MISSING;MISSING;MISSING;MISSING;TO; 0.168977; 0.068418;32.848442000000006;14.243305000000001;MISSING;MISSING;MISSING;TO; 0.147821; 0.045707;25.204771;0.042559;0.009878000000000001;MISSING;MISSING;MISSING;TO; 0.157698; 0.046993;30.433077;11.193117;MISSING;MISSING;MISSING;TO; 0.149227; 0.0634;0.014303000000000001;26.873961;30.733984999999997;MISSING;MISSING;MISSING;TO; 0.080343; 0.029563;0.0014559999999999998;22.395595;22.677197;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.409403027;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.17602707600000003;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;TO;0.08109060000000001;2.442309;43.5778007;MISSING;MISSING;MISSING;MISSING;TO; 0.186503; 0.060818;37.373742;12.175201999999999;MISSING;MISSING;MISSING;TO; 0.157442; 0.052405;26.128474999999998;0.040545;0.008938;MISSING;MISSING;MISSING;TO; 0.156047; 0.048455;39.6415;15.242493;MISSING;MISSING;MISSING;TO; 0.115319; 0.053363;0.01636;31.010066;19.032989999999998;MISSING;MISSING;MISSING;TO; 0.168046; 0.056668;0.0029230000000000003;27.172221;26.575503;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.43787362399999996;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.14463749199999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;TO;0.14766020000000002;2.5336999000000002;45.6517121;MISSING;MISSING;MISSING;MISSING;TO; 0.202054; 0.07017;41.783281;7.972443;MISSING;MISSING;MISSING;TO; 0.19339; 0.059471;30.878802;0.038446;0.008913;MISSING;MISSING;MISSING;TO; 0.178976; 0.060429;41.879629;15.673587;MISSING;MISSING;MISSING;TO; 0.187879; 0.080689;0.018154;32.441627;18.502645;MISSING;MISSING;MISSING;TO; 0.101607; 0.037893;0.0029579999999999997;25.533969;26.541584999999998;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.41700486;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.099934309;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;TO;0.1942555;2.388188;49.8428864;MISSING;MISSING;MISSING;MISSING;TO; 0.168012; 0.081597;43.518164;8.139469;MISSING;MISSING;MISSING;TO; 0.199803; 0.084172;34.435356999999996;0.056982;0.013141;MISSING;MISSING;MISSING;TO; 0.216354; 0.074585;38.583337;14.420748;MISSING;MISSING;MISSING;TO; 0.201878; 0.060013;0.01874;33.301098999999994;19.959205;MISSING;MISSING;MISSING;TO; 0.117995; 0.041142;0.003059;29.626574;24.582863;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.516973611;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.18471650500000003;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;TO;0.17311220000000002;2.1661542000000003;54.9922889;MISSING;MISSING;MISSING;MISSING;TO; 0.277216; 0.083907;38.527367;16.372063999999998;MISSING;MISSING;MISSING;TO; 0.224888; 0.081032;42.244384;0.047711;0.008448;MISSING;MISSING;MISSING;TO; 0.231946; 0.073127;45.640403;7.0394950000000005;MISSING;MISSING;MISSING;TO; 0.236657; 0.075828;0.023653999999999998;18.907882999999998;22.000276;MISSING;MISSING;MISSING;TO; 0.245143; 0.079784;0.00364;14.964587;31.993793;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.445089271;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.081858225;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;TO;0.18587569999999998;1.2209553;58.066578;MISSING;MISSING;MISSING;MISSING;TO; 0.280612; 0.119748;44.672962;9.017703;MISSING;MISSING;MISSING;TO; 0.22073; 0.070172;40.553172;0.061001;0.013095;MISSING;MISSING;MISSING;TO; 0.253826; 0.076231;39.407409;15.843016;MISSING;MISSING;MISSING;TO; 0.251003; 0.091416;0.022101;19.274217;23.682688;MISSING;MISSING;MISSING;TO; 0.16249; 0.054106;0.0038130000000000004;17.416403000000003;37.044501;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.831749412;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.081983577;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO;0.23414550000000003;1.5258919;28.5701289;MISSING;MISSING;MISSING;MISSING;TO; 0.182829; 0.06698;23.973786;10.199738;MISSING;MISSING;MISSING;TO; 0.269742; 0.108658;58.125208;0.054012;0.012024;MISSING;MISSING;MISSING;TO; 0.280742; 0.103116;40.720864999999996;7.829599;MISSING;MISSING;MISSING;TO; 0.271329; 0.084991;0.020192999999999996;19.799692;27.371830000000003;MISSING;MISSING;MISSING;TO; 0.273917; 0.088056;0.0045720000000000005;16.784955;28.453277;MISSING;MISSING;MISSING;TO; 0.425359; 0.112581;15.415353;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.5712219849999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.19393500199999994;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO;0.2028088;1.8466059;31.0438463;MISSING;MISSING;MISSING;MISSING;TO; 0.311929; 0.110187;41.75694300000001;7.616262;MISSING;MISSING;MISSING;TO; 0.295035; 0.091075;11.869207;0.033498;0.007086;MISSING;MISSING;MISSING;TO; 0.213061; 0.079103;27.871915;10.445157;MISSING;MISSING;MISSING;TO; 0.315767; 0.107649;0.028689999999999993;22.626361;25.297398;MISSING;MISSING;MISSING;TO; 0.29888; 0.100191;0.0043749999999999995;14.274858;31.697924999999998;MISSING;MISSING;MISSING;TO; 0.484619; 0.149085;18.843924;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.55219218;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.08199736199999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO;0.2008948;1.4398255;33.228559700000005;MISSING;MISSING;MISSING;MISSING;TO; 0.285071; 0.092894;25.924517;10.355087000000001;MISSING;MISSING;MISSING;TO; 0.282219; 0.110219;13.849167999999999;0.034545000000000006;0.007863;MISSING;MISSING;MISSING;TO; 0.350735; 0.104358;46.968687;10.274282;MISSING;MISSING;MISSING;TO; 0.209636; 0.058241;0.017396000000000002;21.814306000000002;30.088992;MISSING;MISSING;MISSING;TO; 0.344836; 0.130265;0.005245999999999999;20.330831;20.812514999999998;MISSING;MISSING;MISSING;TO; 0.487496; 0.131206;50.050199;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.720435544;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.213406385;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO;0.2930263000000001;1.775929;33.792102;MISSING;MISSING;MISSING;MISSING;TO; 0.328613; 0.069664;30.332092;11.872707;MISSING;MISSING;MISSING;TO; 0.365965; 0.124964;17.792277000000002;0.03537800000000001;0.0072440000000000004;MISSING;MISSING;MISSING;TO; 0.29597; 0.105045;30.96915;11.432407000000001;MISSING;MISSING;MISSING;TO; 0.390956; 0.149706;0.031438999999999995;27.2868;29.209259;MISSING;MISSING;MISSING;TO; 0.345821; 0.117597;0.005620999999999999;16.515478;31.401966;MISSING;MISSING;MISSING;TO; 0.358158; 0.095642;14.841152999999998;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.6813425989999998;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.12603595899999998;MISSING;MISSING;MISSING;MISSING;MISSING
