name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-union;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-uni;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-uni;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.0;0.001254;0.006086;1.5e-05;1.5e-05;7e-06; false;0.008877;0.0;0.001214;0.005493;0.00017;3.2e-05;3.2e-05; 1.9e-05; false; 0.007849;0.0;0.001245;0.005548;3.0000000000000004e-05;0.000604;0.000612;7.1e-05; false;0.010005;1.11; 0.0082; 0.0002; 0.0002; 0.0001; 0.0001; False; 0.0004; 0.0090;1.09; 0.0082; 0.0005; 0.0004; 0.0008; 0.0009; False; 0.0013; 0.0102;0.79;0.0124544199999999;0.001552324;3.5943e-05; false;0.009317215;0.112616636;0.0;0.001366;0.005694;1.1e-05;9e-06;6e-06; false;0.008012;0.81;0.0235864;0.0057014;0.0044502;0.0001325; False;0.0117464;0.0710508;0.94;0.017340567;0.049592515999999996; 0.018201169; 0.002053552; false; 0.076181477; 0.186804856
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;0.18;0.144438;0.042029;0.001065;0.003797;0.000205; false;0.201974;0.36;0.147276;0.045885;0.015429;0.074846;0.077612; 0.006918; false; 0.378637;0.23;0.129422;0.041726;0.0018649999999999;0.0214109999999999;0.037132;0.0039; false;0.246851;5.76; 0.2593; 0.0255; 4.0288; 0.0040; 0.3295; False; 4.3624; 4.6482;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.78;0.183063004;0.075176594;3.39e-05; false;0.082402414;0.526648666;0.12;0.095226;0.028127;0.0006389999999999;0.002257;0.000147; false;0.133352;0.91;0.0550863;0.0164022;0.0327684;0.000215; False;0.0541954;0.182356;TO;0.091018108;0.33005477299999986;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;0.21;0.162004;0.055767;0.0011;0.003912;0.000209; false;0.235077;0.38;0.150755;0.051277;0.0161939999999999;0.069834;0.082115; 0.008686; false; 0.38996;0.26;0.141344;0.044066;0.002032;0.0275839999999999;0.053913;0.004723; false;0.284956;8.69; 0.4124; 0.0330; 7.0822; 0.0096; 0.7924; False; 7.8843; 8.3313;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.1;0.170300888;0.139618049;3.564e-05; false;0.154767009;0.572345183;0.22;0.177153;0.049449;0.001246;0.004846;0.000303; false;0.245872;1.1;0.0593058;0.0143256999999999;0.0329597;0.0001414; False;0.0514306;0.1678359;TO;0.1222484059999999;0.381771923;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;0.26;0.19487;0.064322;0.001552;0.0053789999999999;0.000252; false;0.286049;0.43;0.183745;0.066406;0.011126;0.071754;0.084456; 0.008788; false; 0.43812;0.2;0.105237;0.040022;0.0014199999999999;0.0189659999999999;0.034947;0.003729; false;0.212599;8.46; 0.3386; 0.0383; 7.3756; 0.0059; 0.5396; False; 7.9212; 8.2992;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.92;0.119301694;0.071347882;6.3743e-05; false;0.078967774;0.475960763;0.13;0.112957;0.034643;0.000781;0.0030939999999999;0.000215; false;0.160593;0.93;0.0621600999999999;0.0256892;0.0351581999999999;0.0001803; False;0.0643545;0.2227465;TO;0.132337305;0.48929400100000014;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;0.23;0.186914;0.05773;0.0014609999999999;0.0058099999999999;0.000265; false;0.266145;0.51;0.177082;0.054612;0.0168789999999999;0.1120229999999999;0.132324; 0.012349; false; 0.518489;0.35;0.194074;0.061311;0.002831;0.0354469999999999;0.063492;0.006246; false;0.376251;9.82; 0.2153; 0.0228; 8.4176; 0.0219; 0.6453; False; 9.0850; 9.3242;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.78;0.08817374;0.112716898;6.4246e-05; false;0.14613024;0.458253636;0.24;0.193183;0.057337;0.001487;0.0057049999999999;0.000294; false;0.272708;1.17;0.0743728;0.0249111999999999;0.1316419;0.000462; False;0.1678016;0.326172;TO;0.177099509;0.5538057889999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;0.28;0.219679;0.064394;0.0017;0.006738;0.000285; false;0.308861;0.55;0.203063;0.055599;0.019191;0.1195;0.14062; 0.012619; false; 0.563777;0.36;0.203744;0.056382;0.0026089999999999;0.037249;0.0673769999999999;0.006013; false;0.38708;18.09; 0.3961; 0.0489; 15.5495; 0.0111; 1.5111; False; 17.0718; 17.5186;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.0;0.096613408;0.080026152;3.561e-05; false;0.088688556;0.357571881;0.19;0.132927;0.054659;0.001617;0.007025;0.000295; false;0.213818;1.28;0.0862268;0.0347654;0.0647505;0.0025468; False;0.1479121;0.320175;TO;0.081830632;0.363586084;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;0.28;0.223503;0.061943;0.001679;0.0067329999999999;0.000303; false;0.310041;0.72;0.249227;0.066747;0.019683;0.165;0.204812; 0.015273; false; 0.735839;0.4;0.220404;0.065238;0.0035349999999999;0.0417509999999999;0.0742059999999999;0.006639; false;0.426839;16.62; 0.3855; 0.0753; 13.7929; 0.0130; 1.8467; False; 15.6527; 16.1153;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.04;0.0897537529999999;0.145876412;8.1891e-05; false;0.166263283;0.454887922;0.24;0.196287;0.045865;0.001071;0.004678;0.000274; false;0.259814;1.31;0.0719983999999999;0.0270484999999999;0.0775655;0.0002844; False;0.1144075;0.2526908;TO;0.113583707;0.6823926979999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;0.33;0.26424;0.076603;0.001016;0.00494;0.000237; false;0.3582;0.67;0.2371;0.085816;0.025285;0.1473749999999999;0.165287; 0.011851; false; 0.687588;0.46;0.241904;0.067789;0.0036709999999999;0.051126;0.093874;0.007642; false;0.481398;17.4; 0.3332; 0.0634; 14.8443; 0.0098; 1.4286; False; 16.2828; 16.6817;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.17;0.090297186;0.113054207;4.1311e-05; false;0.128564404;0.542547071;0.31;0.242015;0.063488;0.001956;0.009314;0.000394; false;0.336474;1.44;0.0910691;0.0356439;0.0338374;0.0002378; False;0.0763613;0.2846788;TO;0.161160358;0.6384873869999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;0.37;0.286662;0.082718;0.002147;0.009953;0.00046; false;0.401439;0.76;0.21225;0.084568;0.015665;0.2027649999999999;0.242209; 0.017813; false; 0.788999;0.37;0.158274;0.051844;0.0037569999999999;0.052103;0.102077;0.009723; false;0.3911;26.0; 0.3898; 0.0589; 23.1524; 0.0141; 1.6150; False; 24.7816; 25.2317;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.13;0.090744121;0.127042986;4.4876e-05; false;0.137812171;0.52770595;0.25;0.203173;0.056503;0.001206;0.0057109999999999;0.000324; false;0.280034;1.32;0.1056751;0.0354336;0.156848;0.0003113; False;0.2195418;0.3982457;TO;0.160348377;0.430072648;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;0.39;0.305142;0.087182;0.00229;0.0106189999999999;0.000399; false;0.427229;0.86;0.297203;0.087012;0.030277;0.188738;0.233125; 0.015246; false; 0.869883;0.56;0.267298;0.103372;0.004055;0.069284;0.124918;0.010941; false;0.60306;28.8; 0.5021; 0.0760; 26.0942; 0.0083; 2.4568; False; 28.5593; 29.1395;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.8;0.1527242969999999;0.196051396;4.7005e-05; false;0.215844473;0.707153646;0.38;0.283523;0.099315;0.002254;0.01089;0.000445; false;0.417412;1.44;0.0836552;0.0418166;0.0988627999999999;0.0002871; False;0.146474;0.3110265;TO;0.137262657;0.6651876139999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;0.32;0.257665;0.065216;0.001364;0.006977;0.000324; false;0.345848;0.68;0.189086;0.072893;0.018936;0.1694169999999999;0.213149; 0.01897; false; 0.695137;0.65;0.349943;0.092618;0.00451;0.073348;0.139225;0.009947; false;0.689699;34.52; 0.4640; 0.0612; 30.6346; 0.0169; 3.6691; False; 34.3208; 34.8486;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.6;0.130292822;0.244281505;4.2232e-05; false;0.254068732;0.646260587;0.36;0.256713;0.103039;0.00236;0.011637;0.000456; false;0.396542;1.17;0.0840675999999999;0.0335211999999999;0.0784304;0.0002353; False;0.1164649;0.2829253;TO;0.136784261;0.5735187379999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.0;0.002889;0.005908;3e-05;2.9e-05;1e-05; false;0.009934;0.0;0.002828;0.00572;0.000355;0.000116;0.0001089999999999; 4.6e-05; false; 0.01011;0.01;0.002878;0.005777;7.5e-05;0.00072;0.000728;0.000115; false;0.01214;1.25; 0.0126; 0.0005; 0.0010; 0.0002; 0.0002; False; 0.0014; 0.0146;1.18; 0.0123; 0.0005; 0.0009; 0.0019; 0.0020; False; 0.0030; 0.0160;0.87;0.010260339;0.001685239;3.0554e-05; false;0.011546956;0.084651184;0.0;0.002986;0.005868;2.4e-05;2.2e-05;9e-06; false;0.010072;0.81;0.0368971;0.008809;0.0066642;0.0002018; False;0.0179061;0.1062386;1.07;0.043686813;0.072586404; 0.022070195; 0.00224022; false; 0.10305296; 0.277551144
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;0.48;0.389775;0.102905;0.001377;0.007374;0.000321; false;0.513328;1.19;0.365254;0.110493;0.034189;0.29696;0.360951; 0.024451; false; 1.20756;0.67;0.370772;0.120159;0.004716;0.062164;0.11988;0.010839; false;0.704851;38.88; 0.3011; 0.0457; 36.8178; 0.0095; 2.5943; False; 39.4217; 39.7703;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.44;0.126690338;0.241161127;5.0658e-05; false;0.265309951;0.606652011;0.33;0.269844;0.074188;0.0015309999999999;0.007519;0.000358; false;0.36491;1.49;0.080531;0.0365798;0.0848915;0.000225; False;0.1261504;0.2699017;TO;0.1806340179999999;0.5412436640000001;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;0.51;0.386801;0.116267;0.0027239999999999;0.014386;0.00061; false;0.544798;1.39;0.408828;0.115742;0.040281;0.3502410000000001;0.4302379999999999; 0.029336; false; 1.3968;0.78;0.385624;0.107446;0.005027;0.0955309999999999;0.191217;0.014093; false;0.822276;55.55; 0.5678; 0.0967; 49.9870; 0.0209; 5.3183; False; 55.3263; 55.9929;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.57;0.189150195;0.174610011;4.8469e-05; false;0.181484391;0.624325127;0.51;0.378599;0.116652;0.00277;0.014809;0.000496; false;0.538831;1.58;0.0781241;0.0436426;0.1125970999999999;0.0002355; False;0.1611946;0.3062036;TO;0.1211201979999999;0.565499994;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;0.56;0.426963;0.122249;0.002999;0.017074;0.000539; false;0.596258;1.38;0.411875;0.119628;0.0396829999999999;0.357719;0.424186; 0.027413; false; 1.40243;0.83;0.37717;0.116925;0.004538;0.111829;0.215132;0.01327; false;0.863129;55.83; 0.6219; 0.1089; 51.0920; 0.0115; 4.6011; False; 55.7047; 56.4387;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.78;0.1836667719999999;0.207423639;4.3107e-05; false;0.228356523;0.851037896;0.52;0.409969;0.10333;0.002945;0.017525;0.000847; false;0.562652;1.64;0.0802958999999999;0.038672;0.1110175;0.0002593; False;0.1546396;0.3024579;TO;0.2415471849999999;0.6085482879999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;0.34;0.249013;0.097571;0.00207;0.012465;0.000769; false;0.378765;1.45;0.378238;0.154155;0.045392;0.387867;0.4692799999999999; 0.02361; false; 1.48205;0.52;0.250912;0.07919;0.003215;0.0667519999999999;0.13566;0.008559; false;0.561828;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.08;0.194604992;0.217808867;5.7752e-05; false;0.237254419;0.68293442;0.45;0.321001;0.132686;0.002689;0.010628;0.000479; false;0.48296;1.71;0.0867092999999999;0.0600188;0.1102929;0.0002111; False;0.1752698;0.3542068;TO;0.1564063319999999;0.7994332869999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;0.62;0.47693;0.135043;0.00337;0.019123;0.000631; false;0.666435;1.82;0.471426;0.135003;0.0455969999999999;0.508367;0.5905880000000001; 0.04677; false; 1.82623;0.96;0.486282;0.130905;0.006179;0.11537;0.225294;0.014809; false;1.00571;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.72;0.264865972;0.240959226;4.7128e-05; false;0.248561425;0.749389354;0.63;0.452412;0.163352;0.00349;0.0213349999999999;0.000796; false;0.674895;1.7;0.0596716;0.0572640999999999;0.1297206;0.0002066; False;0.1923035;0.2997818;TO;0.3962996229999999;0.978107329;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;0.69;0.529895;0.161377;0.003743;0.0224529999999999;0.000753; false;0.753325;1.91;0.532394;0.160758;0.057043;0.5436500000000001;0.5788300000000001; 0.030347; false; 1.93979;1.04;0.477007;0.154947;0.0052789999999999;0.130492;0.264841;0.016823; false;1.08187;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.1;0.214587031;0.220662018;3.5504e-05; false;0.227293329;0.676956194;0.52;0.359127;0.153085;0.003134;0.016456;0.000634; false;0.56255;1.68;0.1088329999999999;0.0496864999999999;0.1631382;0.0002627; False;0.217763;0.3936901;TO;0.203415169;0.8915189250000002;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;0.72;0.537072;0.164821;0.004243;0.024969;0.000753; false;0.770423;2.28;0.543941;0.165617;0.0586369999999999;0.7046699999999999;0.758115; 0.043523; false; 2.30825;0.83;0.29123;0.154245;0.005962;0.124672;0.2503439999999999;0.015376; false;0.874119;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.5;0.1985168499999999;0.28129696;4.7343e-05; false;0.287979429;0.720886593;0.46;0.352265;0.097553;0.002016;0.0143209999999999;0.000783; false;0.490385;1.5;0.0960704999999999;0.1721044;0.2540352;0.0003273; False;0.441047;0.6095475;TO;0.1751888469999999;1.1375466599999997;MISSING;MISSING;MISSING;MISSING;MISSING
