name;automata-old-runtime;automata-old-construction;automata-old-trim;automata-old-compl;automata-old-intersection;automata-old-emptiness_check;automata-old-emptiness_result;automata-old-interpretation;automata-old-overall;automata-old-uni;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;automata-min-uni;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-intersection;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-automatalib-uni
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10295-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10295-*.mata;0.24;0.0503714;0.0097499;0.10159999999999998;0.0166595; 0.0001121000; False; 0.1376837000; 0.2324823000;0.0050835;1.03;0.03896039999999999;0.009833200000000004;0.1198338;0.0172547; 0.0002301000; False; 0.1560072000; 0.2559304000;0.0055445;1.14;0.05093629300000001;0.053025856999999996;0.028450244999999996;0.036205999; 0.002162702; false; 0.132786662; 0.292172561;0.0018969
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10584-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10584-*.mata;0.2;0.0459159;0.009465099999999999;0.0879696;0.0150525; 0.0001709000; False; 0.1212037000; 0.1992271000; 0.0032083000;0.91;0.033314500000000004;0.0059981;0.1177527;0.0091444; 0.0001583000; False; 0.1382926000; 0.2310477000; 0.0033503000;1.09;0.023822015000000002;0.059530835000000004;0.017104815;0.021222774; 0.002200387; false; 0.109229626; 0.21115226; 0.001250186
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10608-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10608-*.mata;0.22;0.046569200000000005;0.009332400000000001;0.09128439999999999;0.013643200000000001; 0.0001756000; False; 0.1220194000; 0.2122948000; 0.0046193000;0.95;0.0369323;0.0085947;0.11793799999999999;0.0142148; 0.0001504000; False; 0.1484627000; 0.2433088000; 0.0051417000;1.11;0.016949934;0.062548217;0.012073414;0.023604618; 0.002196933; false; 0.109850197; 0.190971613; 9.4385E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10611-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10611-*.mata;0.19;0.0365782;0.005897300000000001;0.10121459999999999;0.0094339; 0.0001341000; False; 0.1243313000; 0.1949021000;0.0050666;0.8;0.0225561;0.005694800000000001;0.10391979999999999;0.009240600000000002; 0.0001791000; False; 0.1263122000; 0.1804827000;0.0053387999999999994;1.15;0.026268348;0.059959003;0.014990911;0.026943679999999998; 0.001494358; false; 0.112519562; 0.197967602;0.001327599
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10629-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10629-*.mata;0.24;0.1135732;0.009248999999999999;0.0997738;0.0147013; 0.0001041000; False; 0.1322330000; 0.2898062000; 0.0050310000;1.06;0.0377508;0.009006600000000002;0.1096019;0.014927699999999999; 0.0001408000; False; 0.1421734000; 0.2323203000; 0.0051705000;1.2;0.018874623;0.04985228;0.01634957;0.024285605999999998; 0.001724439; false; 0.100291215; 0.185779295; 0.001307809
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10634-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10634-*.mata;0.17;0.0315178;0.0054009;0.06966900000000001;0.007873400000000001; 0.0000904000; False; 0.0880676000; 0.1532106000; 0.0031386000;0.89;0.032648500000000004;0.006599399999999999;0.07412070000000001;0.0142316; 0.0001489000; False; 0.1012777000; 0.1771143000; 0.0035042000;1.3;0.026707432;0.06769620800000001;0.020541273;0.027044816000000003; 0.002014447; false; 0.12690934; 0.233950413; 0.001374756
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10642-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10642-*.mata;0.19;0.0340901;0.008794799999999998;0.0812329;0.0122824; 0.0001022000; False; 0.1100434000; 0.1773696000; 0.0049063000;1.01;0.0349186;0.010107699999999999;0.1279172;0.0181706; 0.0002343000; False; 0.1652775000; 0.2400680000; 0.0058490000;1.25;0.026940075;0.084754843;0.029751146;0.024850666; 0.002391183; false; 0.152684657; 0.26074561; 0.001329281
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10650-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10650-*.mata;0.24;0.051386;0.010096700000000004;0.09557950000000001;0.015380999999999999; 0.0001121000; False; 0.1293959000; 0.2418192000;0.0047732;0.9;0.031386;0.0175491;0.1421184;0.0131686; 0.0001091000; False; 0.1805584000; 0.3068730000;0.0045199;1.16;0.033477863000000004;0.065582211;0.022260532;0.027883541; 0.002446859; false; 0.132175382; 0.264785414;0.0020768089999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10657-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10657-*.mata;0.16;0.0334996;0.006149399999999999;0.0732871;0.0092906; 0.0001246000; False; 0.0948267000; 0.1619431000; 0.0037622000;0.86;0.0250077;0.0093711;0.08932380000000001;0.0152072; 0.0000895000; False; 0.1215129000; 0.1886101000; 0.0048414000;1.15;0.027757127;0.05860666;0.011437936000000001;0.021118172; 0.004798086; false; 0.103737094; 0.215212537; 0.001453449
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10663-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10663-*.mata;0.21;0.0483223;0.0169615;0.0891672;0.0211389; 0.0000914000; False; 0.1420113000; 0.2370610000; 0.0039722000;0.95;0.0373603;0.008935799999999999;0.1063834;0.015265500000000001; 0.0001037000; False; 0.1393310000; 0.2315659000; 0.0060044000;1.14;0.031571618999999995;0.064937834;0.019978675;0.023415645; 0.002218073; false; 0.120749201; 0.241683374; 0.00135903
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10669-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10669-*.mata;0.22;0.0531961;0.016636;0.0948193;0.012257299999999999; 0.0000905000; False; 0.1329093000; 0.2507981000; 0.0051182000;0.97;0.0298707;0.009810699999999997;0.15401579999999998;0.015471500000000001; 0.0001600000; False; 0.1877003000; 0.2552042000; 0.0057694000;1.18;0.021053271;0.05942961099999999;0.019161433;0.021860106; 0.002432913; false; 0.112867389; 0.242226738; 0.001355912
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10675-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10675-*.mata;0.22;0.047694099999999996;0.008770300000000002;0.0896625;0.0132326; 0.0000927000; False; 0.1201087000; 0.2116331000; 0.0046377000;0.91;0.0365482;0.0085324;0.14379799999999998;0.0149303; 0.0001161000; False; 0.1744840000; 0.2653098000; 0.0046028000;1.17;0.024936405000000002;0.06295899399999999;0.018186425;0.022829838999999998; 0.002140639; false; 0.115460144; 0.220695754; 0.001212631
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10680-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10680-*.mata;0.2;0.0487341;0.006140699999999999;0.0760312;0.011101399999999999; 0.0001344000; False; 0.0995689000; 0.1911741000; 0.0038468000;0.95;0.0315484;0.009017299999999999;0.1692453;0.023621999999999997; 0.0001082000; False; 0.2103517000; 0.3004897000; 0.0055785000;1.14;0.054547030999999996;0.067213257;0.019030257000000002;0.023471363999999998; 0.002180021; false; 0.121797946; 0.322042494; 0.001283982
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10681-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10681-*.mata;0.18;0.0477053;0.0055656;0.0596456;0.008837399999999999; 0.0001453000; False; 0.0802573000; 0.1684527000;0.0030359;0.98;0.0380488;0.0090212;0.1553317;0.015461299999999999; 0.0001706000; False; 0.1881743000; 0.2812759000;0.0054126;1.24;0.033765144999999996;0.05900768;0.023836734;0.028422271000000002; 0.010270207; false; 0.145911796; 0.265622818;0.008601089
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10682-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10682-*.mata;0.17;0.0312436;0.006273699999999998;0.07880459999999999;0.0092993; 0.0002167000; False; 0.1017638000; 0.1609263000;0.0043661;0.98;0.0385605;0.012196099999999998;0.11390990000000001;0.015474700000000001; 0.0002605000; False; 0.1502444000; 0.2382447000;0.005462;1.18;0.049606803000000005;0.066367781;0.022556424000000002;0.024962588; 0.002224263; false; 0.128833956; 0.287347046;0.0018302890000000001
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10684-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10684-*.mata;0.23;0.050499;0.009045000000000001;0.1311511;0.0131451; 0.0001398000; False; 0.1614511000; 0.2656811000; 0.0049100000;0.93;0.0381102;0.008538800000000001;0.122675;0.0135794; 0.0000863000; False; 0.1506708000; 0.2451684000; 0.0033048000;1.12;0.023972556;0.087545013;0.019375199;0.022708496; 0.002092471; false; 0.15455328; 0.2624061; 0.001341301
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3111-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3111-*.mata;0.24;0.09171220000000001;0.0090934;0.1005741;0.014662900000000001; 0.0001096000; False; 0.1327566000; 0.2710654000;0.004831;0.99;0.0385749;0.009751;0.12117030000000001;0.018145399999999996; 0.0002277000; False; 0.1609139000; 0.2532282000;0.006671000000000001;1.23;0.06563314999999999;0.07061951699999999;0.02410512;0.032212791; 0.002353511; false; 0.142328737; 0.321290735;0.001978588
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3189-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3189-*.mata;0.22;0.0507371;0.009930399999999999;0.0926872;0.0153254; 0.0001169000; False; 0.1261514000; 0.2208804000; 0.0049117000;1.01;0.0431246;0.009801799999999998;0.1143883;0.016751500000000002; 0.0001865000; False; 0.1500413000; 0.2988670000; 0.0058043000;1.21;0.02606835;0.056600653;0.013096024999999999;0.018328347999999998; 0.001868765; false; 0.104037039; 0.200415253; 0.006384603
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3214-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3214-*.mata;0.19;0.0326984;0.006238799999999999;0.0962301;0.010178099999999999; 0.0001263000; False; 0.1206470000; 0.2234312000;0.0051759;0.9;0.0397684;0.009600199999999998;0.1164424;0.016544000000000003; 0.0002061000; False; 0.1515771000; 0.2452032000;0.0054747;1.16;0.04407709299999999;0.105992129;0.026779584;0.034211458; 0.0021164; false; 0.203398911; 0.348510104;0.0025789909999999997
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3231-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3231-*.mata;0.21;0.0585319;0.013189000000000001;0.0758089;0.016550799999999997; 0.0001697000; False; 0.1145257000; 0.2249206000;0.0033591000000000003;0.96;0.0389185;0.008926400000000003;0.12581029999999999;0.0182465; 0.0002233000; False; 0.1618220000; 0.2988723000;0.0055673;1.24;0.037180021;0.054660363;0.017258231;0.02643562; 0.002032723; false; 0.111129917; 0.269454013;0.001695608
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-*.mata;0.23;0.04781799999999999;0.009054300000000001;0.10963440000000002;0.017294300000000002; 0.0002632000; False; 0.1467096000; 0.2364511000;0.0051674;0.9;0.0377291;0.0195794;0.08426219999999998;0.016478899999999998; 0.0002087000; False; 0.1314428000; 0.2322035000;0.0035032;1.26;0.03232934;0.059492219;0.020982623000000002;0.028663682; 0.002511966; false; 0.125107702; 0.254563204;0.001938519
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-*.mata;0.18;0.0358949;0.005930600000000001;0.07670959999999999;0.0094766; 0.0001848000; False; 0.1000702000; 0.2094860000;0.003331;0.95;0.047541599999999996;0.006397800000000001;0.1549748;0.0123323; 0.0002118000; False; 0.1820241000; 0.2823586000;0.0058053;1.25;0.038667128999999995;0.067563826;0.021065897;0.024701188000000002; 0.002118084; false; 0.127340969; 0.316442265;0.001753348
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-*.mata;0.23;0.049499400000000006;0.009297199999999999;0.10321119999999999;0.014388199999999999; 0.0001833000; False; 0.1373786000; 0.2451662000;0.0050436000000000005;0.95;0.024750400000000002;0.007739799999999999;0.13607650000000002;0.024493200000000003; 0.0002282000; False; 0.1773374000; 0.2495677000;0.00589;1.2;0.046108541;0.055282324;0.020530199;0.023178441; 0.002249602; false; 0.114217483; 0.299670711;0.0019930729999999997
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-*.mata;0.15;0.0318861;0.0063777;0.0627694;0.009341100000000001; 0.0000844000; False; 0.0861277000; 0.1626488000;0.0032836;0.97;0.047340799999999995;0.0206722;0.1557337;0.0155464; 0.0002648000; False; 0.2012227000; 0.3276434000;0.0057088;1.12;0.040568517;0.07388999200000002;0.034041919;0.031057861; 0.005099903; false; 0.170383268; 0.304364007;0.010195275
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-*.mata;0.17;0.0329879;0.0066277;0.08818430000000001;0.009945299999999999; 0.0001934000; False; 0.1147915000; 0.1762876000;0.0040241;0.98;0.0363523;0.0089104;0.1095443;0.0154397; 0.0002529000; False; 0.1426801000; 0.2311842000;0.0055662;1.26;0.034663326;0.073301672;0.041209868999999996;0.04614699100000001; 0.002432396; false; 0.190838029; 0.302350387;0.004677299
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-*.mata;0.2;0.051279000000000005;0.006225699999999999;0.08072649999999999;0.0094692; 0.0001364000; False; 0.1047510000; 0.2043535000;0.0036436999999999997;0.97;0.0354723;0.008585100000000002;0.11646299999999998;0.015563700000000001; 0.0002427000; False; 0.1499142000; 0.2343490000;0.0061095;1.3;0.039452562999999996;0.063066184;0.020851019999999998;0.025692121; 0.0023552; false; 0.124694122; 0.274635435;0.0018392909999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-*.mata;0.23;0.0595381;0.009388399999999996;0.10348179999999998;0.014597200000000001; 0.0001114000; False; 0.1380616000; 0.2583447000;0.0051239;0.92;0.04784150000000001;0.009580300000000003;0.1093958;0.015764300000000002; 0.0001914000; False; 0.1434676000; 0.2681346000;0.0054028999999999995;1.12;0.053811478;0.092617637;0.020645925999999995;0.03467942; 0.002169752; false; 0.172528118; 0.3157542;0.001562385
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-*.mata;0.17;0.0334436;0.005732800000000001;0.07983440000000001;0.0087477; 0.0001117000; False; 0.1018785000; 0.1624540000;0.0032040999999999997;0.96;0.026577600000000003;0.007587599999999999;0.14356839999999998;0.011005000000000001; 0.0002181000; False; 0.1785663000; 0.2408712000;0.013783799999999999;1.17;0.031074807;0.056853121;0.019967370999999998;0.025476367; 0.002354231; false; 0.118474443; 0.264397081;0.0014734919999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-*.mata;0.23;0.0489293;0.009191;0.0966807;0.014735600000000001; 0.0002338000; False; 0.1323635000; 0.2308307000;0.0051862;0.9;0.0397747;0.012872599999999998;0.12818030000000002;0.0383328; 0.0002410000; False; 0.1923141000; 0.2877789000;0.0053875;1.12;0.038567517999999995;0.056654583;0.019016277;0.023690243000000003; 0.002256533; false; 0.113740906; 0.226624614;0.001620027
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-*.mata;0.24;0.0732764;0.0122671;0.11042300000000001;0.0174774; 0.0001263000; False; 0.1515809000; 0.2791454000;0.0055249;0.98;0.0336426;0.017529299999999998;0.09404459999999999;0.023800099999999998; 0.0002235000; False; 0.1463116000; 0.2384296000;0.0039505;1.23;0.031899875999999994;0.060110294;0.020189854;0.025661305; 0.002264798; false; 0.117456042; 0.232388252;0.001306721
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-*.mata;0.18;0.0380073;0.006292600000000001;0.08621909999999999;0.009816499999999999; 0.0002740000; False; 0.1257613000; 0.2051371000;0.0032857;0.95;0.059137800000000004;0.009828500000000002;0.0952301;0.0174774; 0.0002239000; False; 0.1300523000; 0.2456175000;0.0040117;1.16;0.026957112000000002;0.051849852;0.028568202999999997;0.032005768000000004; 0.002264229; false; 0.134888854; 0.238132365;0.002130163
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-*.mata;0.22;0.04995410000000001;0.016167999999999995;0.1111159;0.026486899999999997; 0.0002300000; False; 0.1674138000; 0.2725673000;0.005293;1.02;0.0400918;0.008912499999999997;0.1110459;0.015723100000000004; 0.0002210000; False; 0.1439719000; 0.2367056000;0.0052642;1.27;0.029995796999999998;0.082398008;0.021687128000000003;0.029266122000000002; 0.002818605; false; 0.149344423; 0.265551732;0.0018275969999999998
