name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-7.mata;0.0; 9.4e-05; 3.3e-05; 2.8e-05; 1.4e-05; 3e-06; false; 0.000318
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-8.mata;0.0; 4.9e-05; 2.2e-05; 7e-06; 6e-06; 1e-06; false; 0.000175
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-9.mata;0.0; 7.1e-05; 3e-05; 8e-06; 5e-06; 1e-06; false; 0.000205
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03005-1.mata;0.0; 7e-05; 2.9e-05; 9e-06; 5e-06; 1e-06; false; 0.000203
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03140-1.mata;0.0; 5.9e-05; 2.1e-05; 6e-06; 4e-06; 1e-06; false; 0.000157
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-1.mata;0.0; 8.3e-05; 3e-05; 9e-06; 7e-06; 1e-06; false; 0.000222
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-2.mata;0.0; 5.7e-05; 3.9e-05; 6e-06; 4e-06; 1e-06; false; 0.000199
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-3.mata;0.0; 7.6e-05; 3e-05; 8e-06; 6e-06; 2e-06; false; 0.000211
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-4.mata;0.0; 8e-05; 3e-05; 9e-06; 2.7e-05; 1e-06; false; 0.00026
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-5.mata;0.0; 7.3e-05; 2.8e-05; 8e-06; 6e-06; 2e-06; false; 0.000214
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04001-1.mata;0.0; 0.000148; 5.5e-05; 1.5e-05; 3e-06; 2e-06; false; 0.000376
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04390-1.mata;0.0; 7.3e-05; 5.1e-05; 9e-06; 7e-06; 1e-06; false; 0.000237
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04451-1.mata;0.0; 0.000105; 7.5e-05; 1e-05; 8e-06; 1e-06; false; 0.00031
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05755-1.mata;0.0; 7.6e-05; 3.1e-05; 1e-05; 7e-06; 1e-06; false; 0.000236
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05997-1.mata;0.0; 0.000409; 0.000294; 0.000149; 1.7e-05; 1.2e-05; false; 0.001108
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-1.mata;0.0; 0.001335; 0.001085; 0.000277; 1.8e-05; 2.6e-05; false; 0.003106
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-2.mata;0.0; 0.000284; 0.000247; 0.000148; 1.8e-05; 1.1e-05; false; 0.000921
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-3.mata;0.0; 0.000201; 0.000165; 8.1e-05; 1.3e-05; 6e-06; false; 0.000619
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-4.mata;0.0; 0.000253; 0.000222; 0.000113; 2.1e-05; 1.6e-05; false; 0.000805
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-1.mata;0.0; 0.000977; 0.000481; 0.000203; 1.4e-05; 1.3e-05; false; 0.002015
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-2.mata;0.0; 0.000194; 0.000394; 0.000174; 1.8e-05; 2.1e-05; false; 0.00106
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-3.mata;0.0; 8.2e-05; 2.9e-05; 8e-06; 6e-06; 2e-06; false; 0.000221
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-4.mata;0.0; 0.000314; 0.000344; 0.000263; 3.1e-05; 3.3e-05; false; 0.001259
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06250-1.mata;0.0; 0.000355; 0.00017; 7.6e-05; 6e-06; 5e-06; false; 0.000782
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06315-1.mata;0.0; 0.00037; 0.000533; 0.000206; 2.4e-05; 1.8e-05; false; 0.001471
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06342-1.mata;0.0; 0.000333; 0.000205; 7.1e-05; 1.6e-05; 1.4e-05; false; 0.000831
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-1.mata;0.01; 0.008107; 0.001838; 0.000704; 8.2e-05; 3e-05; false; 0.012361
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-10.mata;0.0; 7.4e-05; 3.2e-05; 1e-05; 3e-06; 1e-06; false; 0.000193
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-11.mata;0.0; 0.000211; 6.6e-05; 2.7e-05; 5e-06; 2e-06; false; 0.000432
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-12.mata;0.0; 0.000208; 6.7e-05; 2.7e-05; 5e-06; 1e-06; false; 0.000434
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-13.mata;0.0; 6.1e-05; 3e-05; 9e-06; 6e-06; 1e-06; false; 0.000213
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-14.mata;0.0; 0.000134; 5.3e-05; 1.5e-05; 4e-06; 2e-06; false; 0.000323
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-15.mata;0.0; 0.000125; 4.3e-05; 1.5e-05; 3e-06; 1e-06; false; 0.000295
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-16.mata;0.0; 0.000214; 7.9e-05; 3.8e-05; 5e-06; 2e-06; false; 0.00047
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-17.mata;0.0; 9.7e-05; 3e-05; 8e-06; 7e-06; 1e-06; false; 0.000234
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-18.mata;0.0; 0.000137; 4.9e-05; 1.6e-05; 4e-06; 1e-06; false; 0.000315
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-19.mata;0.0; 0.000196; 7e-05; 2.8e-05; 4e-06; 2e-06; false; 0.000418
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-2.mata;0.0; 0.000115; 5.6e-05; 1.9e-05; 4e-06; 2e-06; false; 0.000306
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-20.mata;0.0; 0.000215; 6.9e-05; 2.8e-05; 5e-06; 1e-06; false; 0.00044
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-21.mata;0.0; 4.9e-05; 2.3e-05; 7e-06; 4e-06; 1e-06; false; 0.000158
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-22.mata;0.0; 8.6e-05; 4.6e-05; 1e-05; 3e-06; 2e-06; false; 0.000241
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-23.mata;0.0; 0.000116; 4.3e-05; 1.6e-05; 4e-06; 1e-06; false; 0.000266
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-24.mata;0.0; 0.000201; 7.4e-05; 2.6e-05; 4e-06; 1e-06; false; 0.000418
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-25.mata;0.0; 9e-05; 3.2e-05; 1.1e-05; 8e-06; 2e-06; false; 0.00027
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-26.mata;0.0; 0.000114; 5.2e-05; 1.4e-05; 4e-06; 1e-06; false; 0.000291
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-27.mata;0.0; 0.000201; 6.6e-05; 2.7e-05; 4e-06; 1e-06; false; 0.000427
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-28.mata;0.0; 0.00019; 4.1e-05; 1.5e-05; 3e-06; 1e-06; false; 0.000339
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-29.mata;0.0; 9.3e-05; 5e-05; 8e-06; 7e-06; 1e-06; false; 0.000264
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-3.mata;0.0; 0.000153; 5.7e-05; 1.7e-05; 4e-06; 1e-06; false; 0.000323
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-30.mata;0.0; 0.000116; 5.3e-05; 1.6e-05; 4e-06; 1e-06; false; 0.000301
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-31.mata;0.0; 0.000206; 6.7e-05; 3.1e-05; 5e-06; 1e-06; false; 0.000434
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-32.mata;0.0; 0.000218; 6.7e-05; 2.7e-05; 5e-06; 1e-06; false; 0.000441
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-33.mata;0.0; 7.6e-05; 3e-05; 8e-06; 5e-06; 1e-06; false; 0.000215
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-34.mata;0.0; 0.000105; 5.2e-05; 1.5e-05; 5e-06; 2e-06; false; 0.000292
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-35.mata;0.0; 0.000181; 6.5e-05; 2.7e-05; 5e-06; 2e-06; false; 0.000394
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-36.mata;0.0; 0.000208; 8.8e-05; 3.5e-05; 5e-06; 2e-06; false; 0.000459
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-37.mata;0.0; 8.7e-05; 3.4e-05; 9e-06; 6e-06; 2e-06; false; 0.000284
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-38.mata;0.0; 7.7e-05; 3e-05; 3.5e-05; 0; 1e-06; false; 0.000215
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-39.mata;0.0; 0.000196; 5.6e-05; 1.6e-05; 3e-06; 1e-06; false; 0.000372
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-4.mata;0.0; 0.000125; 4.9e-05; 1.6e-05; 3e-06; 1e-06; false; 0.000312
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-40.mata;0.0; 0.000184; 5.6e-05; 2.3e-05; 4e-06; 1e-06; false; 0.000397
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-41.mata;0.0; 4.9e-05; 2.7e-05; 6e-06; 4e-06; 2e-06; false; 0.000164
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-42.mata;0.0; 0.000125; 5.6e-05; 1.5e-05; 4e-06; 1e-06; false; 0.000309
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-43.mata;0.0; 0.000211; 6.8e-05; 2.7e-05; 5e-06; 1e-06; false; 0.000472
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-44.mata;0.0; 0.00028; 0.000123; 3.6e-05; 5e-06; 2e-06; false; 0.00058
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-45.mata;0.0; 7.2e-05; 3e-05; 1e-05; 6e-06; 1e-06; false; 0.000216
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-46.mata;0.0; 9.5e-05; 4.1e-05; 1e-05; 2e-06; 1e-06; false; 0.000244
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-47.mata;0.0; 0.000187; 5.4e-05; 1.6e-05; 3e-06; 1e-06; false; 0.000357
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-48.mata;0.0; 0.000176; 9.3e-05; 2.9e-05; 5e-06; 2e-06; false; 0.000447
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-49.mata;0.0; 9.3e-05; 6.4e-05; 1.9e-05; 7e-06; 1e-06; false; 0.000315
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-5.mata;0.0; 8.1e-05; 3e-05; 8e-06; 7e-06; 1e-06; false; 0.000222
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-50.mata;0.0; 0.000169; 5.8e-05; 1.6e-05; 4e-06; 2e-06; false; 0.000361
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-51.mata;0.0; 0.000115; 5.4e-05; 1.6e-05; 3e-06; 1e-06; false; 0.000271
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-52.mata;0.0; 0.000149; 4.1e-05; 2.5e-05; 3e-06; 1e-06; false; 0.000317
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-53.mata;0.0; 7.1e-05; 3.1e-05; 8e-06; 7e-06; 1e-06; false; 0.000209
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-54.mata;0.0; 0.000134; 3.7e-05; 1e-05; 3e-06; 1e-06; false; 0.000293
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-55.mata;0.0; 0.000119; 4.2e-05; 1.6e-05; 3e-06; 1e-06; false; 0.00027
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-56.mata;0.0; 0.000223; 5.9e-05; 1.5e-05; 3e-06; 2e-06; false; 0.000444
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-57.mata;0.0; 7.9e-05; 6.2e-05; 9e-06; 7e-06; 2e-06; false; 0.000253
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-58.mata;0.0; 0.00529; 0.001364; 0.000238; 1.5e-05; 1.5e-05; false; 0.007904
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-59.mata;0.0; 0.002579; 0.001182; 0.000357; 2.3e-05; 2.5e-05; false; 0.004599
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-6.mata;0.0; 0.000128; 5.2e-05; 1.6e-05; 4e-06; 1e-06; false; 0.00031
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-60.mata;0.01; 0.012955; 0.002377; 0.000736; 4.2e-05; 6.4e-05; false; 0.017898
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-7.mata;0.0; 0.000257; 7.3e-05; 2.8e-05; 5e-06; 1e-06; false; 0.000526
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-8.mata;0.0; 0.000212; 8.8e-05; 2.7e-05; 5e-06; 1.4e-05; false; 0.000484
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-9.mata;0.0; 7.2e-05; 2.3e-05; 6e-06; 4e-06; 1e-06; false; 0.000193
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-1.mata;0.0; 0.000334; 0.000189; 4.9e-05; 7e-06; 1e-06; false; 0.000747
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-2.mata;0.0; 7.3e-05; 2.1e-05; 6e-06; 5e-06; 1e-06; false; 0.000187
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-3.mata;0.0; 5.6e-05; 2.1e-05; 6e-06; 4e-06; 0; false; 0.000157
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-4.mata;0.0; 4.7e-05; 2.1e-05; 9e-06; 8e-06; 2e-06; false; 0.000184
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-5.mata;0.0; 0.003818; 0.000523; 0.000312; 3.8e-05; 2.2e-05; false; 0.005284
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-1.mata;0.0; 0.000332; 0.000266; 8.5e-05; 1e-05; 8e-06; false; 0.000887
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-2.mata;0.0; 6.8e-05; 3.1e-05; 1e-05; 7e-06; 2e-06; false; 0.000244
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-3.mata;0.0; 0.000572; 0.000258; 7.8e-05; 1e-05; 7e-06; false; 0.001127
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-1.mata;0.0; 0.000109; 5.9e-05; 2.2e-05; 1.6e-05; 3e-06; false; 0.000296
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-2.mata;0.0; 6.8e-05; 3.1e-05; 9e-06; 6e-06; 2e-06; false; 0.000224
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-3.mata;0.0; 0.002457; 0.000549; 0.000259; 1.4e-05; 1.3e-05; false; 0.003833
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-4.mata;0.0; 9.2e-05; 2.8e-05; 1.3e-05; 8e-06; 1e-06; false; 0.000247
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-5.mata;0.0; 8.1e-05; 3.1e-05; 1e-05; 1.3e-05; 2e-06; false; 0.000282
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-6.mata;0.0; 0.001658; 0.000278; 0.000187; 2.8e-05; 1.3e-05; false; 0.002498
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06712-1.mata;0.0; 0.000196; 0.000166; 6.5e-05; 1.3e-05; 6e-06; false; 0.000618
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06895-1.mata;0.0; 0.000176; 0.000172; 2.9e-05; 5e-06; 2e-06; false; 0.00052
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06895-2.mata;0.0; 0.000246; 0.000234; 0.000125; 1.8e-05; 1.1e-05; false; 0.000852
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06895-3.mata;0.0; 0.000139; 0.000169; 6.9e-05; 1e-05; 7e-06; false; 0.000546
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-1.mata;0.0; 5e-05; 2.2e-05; 8e-06; 5e-06; 1e-06; false; 0.000163
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-2.mata;0.0; 0.003268; 0.000655; 0.000347; 2.5e-05; 2.7e-05; false; 0.00504
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-3.mata;0.0; 0.004511; 0.001465; 0.000572; 3.8e-05; 3.6e-05; false; 0.007539
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-4.mata;0.0; 6.5e-05; 5.4e-05; 1e-05; 9e-06; 2e-06; false; 0.000251
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-5.mata;0.0; 0.00198; 0.000347; 0.00022; 2.5e-05; 2.5e-05; false; 0.003156
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-6.mata;0.0; 6.7e-05; 3.3e-05; 1.1e-05; 9e-06; 2e-06; false; 0.00024
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-7.mata;0.0; 0.001761; 0.00049; 0.000338; 2.5e-05; 2.2e-05; false; 0.003199
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07046-1.mata;0.0; 0.002038; 0.00119; 0.000407; 3.2e-05; 5.3e-05; false; 0.00432
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07046-2.mata;0.0; 0.003295; 0.001761; 0.000532; 8e-05; 5.5e-05; false; 0.006605
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07103-1.mata;0.0; 0.000196; 7e-05; 2.2e-05; 5e-06; 2e-06; false; 0.000421
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07154-1.mata;0.0; 0.00051; 0.000287; 9e-05; 8e-06; 1.7e-05; false; 0.001138
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07154-2.mata;0.0; 7.8e-05; 3e-05; 1.8e-05; 7e-06; 2e-06; false; 0.000253
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07292-1.mata;0.0; 0.000219; 0.000333; 0.000235; 2.9e-05; 1.9e-05; false; 0.00107
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07338-1.mata;0.0; 8e-05; 2.8e-05; 8e-06; 5e-06; 1e-06; false; 0.000214
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-1.mata;0.0; 0.007593; 0.001775; 0.000972; 5.8e-05; 8.6e-05; false; 0.01239
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-2.mata;0.0; 7.2e-05; 3e-05; 9e-06; 6e-06; 2e-06; false; 0.000235
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-3.mata;0.01; 0.006424; 0.003597; 0.00032; 2.3e-05; 2.6e-05; false; 0.011241
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07416-1.mata;0.0; 0.000282; 0.000122; 4e-05; 6e-06; 5e-06; false; 0.000595
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-1.mata;0.0; 0.008188; 0.001249; 0.000518; 3.1e-05; 3.6e-05; false; 0.010982
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-2.mata;0.0; 7e-05; 3.3e-05; 9e-06; 6e-06; 2e-06; false; 0.000232
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-3.mata;0.0; 0.00198; 0.00034; 0.000134; 1.8e-05; 3e-06; false; 0.002874
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-1.mata;0.0; 5e-05; 2.2e-05; 6e-06; 5e-06; 1e-06; false; 0.000149
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-2.mata;0.0; 0.001839; 0.000404; 0.0002; 1.8e-05; 1.6e-05; false; 0.00297
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-3.mata;0.0; 0.000754; 0.000496; 8.6e-05; 9e-06; 8e-06; false; 0.001626
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07787-1.mata;0.0; 0.000947; 0.000437; 0.000273; 2.4e-05; 2e-05; false; 0.002108
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07787-2.mata;0.0; 0.00046; 0.000686; 0.00028; 2.7e-05; 2.1e-05; false; 0.001724
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-1.mata;0.0; 0.000498; 0.000355; 0.000311; 2.3e-05; 3e-05; false; 0.001572
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-2.mata;0.0; 0.0003; 9.4e-05; 3.1e-05; 4e-06; 3e-06; false; 0.000539
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-3.mata;0.0; 0.000255; 0.000241; 0.000108; 1.4e-05; 1e-05; false; 0.000798
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-4.mata;0.01; 0.018183; 0.003301; 0.001345; 7.6e-05; 5.3e-05; false; 0.026063
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07857-1.mata;0.0; 0.000747; 0.000312; 0.000142; 1.4e-05; 1.1e-05; false; 0.00145
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07912-1.mata;0.0; 7.4e-05; 4.7e-05; 1e-05; 7e-06; 2e-06; false; 0.000239
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07912-2.mata;0.0; 0.000185; 0.000176; 8.5e-05; 1.1e-05; 9e-06; false; 0.000609
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07945-1.mata;0.0; 0.000133; 7.3e-05; 2.7e-05; 5e-06; 2e-06; false; 0.00036
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-1.mata;0.0; 0.000139; 4.9e-05; 1.6e-05; 4e-06; 2e-06; false; 0.000344
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-10.mata;0.0; 0.000209; 7.3e-05; 3.4e-05; 5e-06; 1e-06; false; 0.000468
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-11.mata;0.0; 0.000187; 7.6e-05; 2.7e-05; 5e-06; 2e-06; false; 0.000429
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-12.mata;0.0; 8.6e-05; 2.9e-05; 9e-06; 6e-06; 1e-06; false; 0.000218
