name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-compl;mata-trim;mata-intersection;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-uni;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-compl;vata-trim;vata-intersection;vata-emptiness_check;vata-emptiness_check_result;vata-overall;vata-uni;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-compl;awali-trim;awali-intersection;awali-emptiness_check;awali-emptiness_check_result;awali-overall;awali-uni;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-trim;pyfado-intersection;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyfado-union;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-intersection;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;pyautomata-lib-union;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-intersection;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;java-brics-uni;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-sim-compl;mata-sim-uni;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;automata-min-uni;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-intersection;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-automatalib-uni
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9416-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9416-*.mata;0.0;0.001615;0.006037;0.00133;0.00026900000000000003;0.00031;1.7e-05; false;0.011706;3.6e-05;0.01;0.001644;0.005984;0.00063;0.004069000000000001;0.002298;0.001079;0.000513; false;0.018207;0.00046600000000000005;0.01;0.001715;0.006161;0.0001009999999999;0.0025859999999999998;0.0025380000000000003;0.0014550000000000001;0.000486; false;0.017802;0.00031499999999999996;1.28; 0.0070; 0.0003;0.023899999999999998;0.0027;0.0032999999999999995;0.0447; 0.0006; False; 0.1426; 0.1501;0.0911;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.03;0.020368745;0.030871794;0.013207851999999999; 2.7598E-5; false; 0.069917096; 0.175338383;0.0013851789999999998;0.0;0.001059;0.004014;0.001278;8.400000000000001e-05;8.7e-05;8e-06; false;0.007733;0.000239;1.7e-05;0.95;0.0251293;0.006076;0.14552509999999996;0.0110592;0.0002206; False;0.1701795;0.2283939;0.0049023;1.28;0.041070697999999996;0.061268116;0.02223406;0.03304280500000001; 0.00638316; false; 0.14457942; 0.27837349;0.006157218
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9747-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9747-*.mata;0.0;0.000924;0.004403;0.0009119999999999999;0.000156;0.00018199999999999998;1.2e-05; false;0.007912;2.1000000000000002e-05;0.01;0.001758;0.006294;0.00067;0.004405;0.0027570000000000003;0.0012079999999999999;0.000669; false;0.020162;0.00061;0.01;0.000981;0.004527;8.7e-05;0.0018499999999999999;0.0019000000000000002;0.001029;0.000352; false;0.012806;0.000267;1.27; 0.0101; 0.0006;0.0286;0.0027999999999999995;0.0045;0.0742; 0.0011; False; 0.1601; 0.1712;0.07719999999999999;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11;0.020336209;0.047780567999999995;0.016507003; 2.9038E-5; false; 0.089371657; 0.230658888;0.001089567;0.0;0.001099;0.009457;0.002917;0.000239;0.000236;1.8e-05; false;0.016601;0.000594;4.2e-05;1.02;0.0393738;0.0089451;0.12367299999999998;0.0165752;0.0002202; False;0.1593938;0.2519883;0.0058325;1.21;0.045551334;0.04895825400000001;0.017843236;0.025863095; 0.002122716; false; 0.107195601; 0.247332417;0.001624631
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query2885-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query2885-*.mata;0.0;0.001377;0.005835;0.000715;0.00014499999999999997;0.00014499999999999997;1e-06; true;0.009735;2.2e-05;0.01;0.001327;0.005991;0.000598;0.002404;0.001937;0.000504;1e-06; true;0.01498;0.000493;0.01;0.000929;0.004527;7.700000000000001e-05;0.0014680000000000001;0.0014990000000000003;0.0009570000000000001;2e-05; true;0.011873;0.000255;1.06; 0.0067; 0.0004;0.0071;0.0012000000000000001;0.0013000000000000002;0.006; 0.0000; True; 0.0178; 0.0251;0.009000000000000001;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.0;0.018942361999999997;0.015656932999999998;0.007105805; 2.693E-5; true; 0.035223098; 0.135742081;0.0009561799999999999;0.0;0.001683;0.006322;0.001497;5.3e-05;9e-05;1e-06; true;0.011275;0.000201;3.2e-05;0.89;0.0226239;0.0080907;0.1182018;0.015057599999999999;0.0001777; True;0.1468814;0.2059122;0.0032683;1.22;0.031158391;0.063691432;0.01940308;0.023906506999999997; 0.002150038; true; 0.121370011; 0.257711878;0.001042479
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3096-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3096-*.mata;0.0;0.001476;0.006187;0.001675;0.00025;0.000289;1.3e-05; false;0.012024;3.7e-05;0.01;0.001574;0.006293;0.000674;0.004508;0.002506;0.0010110000000000002;0.000275; false;0.018987;0.000505;0.01;0.001625;0.006308;0.0001;0.002584;0.0024300000000000003;0.001399;0.000331; false;0.017676;0.000362;1.17; 0.0096; 0.0007;0.035800000000000005;0.0033;0.0040999999999999995;0.0388; 0.0006; False; 0.1084; 0.1190;0.061399999999999996;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.23;0.022796688000000002;0.037741068;0.021884665; 3.657E-5; false; 0.089837912; 0.202033191;0.0011837879999999999;0.0;0.00097;0.004331;0.0022029999999999997;0.000144;0.00018099999999999998;3e-05; false;0.009902;0.0005239999999999999;3.7e-05;0.9;0.0242060999999999;0.0063614;0.086111;0.011377;0.0002038; False;0.110568;0.1718014;0.0043558;1.23;0.030702055;0.066283513;0.02163196;0.026807052; 0.002260111; false; 0.13016603; 0.241273652;0.0021025239999999997
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3102-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3102-*.mata;0.0;0.000485;0.004061;0.000274;5.2e-05;3.9999999999999996e-05;8e-06; false;0.005715; 9e-06;0.0;0.000964;0.005968;0.000294;0.001237;0.000716;0.00023799999999999998;3.7e-05; false;0.010967; 0.000174;0.0;0.000513;0.004185;2.9e-05;0.0008269999999999999;0.0007520000000000001;0.0004890000000000001;5.9e-05; false;0.008307; 7.9e-05;1.19; 0.0085; 0.0003;0.0069;0.0010999999999999998;0.0012000000000000001;0.0044; 0.0000; False; 0.0179; 0.0269; 0.0110;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.13;0.014111453999999999;0.011089358;0.0057207199999999995; 3.4266E-5; false; 0.026160997; 0.123284282; 5.33476E-4;0.0;0.000582;0.003935;0.000397;2.1000000000000002e-05;3.1e-05;4e-06; false;0.005723;6.8e-05; 7e-06;0.91;0.0361601999999999;0.0092317999999999;0.094021;0.0147292;0.0001155; False;0.1271989;0.2171774; 0.0055636000;1.14;0.01591173;0.054962967;0.016296698;0.020788457; 0.001951906; false; 0.103757098; 0.175116311; 0.001012447
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3111-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3111-*.mata;0.0;0.001675;0.006104;0.001275;0.00020700000000000004;0.000232;1e-05; false;0.011367;3.4e-05;0.01;0.001661;0.006101;0.000564;0.003406;0.0017120000000000004;0.0007070000000000001;0.000141; false;0.016285;0.00041299999999999996;0.01;0.00169;0.006024;0.000106;0.002247;0.002076;0.001182;0.000226; false;0.016049;0.000298;1.17; 0.0075; 0.0004;0.0129;0.0018000000000000002;0.0018000000000000002;0.0162; 0.0002; False; 0.0414; 0.0495;0.0212;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.97;0.022419203999999998;0.034409313;0.008869376; 3.0805E-5; false; 0.064003442; 0.170588308;0.0010810519999999999;0.0;0.001066;0.00417;0.00119;5.4e-05;8.300000000000001e-05;5e-06; false;0.007605;0.00018600000000000002;1.7e-05;0.96;0.0408153;0.0102283999999999;0.11929880000000001;0.015485;0.0002649; False;0.1541498;0.3067919;0.0057872999999999996;1.17;0.046642171999999996;0.083061659;0.019852737999999998;0.024054331999999998; 0.002113078; false; 0.142596151; 0.321659051;0.001657001
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3113-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3113-*.mata;0.0;0.000924;0.005842;0.000593;8.900000000000001e-05;7.500000000000001e-05;1.2e-05; false;0.008869; 1.4e-05;0.0;0.000907;0.005651;0.000242;0.001537;0.00066;0.00019;5.9e-05; false;0.010481; 0.000178;0.01;0.000949;0.005783;4.8e-05;0.0015609999999999999;0.001231;0.000804;0.000119; false;0.012806; 0.000147;1.25; 0.0086; 0.0003;0.010100000000000001;0.0013000000000000002;0.0013000000000000002;0.0043; 0.0000; False; 0.0270; 0.0362; 0.0202;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.05;0.031619317;0.012655749;0.011939949; 3.518E-5; false; 0.034339513; 0.167857999; 5.88325E-4;0.0;0.001012;0.005659;0.000637;2.8e-05;5.3e-05;7e-06; false;0.008564;0.000141; 1.3e-05;1.03;0.0692682;0.0094893;0.1210212;0.0158395;0.0001475; False;0.1548156;0.2871969; 0.0055147000;1.09;0.032208201;0.062520612;0.016549869;0.029069683000000002; 0.002484868; false; 0.126058613; 0.277397992; 0.001279943
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3124-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3124-*.mata;0.0;0.00089;0.005754;0.000675;9.5e-05;7.9e-05;1e-05; false;0.008804; 2e-05;0.0;0.000927;0.005846;0.000309;0.002072;0.000654;0.000242;8.1e-05; false;0.011535; 0.000252;0.01;0.000898;0.005719;4.8e-05;0.001616;0.001229;0.000731;0.000144; false;0.012493; 0.000137;1.0; 0.0057; 0.0002;0.0066;0.0009;0.0008000000000000001;0.0026999999999999997; 0.0001; False; 0.0222; 0.0283; 0.0177;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.09;0.018888986;0.028480704000000003;0.008744556; 3.0954E-5; false; 0.053409801; 0.184877777; 0.006613714;0.0;0.001163;0.006494;0.0007880000000000001;2.3e-05;9.1e-05;5e-06; false;0.009761;0.000229; 2.6e-05;0.97;0.0365535;0.0092582;0.09466269999999999;0.0147268;9.18e-05; False;0.1272475;0.2151539; 0.0052249000;1.17;0.027893827000000003;0.096542711;0.019886343;0.023396018; 0.002450016; false; 0.152210851; 0.274353654; 0.001169089
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3133-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3133-*.mata;0.0;0.000964;0.006005;0.00066;9.900000000000001e-05;7.8e-05;1e-05; false;0.009268; 1.8e-05;0.0;0.000879;0.006086;0.000333;0.0021060000000000002;0.0007170000000000001;0.00025100000000000003;8.6e-05; false;0.012067; 0.00025;0.01;0.000976;0.005976;5.6e-05;0.001616;0.001274;0.0008489999999999999;0.000131; false;0.013214; 0.000152;1.29; 0.0078; 0.0003;0.0116;0.0014;0.0117;0.0045; 0.0001; False; 0.0915; 0.0999; 0.0736;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.07;0.0327227;0.015055138;0.005843729; 3.2738E-5; false; 0.035378973; 0.190087696; 6.5823E-4;0.0;0.000571;0.004108;0.000651;2.9999999999999997e-05;5.6e-05;7e-06; false;0.006563;0.000176; 1.5e-05;0.94;0.0564654999999999;0.0089094;0.11792930000000001;0.0160602;9.64e-05; False;0.1510918;0.2886558; 0.0053967000;1.25;0.030460809;0.08932648300000001;0.018080454;0.033959253; 0.002248768; false; 0.165819645; 0.277869093; 0.001050082
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3137-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3137-*.mata;0.0;0.000522;0.004248;0.000392;5.7999999999999994e-05;4.2999999999999995e-05;7e-06; false;0.006143; 9e-06;0.0;0.000915;0.005897;0.000276;0.001648;0.00075;0.000224;6.3e-05; false;0.011399; 0.000212;0.0;0.000919;0.005805;4.4e-05;0.00159;0.0012279999999999997;0.000773;0.000126; false;0.012736; 0.00015;1.01; 0.0055; 0.0002;0.0052;0.0007;0.0006000000000000001;0.0024; 0.0000; False; 0.0172; 0.0231; 0.0134;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.94;0.008588732;0.012511563;0.00443198; 2.9602E-5; false; 0.025603029; 0.095483292; 3.57474E-4;0.0;0.000998;0.005568;0.000622;2.7e-05;5e-05;7e-06; false;0.008435;0.00015000000000000001; 1.5e-05;0.88;0.0290851;0.0084515999999999;0.0845534;0.0118963;0.0001314; False;0.1110311;0.1836104; 0.0038383000;1.23;0.024110569000000002;0.062371537;0.018451672000000002;0.025961981999999998; 0.00230605; false; 0.11913456; 0.221495078; 0.001062817
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3143-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3143-*.mata;0.01;0.001704;0.006109;0.0013809999999999998;0.000247;0.000274;1.4e-05; false;0.012077;3.8e-05;0.01;0.001415;0.005675;0.000583;0.00373;0.0019289999999999997;0.000857;0.000227; false;0.016333;0.000464;0.01;0.001664;0.005936;0.000103;0.002312;0.0021559999999999995;0.001295;0.000328; false;0.016444;0.000329;1.18; 0.0104; 0.0006;0.0252;0.0031;0.0037;0.026699999999999998; 0.0005; False; 0.0747; 0.0860;0.0404;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.03;0.030185402;0.029703864000000003;0.009726531; 3.0956E-5; false; 0.06424712; 0.201070754;0.0010492700000000002;0.0;0.002324;0.006104;0.002102;0.000105;0.00010099999999999999;1.1e-05; false;0.012536;0.00025499999999999996;2.1e-05;0.94;0.0420665;0.0093208999999999;0.14929230000000002;0.017478200000000003;0.0002705; False;0.1984426;0.2941168;0.0062094;1.25;0.033180657;0.054566461999999996;0.021135419;0.024933685000000004; 0.002144983; false; 0.115983911; 0.248090538;0.001862489
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3146-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3146-*.mata;0.0;0.000529;0.004181;0.000408;5.9000000000000004e-05;4.5e-05;7e-06; false;0.006116; 1.1e-05;0.0;0.000907;0.005834;0.000304;0.002007;0.0007700000000000001;0.000235;8.1e-05; false;0.011805; 0.000234;0.01;0.000952;0.005837;5.4e-05;0.001675;0.0012660000000000002;0.0007830000000000001;0.000147; false;0.013026; 0.000153;1.26; 0.0090; 0.0004;0.030699999999999998;0.0016;0.0017000000000000001;0.0050999999999999995; 0.0001; False; 0.0957; 0.1054; 0.0871;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11;0.01471889;0.037297508;0.006448184; 3.7016E-5; false; 0.053680938; 0.168701717; 6.91278E-4;0.0;0.000562;0.004002;0.0005700000000000001;2.7e-05;5.4999999999999995e-05;8e-06; false;0.006239;0.00017999999999999998; 1.5e-05;0.92;0.0332658;0.0088281;0.11069489999999998;0.0146365;9.59e-05; False;0.142201;0.2138041; 0.0053208000;1.24;0.040369216;0.059467254000000004;0.020553223;0.037627970000000004; 0.002231454; false; 0.130066925; 0.287579025; 0.001130769
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3149-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3149-*.mata;0.01;0.001748;0.006487;0.0015379999999999999;0.000267;0.000293;1.6e-05; false;0.012699;4.4e-05;0.01;0.001769;0.00634;0.000667;0.004724000000000001;0.002463;0.001057;0.000375; false;0.019568;0.000508;0.01;0.001813;0.006144;9.8e-05;0.0027389999999999997;0.0025210000000000002;0.00148;0.000438; false;0.017933;0.00032799999999999995;1.33; 0.0111; 0.0005;0.030999999999999996;0.0031;0.0040999999999999995;0.0979; 0.0008; False; 0.2046; 0.2167;0.0984;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.07;0.029961556000000004;0.02967948;0.010413119; 3.6409E-5; false; 0.057277428; 0.169902678;0.001186077;0.0;0.001918;0.005033;0.002029;0.00014600000000000003;0.000126;1.6e-05; false;0.011086;0.000397;2.8000000000000003e-05;1.0;0.0367754;0.0085027;0.11440400000000002;0.0133747;0.0002315; False;0.1459583;0.2289263;0.0062778;1.24;0.053869399000000005;0.121911031;0.023186183000000003;0.03653926799999999; 0.002640031; false; 0.200995739; 0.365517616;0.0022369110000000003
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3151-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3151-*.mata;0.0;0.000892;0.005735;0.000554;8.9e-05;7.2e-05;9e-06; false;0.008641; 1.4e-05;0.0;0.000866;0.0059;0.000254;0.0015279999999999998;0.000695;0.000198;6.4e-05; false;0.011138; 0.000188;0.0;0.000522;0.004081;2.8e-05;0.000972;0.0007570000000000001;0.000506;8.2e-05; false;0.008395; 8.5e-05;1.33; 0.0118; 0.0003;0.0184;0.0014;0.002;0.0082; 0.0033; False; 0.0576; 0.0701; 0.0425;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.06;0.0247017;0.012416163000000001;0.005401316; 5.4509E-5; false; 0.027664633; 0.162919599; 6.07261E-4;0.0;0.001011;0.005689;0.000672;3.8e-05;5.2e-05;7e-06; false;0.008756;0.000198; 1.2e-05;0.99;0.0360959999999999;0.0091884;0.1477196;0.0143724;0.0001543; False;0.1790707;0.2724383; 0.0050476000;1.07;0.016343802;0.048016477;0.015954336;0.023388559; 0.002060762; false; 0.098221285; 0.216240312; 0.001150532
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3155-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3155-*.mata;0.0;0.001623;0.006333;0.001106;0.00021300000000000003;0.000268;1.1e-05; false;0.011634;3.5e-05;0.01;0.001667;0.006183;0.000629;0.003174;0.001934;0.00079;0.000219; false;0.016717;0.00048399999999999995;0.01;0.001734;0.00617;9.4e-05;0.00219;0.002188;0.0012530000000000002;0.000257; false;0.016615;0.000317;1.19; 0.0097; 0.0005;0.023399999999999997;0.0031;0.0031999999999999997;0.020499999999999997; 0.0003; False; 0.0623; 0.0729;0.0351;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.08;0.021315827000000002;0.020572944000000003;0.010287949999999999; 3.6354E-5; false; 0.062073737; 0.180641632;0.001056421;0.0;0.001854;0.00595;0.0018540000000000002;0.000111;0.000115;9e-06; false;0.011629;0.00027299999999999997;2.9e-05;0.98;0.0406902;0.0116213;0.11166680000000001;0.0150957;0.0002304; False;0.1470173;0.2427922;0.0053457999999999995;1.19;0.037906176;0.06330849;0.015401463;0.021009331; 0.001592423; false; 0.111637665; 0.257230588;0.00174002
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3156-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3156-*.mata;0.0;0.000905;0.005692;0.0006119999999999999;0.0001;8.300000000000001e-05;1e-05; false;0.008629; 1.8e-05;0.01;0.000908;0.005624;0.000294;0.001928;0.0008060000000000001;0.00023099999999999998;7.4e-05; false;0.011223; 0.000231;0.0;0.000525;0.00409;3.7e-05;0.001107;0.000846;0.000517;0.000114; false;0.008718; 0.0001;1.28; 0.0083; 0.0003;0.0116;0.0015;0.0017000000000000001;0.0050999999999999995; 0.0001; False; 0.0359; 0.0448; 0.0273;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.07;0.015385157;0.01346804;0.005391979; 3.0218E-5; false; 0.027570271; 0.139410165; 5.96339E-4;0.0;0.001003;0.005593;0.0007329999999999999;2.9e-05;5.4999999999999995e-05;7e-06; false;0.008713;0.00022399999999999997; 1.4e-05;0.95;0.0365166;0.0081521999999999;0.1641875;0.0135475;9.31e-05; False;0.1941687;0.2824911; 0.0057122000;1.16;0.032310546999999995;0.059607483;0.012816441000000001;0.028495819000000002; 0.001496169; false; 0.109424883; 0.214922215; 7.58965E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3160-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3160-*.mata;0.0;0.000924;0.005829;0.000702;9.900000000000001e-05;8.099999999999999e-05;1.1e-05; false;0.00909; 2e-05;0.0;0.000891;0.005944;0.0003109999999999;0.002042;0.0006580000000000001;0.000254;7.3e-05; false;0.011648; 0.000257;0.0;0.000551;0.004178;3.5e-05;0.001149;0.000989;0.000578;0.000129; false;0.009244; 0.000113;1.2; 0.0059; 0.0002;0.0066;0.0009;0.0011;0.0026; 0.0001; False; 0.0317; 0.0380; 0.0268;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.97;0.009783725;0.014176121;0.003950333; 2.8157E-5; false; 0.026825924; 0.1165076; 3.59998E-4;0.0;0.000809;0.007643;0.0012139999999999998;5.1000000000000006e-05;5.2000000000000004e-05;6e-06; false;0.01149;0.000278; 1.3e-05;0.83;0.0233723;0.0059577;0.1154042;0.009347;8.34e-05; False;0.1382031;0.1961582; 0.0054776000;1.15;0.021990427;0.052121544000000006;0.018477588;0.021206974; 0.002314157; false; 0.103711122; 0.205011832; 0.001123456
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3164-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3164-*.mata;0.0;0.001736;0.006149;0.0015999999999999999;0.000245;0.000312;1.6e-05; false;0.012211;3.9e-05;0.01;0.001694;0.006032;0.000658;0.004432;0.002188;0.001037;0.000359; false;0.018315;0.000495;0.01;0.00172;0.006035;9.5e-05;0.002678;0.0024470000000000004;0.001362;0.000467; false;0.017351;0.000323;1.32; 0.0071; 0.0003;0.018600000000000002;0.0023;0.0031;0.0804; 0.0008; False; 0.1331; 0.1409;0.0461;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.23;0.042533852;0.038017159;0.018535118999999996; 3.2839E-5; false; 0.076177815; 0.207364531;0.001028616;0.0;0.001145;0.004179;0.0015500000000000002;9.099999999999999e-05;0.000124;7e-06; false;0.008621;0.000326;3.2e-05;1.04;0.0568006999999999;0.0142235;0.13816820000000005;0.017023100000000003;0.0002611; False;0.183311;0.3077091;0.006096;1.31;0.054572198999999995;0.081346269;0.024060795;0.030222322; 0.002110512; false; 0.152381327; 0.312502117;0.0024192989999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3165-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3165-*.mata;0.0;0.001674;0.00621;0.001474;0.000259;0.000294;1.5e-05; false;0.011971;3.8e-05;0.01;0.00171;0.006305;0.000601;0.00446;0.002643;0.0010869999999999999;0.000531; false;0.019477;0.000512;0.01;0.001707;0.00612;9.4e-05;0.0025610000000000003;0.002449;0.0013640000000000002;0.000482; false;0.017524;0.00031999999999999997;1.4; 0.0099; 0.0006;0.0334;0.0038;0.004799999999999999;0.054900000000000004; 0.0009; False; 0.1390; 0.1498;0.0741;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.99;0.029661268000000005;0.027482628;0.010647495; 3.9118E-5; false; 0.060787596; 0.194342889;0.001075574;0.0;0.001846;0.005832;0.001996;0.000132;0.00013900000000000002;1.2e-05; false;0.011774;0.00037299999999999996;3.1e-05;0.99;0.0510953;0.0112217;0.10037259999999999;0.017761799999999998;0.0002236; False;0.1390488;0.2593753;0.0056713;1.13;0.035378699;0.061857582;0.015188331;0.0295744; 0.001506177; false; 0.117631551; 0.246602168;0.001649957
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3167-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3167-*.mata;0.01;0.001127;0.005762;0.0007930000000000001;0.000181;0.00031800000000000003;2.2e-05; false;0.009947; 2.3e-05;0.0;0.00073;0.004128;0.0003059999999999;0.001255;0.001218;0.000611;0.000475; false;0.009666; 0.000131;0.0;0.000772;0.004259;5.8e-05;0.001091;0.0013210000000000001;0.000866;0.000416; false;0.01048; 9.2e-05;1.21; 0.0089; 0.0004;0.013399999999999999;0.0014;0.0019;0.015300000000000001; 0.0003; False; 0.0547; 0.0643; 0.0355;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.13;0.029100730000000002;0.02718001;0.021583472; 5.3859E-5; false; 0.070285688; 0.216750324; 0.001097569;0.0;0.001527;0.006214;0.00114;8.2e-05;7.1e-05;5e-06; false;0.010589;0.00021; 1.3e-05;0.92;0.0393924;0.0088742;0.0933529;0.0148589;0.0001813; False;0.1249195;0.2941117; 0.0048772000;1.16;0.027436627;0.061434687999999994;0.020925266999999997;0.023723641999999996; 0.001938706; false; 0.11655914; 0.250643731; 0.001004531
