name;explicit-stats-runtime;explicit-stats-min-alph;explicit-stats-avg-alph;explicit-stats-max-alph;explicit-stats-min-states;explicit-stats-avg-states;explicit-stats-max-states;explicit-stats-min-transitions;explicit-stats-avg-transitions;explicit-stats-max-transitions;minterm-stats-runtime;minterm-stats-min-alph;minterm-stats-avg-alph;minterm-stats-max-alph;minterm-stats-min-states;minterm-stats-avg-states;minterm-stats-max-states;minterm-stats-min-transitions;minterm-stats-avg-transitions;minterm-stats-max-transitions;automata-runtime;automata-construction;automata-trim;automata-compl;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;automata-uni;mata-runtime;mata-mataparsing;mata-mataminterm;mata-compl;mata-trim;mata-intersection;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-uni;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-intersection;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-sim-uni;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-compl;mata-old-trim;mata-old-intersection;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-old-uni;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-compl;vata-trim;vata-intersection;vata-emptiness_check;vata-emptiness_check_result;vata-overall;vata-uni;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-compl;awali-trim;awali-intersection;awali-emptiness_check;awali-emptiness_check_result;awali-overall;awali-uni;mona-runtime;mona-mataparsing;mona-mataminterm;mona-compl;mona-intersection;mona-emptiness_check;mona-emptiness_check_result;mona-overall;mona-uni;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-intersection;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pymata-union;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-trim;pyfado-intersection;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyfado-union;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-intersection;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;pyautomata-lib-union;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-intersection;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-automatalib-uni;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-intersection;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;java-brics-uni
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9747-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9747-*.mata;0.5; 2; 4; 9; 10; 14; 30; 16; 17; 18;0.82; 2; 4; 9; 10; 14; 30; 16; 17; 18;0.24;0.0785581;0.0093117;0.1443952;0.0151915; 0.0002053000; False; 0.1771254000; 0.3114383000;0.0051052;0.0; 0.001996; 0.006226;0.0013479999999999998;0.000282;0.000316; 1.8e-05; false; 0.012477;4.1e-05;0.0; 0.001558; 0.005831;0.001941;0.000372;0.000138;0.000127; 1.2e-05; false; 0.011626;3.6e-05;0.0; 0.001623; 0.00585;0.001125;0.00020700000000000004;0.00024400000000000002; 1.1e-05; false; 0.010915;2.9e-05;0.01; 0.001894; 0.006575;0.0006810000000000001;0.004679;0.002473;0.001217; 0.000549; false; 0.019977;0.000583;0.01; 0.001784; 0.006639;0.00010400000000000001;0.0027809999999999996;0.002532;0.001486; 0.000327; false; 0.018317;0.000329;0.53; 0.001815; 0.006158;1e-05;4.2000000000000004e-05; 5e-06; true; 0.010224;7e-06;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.05;0.10147578700000001;0.019976891;0.033054506; 0.001987379; false; 0.067381331; 0.25564027;0.001710553;0.93;0.019822207;0.024337752;0.010939468; 3.8259E-5; false; 0.049816179; 0.160044844;0.001154075
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query2885-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query2885-*.mata;0.42; 3; 4; 9; 10; 15; 30; 16; 17; 18;0.73; 3; 4; 9; 10; 15; 30; 16; 17; 18;0.23;0.053846200000000004;0.009247900000000002;0.13025299999999998;0.014525300000000001; 0.0001637000; True; 0.1623061000; 0.2616970000;0.005214699999999999;0.0; 0.000825; 0.004818;0.000797;0.000175;0.000164; 1e-06; true; 0.008449;2.7e-05;0.0; 0.001484; 0.0058;0.001329;0.00023199999999999997;9.599999999999999e-05;5.2999999999999994e-05; 2e-06; true; 0.01038;2.1000000000000002e-05;0.0; 0.001459; 0.006479;0.000696;0.000171;0.000159; 1e-06; true; 0.010851;2.4999999999999998e-05;0.01; 0.001082; 0.00525;0.000621;0.002238;0.0018220000000000003;0.000509; 2e-06; true; 0.013377;0.000455;0.01; 0.001359; 0.005712;0.000105;0.00169;0.001739;0.001019; 2.8e-05; true; 0.014207;0.000316;0.67; 0.00157; 0.006064;1.1999999999999999e-05;4.1e-05; 5e-06; true; 0.009717;8e-06;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.21;0.118500627;0.019137031000000002;0.034301398; 0.002456636; true; 0.067369829; 0.288059474;0.001152211;1.11;0.025596911;0.016554473;0.007715134; 2.2596E-5; true; 0.036285215; 0.206491537;0.000980476
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3096-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3096-*.mata;0.52; 2; 4; 9; 10; 15; 30; 16; 17; 18;0.66; 2; 4; 9; 10; 15; 30; 16; 17; 18;0.22;0.04645440000000001;0.008726400000000002;0.1271949;0.0119214; 0.0002343000; False; 0.1564491000; 0.2466473000;0.0053345;0.0; 0.001507; 0.005558;0.001561;0.00027600000000000004;0.00022700000000000002; 1.3e-05; false; 0.011358;3.8e-05;0.0; 0.001433; 0.005781;0.0018209999999999997;0.00029600000000000004;0.000126;0.00011; 9e-06; false; 0.011148;2.7e-05;0.0; 0.001354; 0.006364;0.001318;0.000199;0.00026000000000000003; 1.2e-05; false; 0.011358;3.2e-05;0.01; 0.00085; 0.004926;0.000406;0.002663;0.0013340000000000001;0.000548; 0.000144; false; 0.012132;0.000268;0.01; 0.000886; 0.004597;0.000103;0.002578;0.0024129999999999998;0.001366; 0.000346; false; 0.015039;0.000328;0.66; 0.001648; 0.005936;9.999999999999999e-06;3.9e-05; 5e-06; true; 0.00979;7e-06;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.16;0.12566381899999998;0.020265085999999998;0.026169235; 0.002442175; false; 0.06085387; 0.288692716;0.001612389;0.87;0.016449605;0.025212607999999997;0.012251764999999998; 2.6874E-5; false; 0.052093564; 0.139792559;0.001004648
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3102-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3102-*.mata;0.47; 3; 4; 5; 10; 12; 15; 9; 14; 16;0.68; 3; 4; 5; 10; 12; 15; 9; 14; 16;0.21;0.049111100000000005;0.009082900000000001;0.0924372;0.0138057; 0.0001130000; False; 0.1233032000; 0.2127862000; 0.0052167000;0.0; 0.000541; 0.004427;0.000264;5.9e-05;4.2999999999999995e-05; 9e-06; false; 0.006285; 9e-06;0.0; 0.000891; 0.00513;0.000432;8.3e-05;3.5e-05;2.4e-05; 4e-06; false; 0.007524; 8e-06;0.0; 0.000514; 0.005206;0.000414;8.5e-05;6.9e-05; 1.5e-05; false; 0.007663; 2.6e-05;0.0; 0.000912; 0.00605;0.000267;0.001162;0.0006249999999999999;0.000208; 3.3e-05; false; 0.010523; 0.000135;0.0; 0.000758; 0.005492;3.5e-05;0.001183;0.0009410000000000001;0.000597; 6.4e-05; false; 0.011261; 0.000149;0.63; 0.000911; 0.005889;4.9999999999999996e-06;2.4999999999999998e-05; 4e-06; true; 0.008561; 3e-06;1.02; 0.0081; 0.0000;0.0006000000000000001;0.0;0.0003; 0.0000; False; 0.0013; 0.0096; 0.0002;1.1; 0.0058; 0.0002;0.0039;0.0008;0.0006000000000000001;0.0025; 0.0000; False; 0.0107; 0.0168; 0.0065;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.01;0.07286677899999999;0.015533363000000001;0.021529963; 0.002260821; false; 0.048928518; 0.189553641; 0.001103201;1.06;0.026161722000000002;0.010182775;0.005215978; 3.2443E-5; false; 0.024976257; 0.153312183; 4.74296E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3111-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3111-*.mata;0.51; 3; 5; 9; 10; 14; 30; 16; 17; 18;0.68; 3; 5; 9; 10; 14; 30; 16; 17; 18;0.22;0.0457764;0.008669800000000002;0.0988802;0.0130735; 0.0002363000; False; 0.1296679000; 0.2166886000;0.0048903;0.0; 0.001133; 0.004459;0.00066;0.000138;0.000146; 7e-06; false; 0.007965;1.9e-05;0.0; 0.00096; 0.004355;0.00127;0.000202;8.499999999999999e-05;5.9999999999999995e-05; 5e-06; false; 0.008124;1.8e-05;0.0; 0.000983; 0.004473;0.000799;0.000214;0.00014800000000000002; 7e-06; false; 0.008221;2.6000000000000002e-05;0.0; 0.000913; 0.00413;0.00037299999999999996;0.002203;0.001102;0.00047; 9e-05; false; 0.010438;0.000246;0.01; 0.001273; 0.00619;0.000113;0.002426;0.0022579999999999996;0.0013679999999999999; 0.00024; false; 0.016735;0.000328;0.68; 0.001786; 0.006098;1.1999999999999999e-05;3.9e-05; 5e-06; true; 0.010067;9e-06;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.18;0.086699683;0.018212526;0.024909044999999998; 0.002314149; false; 0.057704995; 0.212728393;0.0016577599999999999;1.11;0.018378791;0.02286806;0.007152622; 3.3142E-5; false; 0.051630804; 0.160313092;0.001069509
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3113-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3113-*.mata;0.52; 3; 4; 5; 10; 12; 15; 9; 14; 16;0.75; 3; 4; 5; 10; 12; 15; 9; 14; 16;0.22;0.047052800000000006;0.009412499999999999;0.1518092;0.0139996; 0.0001343000; False; 0.1838388000; 0.2733843000; 0.0051174000;0.0; 0.001011; 0.00557;0.000514;9.5e-05;8.3e-05; 1.3e-05; false; 0.0086; 1.7e-05;0.0; 0.000922; 0.00587;0.000611;0.00015700000000000002;7e-05;3.1e-05; 7e-06; false; 0.008878; 1.4e-05;0.0; 0.000928; 0.005558;0.000497;9.3e-05;6.9e-05; 1.2e-05; false; 0.008477; 1.6e-05;0.0; 0.00092; 0.005268;0.000174;0.001024;0.00036899999999999997;0.000114; 3.4e-05; false; 0.008796; 0.000101;0.01; 0.00095; 0.005505;4.6e-05;0.001545;0.001188;0.000761; 0.000134; false; 0.012262; 0.000154;0.55; 0.001051; 0.006109;4.9999999999999996e-06;2.4e-05; 4e-06; true; 0.008791; 4e-06;1.0; 0.0079; 0.0000;0.0007999999999999999;0.0;0.0002; 0.0000; False; 0.0013; 0.0095; 0.0001;1.18; 0.0066; 0.0003;0.0056;0.0009;0.0011;0.0038; 0.0001; False; 0.0219; 0.0289; 0.0157;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.98;0.079446338;0.017767308;0.021699388; 0.002393662; false; 0.050936314; 0.204021819; 0.001238269;1.03;0.039054778;0.012204191;0.005220838; 2.9287E-5; false; 0.026102799; 0.166689732; 6.08521E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3124-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3124-*.mata;0.48; 4; 4; 5; 10; 12; 15; 9; 14; 16;0.69; 4; 4; 5; 10; 12; 15; 9; 14; 16;0.21;0.0857714;0.008489499999999999;0.0913677;0.0104943; 0.0001439000; False; 0.1207331000; 0.2489647000; 0.0046940000;0.0; 0.000519; 0.004573;0.000388;5.9000000000000004e-05;4.6e-05; 7e-06; false; 0.006474; 1.1e-05;0.0; 0.000523; 0.004775;0.000424;0.000132;3.5000000000000004e-05;1.8e-05; 5e-06; false; 0.006694; 8e-06;0.0; 0.000913; 0.006407;0.0006169999999999999;9.5e-05;7.999999999999999e-05; 1e-05; false; 0.009607; 4.6e-05;0.0; 0.000529; 0.005425;0.00031;0.002102;0.000631;0.00023500000000000002; 7.3e-05; false; 0.010636; 0.000257;0.0; 0.000938; 0.005127;4.4999999999999996e-05;0.001058;0.000745;0.000519; 9e-05; false; 0.010097; 8.6e-05;0.59; 0.000986; 0.005722;5.999999999999999e-06;3.3e-05; 5e-06; true; 0.008298; 4e-06;1.15; 0.0072; 0.0000;0.0007999999999999999;0.0;0.0002; 0.0000; False; 0.0015; 0.0090; 0.0001;1.08; 0.0053; 0.0002;0.0066;0.0008;0.0009000000000000002;0.0026; 0.0001; False; 0.0221; 0.0278; 0.0176;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.12;0.07907606;0.017350248999999998;0.021589090000000002; 0.002419764; false; 0.052101052; 0.210169476; 0.001086252;0.98;0.012725961000000001;0.018271515;0.00594566; 3.061E-5; false; 0.056374599; 0.137748744; 0.009303222
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3133-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3133-*.mata;0.54; 4; 4; 5; 10; 12; 15; 9; 14; 16;0.72; 4; 4; 5; 10; 12; 15; 9; 14; 16;0.22;0.0484143;0.010026700000000001;0.0985153;0.015370499999999999; 0.0001138000; False; 0.1320632000; 0.2273129000; 0.0051885000;0.0; 0.001063; 0.005881;0.0006439999999999999;0.00010899999999999999;8.2e-05; 1.1e-05; false; 0.009273; 2.1e-05;0.0; 0.000935; 0.005864;0.000711;0.000202;5.6000000000000006e-05;3e-05; 6e-06; false; 0.009168; 1.5e-05;0.0; 0.000995; 0.00588;0.000621;9.8e-05;7.6e-05; 9e-06; false; 0.009544; 1.9e-05;0.0; 0.001013; 0.00583;0.000298;0.002001;0.000741;0.000252; 7.5e-05; false; 0.011935; 0.000248;0.01; 0.000999; 0.005957;5.2000000000000004e-05;0.001696;0.001274;0.0007700000000000001; 0.000143; false; 0.013086; 0.000149;0.57; 0.000527; 0.004118;4e-06;1.5e-05; 3e-06; true; 0.005598; 3e-06;1.09; 0.0052; 0.0000;0.0007;0.0;0.0002; 0.0000; False; 0.0013; 0.0067; 0.0002;1.15; 0.0060; 0.0002;0.010599999999999998;0.0014;0.0014000000000000002;0.0039; 0.0001; False; 0.0281; 0.0345; 0.0212;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11;0.10377734;0.017188857000000002;0.029239661; 0.002018831; false; 0.057453583; 0.240912748; 0.001015382;1.03;0.014120566000000001;0.015336704;0.00691869; 2.8068E-5; false; 0.031668646; 0.115236023; 6.3346E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3137-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3137-*.mata;0.51; 3; 4; 5; 10; 12; 15; 9; 14; 16;0.74; 3; 4; 5; 10; 12; 15; 9; 14; 16;0.21;0.04818;0.0091584;0.1500019;0.0149678; 0.0001330000; False; 0.1817590000; 0.2644777000; 0.0049321000;0.0; 0.001111; 0.006432;0.000583;9.2e-05;8.1e-05; 1e-05; false; 0.009722; 1.7e-05;0.0; 0.000892; 0.006379;0.000545;0.00012200000000000001;4.2999999999999995e-05;2.4e-05; 6e-06; false; 0.009308; 1.3e-05;0.0; 0.000962; 0.005821;0.00046300000000000003;9.7e-05;6.7e-05; 9e-06; false; 0.008896; 1.4e-05;0.0; 0.000964; 0.005798;0.000268;0.001539;0.000695;0.000215; 6.5e-05; false; 0.010948; 0.000179;0.0; 0.000911; 0.005394;6.7e-05;0.001446;0.00116;0.0006900000000000001; 0.000125; false; 0.011685; 0.000133;0.51; 0.000953; 0.005637;1e-05;2.5e-05; 1.6e-05; true; 0.008181; 6e-06;1.21; 0.0077; 0.0000;0.0007999999999999999;0.0;0.0002; 0.0000; False; 0.0014; 0.0094; 0.0002;1.22; 0.0053; 0.0002;0.0052;0.0007;0.0007;0.0024; 0.0001; False; 0.0175; 0.0231; 0.0135;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.13;0.09293082800000001;0.036729589;0.022842763; 0.002332403; false; 0.077177502; 0.268630201; 0.001011636;0.8;0.012198657000000002;0.015379288000000001;0.005325947; 2.2485E-5; false; 0.034586989; 0.133431811; 6.2208E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3143-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3143-*.mata;0.49; 3; 4; 9; 10; 14; 30; 16; 17; 18;0.75; 3; 4; 9; 10; 14; 30; 16; 17; 18;0.21;0.0474069;0.006508300000000001;0.144155;0.0144618; 0.0002433000; False; 0.1893954000; 0.2863303000;0.0218695;0.0; 0.001697; 0.005938;0.0007;0.000128;0.000146; 1e-05; false; 0.010044;1.9e-05;0.0; 0.000893; 0.005626;0.001909;0.000315;0.00011899999999999999;0.00011; 9e-06; false; 0.010559;2.4e-05;0.0; 0.000936; 0.005122;0.001133;0.00022000000000000003;0.000272; 1.4e-05; false; 0.009656;3.5e-05;0.01; 0.000919; 0.008307;0.0007830000000000001;0.003967;0.0019459999999999998;0.000924; 0.000254; false; 0.018998;0.000456;0.01; 0.001709; 0.007268;0.000119;0.002694;0.002516;0.0015609999999999999; 0.00038; false; 0.019215;0.000407;0.68; 0.001735; 0.005809;1.1999999999999999e-05;3.8e-05; 4e-06; true; 0.009493;8e-06;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11;0.136023571;0.023863765999999998;0.032550727; 0.0022843; false; 0.070687842; 0.30980575;0.001607014;1.13;0.035222206;0.047202592;0.00903638; 2.6828E-5; false; 0.087494737; 0.250578383;0.00550567
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3146-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3146-*.mata;0.52; 4; 4; 5; 10; 12; 15; 9; 14; 16;0.69; 4; 4; 5; 10; 12; 15; 9; 14; 16;0.21;0.0600536;0.0088782;0.0966621;0.0135995; 0.0001877000; False; 0.1275926000; 0.2251169000; 0.0046798000;0.0; 0.000863; 0.005698;0.000567;0.00011300000000000001;8.900000000000001e-05; 1.2e-05; false; 0.009176; 2.3e-05;0.0; 0.000835; 0.005612;0.0006839999999999999;0.000176;5.9999999999999995e-05;3.1e-05; 8e-06; false; 0.008873; 1.5e-05;0.0; 0.00084; 0.00575;0.000588;9.8e-05;6.9e-05; 3.4e-05; false; 0.00891; 1.8e-05;0.0; 0.000831; 0.005458;0.000308;0.001833;0.0006820000000000001;0.00021299999999999997; 7e-05; false; 0.010845; 0.00021;0.01; 0.000853; 0.005526;4.7000000000000004e-05;0.001417;0.001217;0.000767; 9.5e-05; false; 0.012171; 0.000141;0.59; 0.000947; 0.005627;6e-06;2.2e-05; 4e-06; true; 0.008094; 4e-06;0.97; 0.0055; 0.0000;0.0005;0.0;0.0002; 0.0000; False; 0.0010; 0.0066; 0.0001;1.18; 0.0090; 0.0004;0.012199999999999999;0.0018000000000000002;0.002;0.0059; 0.0001; False; 0.0421; 0.0519; 0.0321;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.06;0.094100412;0.021381114;0.021910282; 0.002073721; false; 0.058329206; 0.237389895; 0.004639686;1.04;0.012587225;0.020533294;0.006567913; 3.3701E-5; false; 0.036360485; 0.13131949; 8.16011E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3149-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3149-*.mata;0.46; 3; 5; 9; 10; 14; 30; 16; 17; 18;0.73; 3; 5; 9; 10; 14; 30; 16; 17; 18;0.19;0.0461484;0.009253099999999997;0.0826095;0.0278507; 0.0001610000; False; 0.1278623000; 0.2143737000;0.0039731;0.0; 0.001732; 0.00594;0.0014600000000000001;0.00030700000000000004;0.00027499999999999996; 1.7e-05; false; 0.011717;4.4e-05;0.0; 0.001791; 0.005919;0.001994;0.00035499999999999996;0.000149;0.000171; 1e-05; false; 0.012209;3.3e-05;0.0; 0.001685; 0.005589;0.000957;0.00016300000000000003;0.000158; 9e-06; false; 0.009889;3.3e-05;0.01; 0.001796; 0.006396;0.000687;0.00481;0.002358;0.001057; 0.000354; false; 0.019481;0.000602;0.01; 0.001686; 0.005702;9.7e-05;0.002588;0.0024649999999999997;0.001398; 0.000442; false; 0.016936;0.00030900000000000003;0.69; 0.001797; 0.006121;1.4999999999999999e-05;4.6e-05; 6e-06; true; 0.010302;1.1e-05;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.0;0.074415138;0.015417278;0.023405618; 0.002322429; false; 0.050552567; 0.242594213;0.001670091;1.23;0.020582163;0.032958344;0.01004345; 4.1167E-5; false; 0.055784671; 0.221045917;0.00111895
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3151-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3151-*.mata;0.53; 3; 4; 5; 10; 12; 15; 9; 14; 16;0.72; 3; 4; 5; 10; 12; 15; 9; 14; 16;0.14;0.0289045;0.0054862;0.0573414;0.008015699999999999; 0.0000706000; False; 0.0756428000; 0.1306193000; 0.0030016000;0.0; 0.000903; 0.005413;0.00044799999999999994;7.8e-05;5.9999999999999995e-05; 1e-05; false; 0.008076; 1.4e-05;0.0; 0.000888; 0.005431;0.000582;0.000152;5.1e-05;5e-05; 7e-06; false; 0.008219; 1.3e-05;0.0; 0.000552; 0.00435;0.000317;6.1e-05;4.4e-05; 6e-06; false; 0.006273; 1e-05;0.0; 0.000521; 0.004126;0.000178;0.000964;0.00036199999999999996;0.000112; 3.1e-05; false; 0.007132; 0.000101;0.01; 0.000857; 0.005523;3.8e-05;0.001394;0.001064;0.000687; 0.00012; false; 0.011599; 0.000124;0.58; 0.000553; 0.004024;4e-06;1.4e-05; 3e-06; true; 0.005556; 2e-06;1.16; 0.0078; 0.0000;0.0007999999999999999;0.0;0.0002; 0.0000; False; 0.0013; 0.0095; 0.0001;1.23; 0.0080; 0.0003;0.0098;0.0013000000000000002;0.0014000000000000002;0.0045; 0.0001; False; 0.0319; 0.0404; 0.0245;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.1;0.082595582;0.016433759;0.019389681; 0.003416157; false; 0.053338157; 0.210998696; 7.9309E-4;1.13;0.013496351;0.015958066;0.005361806; 3.0272E-5; false; 0.054271493; 0.154603412; 6.16581E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3155-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3155-*.mata;0.33; 3; 4; 9; 10; 14; 30; 16; 17; 18;0.78; 3; 4; 9; 10; 14; 30; 16; 17; 18;0.21;0.0458449;0.0067945;0.13009320000000002;0.012295300000000002; 0.0001463000; False; 0.1551395000; 0.2361225000;0.0035608;0.0; 0.001603; 0.006137;0.001026;0.00021000000000000004;0.000236; 1.1e-05; false; 0.01134;3.4e-05;0.0; 0.001058; 0.005406;0.001936;0.000276;0.00012099999999999999;0.000117; 9e-06; false; 0.010689;2.8e-05;0.0; 0.00161; 0.005816;0.000599;0.000123;0.000135; 6e-06; false; 0.00952;1.9999999999999998e-05;0.01; 0.000917; 0.004499;0.000373;0.0021409999999999997;0.001559;0.000596; 0.000174; false; 0.01183;0.000454;0.01; 0.001748; 0.005959;0.00010100000000000002;0.002224;0.0022470000000000003;0.001347; 0.000281; false; 0.016681;0.000326;0.5; 0.00179; 0.006058;1.1e-05;3.5000000000000004e-05; 6e-06; true; 0.009971;8e-06;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.17;0.090943155;0.04284915400000001;0.034942430999999996; 0.00206633; false; 0.092024224; 0.264010153;0.003381274;1.14;0.02623115;0.020998224;0.008458161; 3.7524E-5; false; 0.04297173; 0.200070028;0.000979428
