name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;mona-intersection;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.11;0.044210799999999995;0.0056113; 0.0083031000; 0.0001661000; True; 0.0166362000; 0.1204061000;0.0; 0.001347; 0.006066; 2.8e-05; 8e-06; 2e-06; true; 0.008845;0.0; 0.001039; 0.005567; 7.9e-05; 1.3e-05; 7e-06; 1e-06; true; 0.007561;0.0; 0.0008; 0.005646; 1.1e-05; 6e-06; 1e-06; true; 0.007641;0.0; 0.001133; 0.004646;0.000296; 2.7e-05; 1.3e-05; 1e-06; true; 0.007182;0.0; 0.000782; 0.004194;2.4999999999999998e-05; 0.000499; 0.00044; 3.4e-05; true; 0.007712;0.38; 0.001619; 0.005948; 4.3e-05; 5e-06; true; 0.009819;1.04; 0.0086; 0.0000; 0.0001; 0.0003; 0.0000; True; 0.0005; 0.0093;0.89; 0.0085; 0.0002; 0.0006; 0.0001; 0.0000; True; 0.0007; 0.0096;0.93; 0.0069; 0.0003; 0.0003; 0.0005; 0.0006; True; 0.0009; 0.0082;0.88;0.072328399; 0.015690535; 0.001970453; true; 0.02181819; 0.162396452;0.89;0.008972357; 0.001643384; 2.4618E-5; true; 0.006757218; 0.077374966
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;TO;0.0800369;2.5918142;53.5706652;MISSING;MISSING;MISSING;MISSING;TO; 0.137292; 0.034478;25.524630000000002;10.377342;MISSING;MISSING;MISSING;TO; 0.103995; 0.035532;6.7771930000000005;31.921242;13.245944999999999;MISSING;MISSING;MISSING;TO; 0.117759; 0.037723;24.89465;10.077804;MISSING;MISSING;MISSING;TO; 0.089077; 0.041233;0.009153999999999999;21.982903;28.484264000000003;MISSING;MISSING;MISSING;TO; 0.076561; 0.029176;0.00233;18.313312000000003;34.733603;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.2985194419999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.075453657;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;TO;0.13123010000000002;2.7199636;56.485321400000004;MISSING;MISSING;MISSING;MISSING;TO; 0.193729; 0.048486;31.287098;10.772756000000001;MISSING;MISSING;MISSING;TO; 0.128428; 0.030615;7.855619;36.847113;6.950811;MISSING;MISSING;MISSING;TO; 0.103115; 0.031165;29.180014;10.020795;MISSING;MISSING;MISSING;TO; 0.086749; 0.030347;0.009041999999999998;24.904958;29.237439000000002;MISSING;MISSING;MISSING;TO; 0.104213; 0.034956;0.0015930000000000002;20.207862;36.097316;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.332323876;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.07809924299999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;TO;0.13860769999999997;2.0573339;30.0065558;MISSING;MISSING;MISSING;MISSING;TO; 0.186078; 0.055376;31.296022;13.740983;MISSING;MISSING;MISSING;TO; 0.175828; 0.0444;8.59976;38.11813600000001;7.748277;MISSING;MISSING;MISSING;TO; 0.163069; 0.053467;29.188755999999998;12.064253;MISSING;MISSING;MISSING;TO; 0.125693; 0.035814;0.010699;27.064262;32.208003000000005;MISSING;MISSING;MISSING;TO; 0.098579; 0.035728;0.0017280000000000004;21.509228;20.83251;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.320466061;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.07942592999999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;TO;0.08575540000000002;2.2201534;33.733540500000004;MISSING;MISSING;MISSING;MISSING;TO; 0.202443; 0.043741;32.779943;13.770304;MISSING;MISSING;MISSING;TO; 0.109715; 0.039922;8.785961;38.913073;7.881099;MISSING;MISSING;MISSING;TO; 0.109858; 0.03726;30.684063;13.486364;MISSING;MISSING;MISSING;TO; 0.104298; 0.03586;0.010935999999999998;27.992135;17.924811;MISSING;MISSING;MISSING;TO; 0.111991; 0.039411;0.0020249999999999995;23.009478;22.181995999999998;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.38396101299999996;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.074524017;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;TO;0.14826069999999997;2.0730787;36.0338135;MISSING;MISSING;MISSING;MISSING;TO; 0.18321; 0.062715;35.363968;15.618877;MISSING;MISSING;MISSING;TO; 0.221862; 0.064463;9.585955;20.772072;8.198783;MISSING;MISSING;MISSING;TO; 0.148362; 0.04603;32.419377;13.880892;MISSING;MISSING;MISSING;TO; 0.149413; 0.042464;0.012572000000000003;29.54977;18.420979;MISSING;MISSING;MISSING;TO; 0.21325; 0.0456;0.0019480000000000003;24.428227;23.905599000000002;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.37179061299999994;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.081008762;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;TO;0.1596995;1.9414636;41.2608278;MISSING;MISSING;MISSING;MISSING;TO; 0.240582; 0.08702;41.255221;15.466979;MISSING;MISSING;MISSING;TO; 0.127191; 0.049271;9.35825;22.652793000000003;7.933495;MISSING;MISSING;MISSING;TO; 0.150413; 0.059993;35.139691;14.214458;MISSING;MISSING;MISSING;TO; 0.179398; 0.041934;0.012957999999999997;30.229877000000002;19.330652;MISSING;MISSING;MISSING;TO; 0.140811; 0.043533;0.0022749999999999997;26.679983;24.313713;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.313294884;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.09288768699999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO;0.26319580000000004;2.7687159;37.768034400000005;MISSING;MISSING;MISSING;MISSING;TO; 0.174024; 0.049653;39.161148999999995;16.259178000000002;MISSING;MISSING;MISSING;TO; 0.269442; 0.076784;11.173839000000001;21.110179000000002;8.032738;MISSING;MISSING;MISSING;TO; 0.143611; 0.048488;36.890907999999996;15.80629;MISSING;MISSING;MISSING;TO; 0.143753; 0.047023;0.014740999999999997;31.354194;20.64161;MISSING;MISSING;MISSING;TO; 0.152815; 0.046382;0.0023979999999999995;28.201349;26.13562;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.385438079;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.15136039599999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO;0.1013799;2.2925616;43.9517987;MISSING;MISSING;MISSING;MISSING;TO; 0.192496; 0.064507;41.977902;16.4957;MISSING;MISSING;MISSING;TO; 0.193873; 0.05458;10.977013;22.855173;8.959280999999999;MISSING;MISSING;MISSING;TO; 0.1653; 0.052529;39.686452;16.025143;MISSING;MISSING;MISSING;TO; 0.167538; 0.055391;0.015621;32.92075;21.642969;MISSING;MISSING;MISSING;TO; 0.156576; 0.052813;0.004321;29.727284;27.743324;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.354388683;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.11071046699999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO;0.17357899999999996;1.8769578;46.996497000000005;MISSING;MISSING;MISSING;MISSING;TO; 0.318442; 0.085154;45.36275499999999;8.927208;MISSING;MISSING;MISSING;TO; 0.20894; 0.05759;11.002375;25.227796;9.815487999999998;MISSING;MISSING;MISSING;TO; 0.223006; 0.062281;41.140550000000005;16.941679999999998;MISSING;MISSING;MISSING;TO; 0.159671; 0.059937;0.016985;35.876657;22.329041;MISSING;MISSING;MISSING;TO; 0.165903; 0.059042;0.0027280000000000004;15.148686;29.487219;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.4516813780000001;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.104183888;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO;0.20069060000000005;1.8589405;49.481017699999995;MISSING;MISSING;MISSING;MISSING;TO; 0.343532; 0.086225;23.714084999999997;10.071597;MISSING;MISSING;MISSING;TO; 0.295624; 0.071208;12.038948999999999;26.420255;10.586395;MISSING;MISSING;MISSING;TO; 0.178668; 0.063785;44.313962000000004;9.129756;MISSING;MISSING;MISSING;TO; 0.184037; 0.061726;0.017908000000000004;19.53828;22.747732;MISSING;MISSING;MISSING;TO; 0.173352; 0.060898;0.0030610000000000004;15.682303;29.921183;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.46070673599999995;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.112061517;MISSING;MISSING;MISSING;MISSING;MISSING
