name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;0.66; 0.502105; 0.143314;0.0031710000000000006;0.019146999999999997; 0.000599; false; 0.708289
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.01; 0.005084; 0.006403;4.0999999999999994e-05;4.1e-05; 1.3e-05; false; 0.012727
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;0.57; 0.389737; 0.159907;0.004411;0.023437999999999997; 0.000715; false; 0.618561
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;0.77; 0.644958; 0.135905;0.002821;0.019788; 0.000819; false; 0.834525
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;0.9; 0.599019; 0.261713;0.005502999999999999;0.04464900000000001; 0.001346; false; 0.963253
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;1.08; 0.722289; 0.28658;0.005908000000000001;0.06604800000000001; 0.001662; false; 1.14098
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;1.04; 0.775955; 0.248212;0.004533999999999999;0.04355800000000001; 0.001193; false; 1.1176
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;0.96; 0.730508; 0.194826;0.0037639999999999987;0.04464599999999999; 0.001948; false; 1.01794
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;0.78; 0.557547; 0.201253;0.0034349999999999997;0.03743099999999999; 0.001623; false; 0.843248
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;0.97; 0.750501; 0.195054;0.003602;0.036222000000000004; 0.001493; false; 1.02738
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;1.31; 0.950874; 0.314858;0.0066659999999999974;0.067923; 0.001658; false; 1.404
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;0.85; 0.616615; 0.219428;0.005611999999999998;0.042199999999999994; 0.00117; false; 0.91457
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.01; 0.008023; 0.006913;6.500000000000001e-05;7.7e-05; 2e-05; false; 0.01656
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;1.6; 1.1018; 0.405228;0.007547;0.107198; 0.002301; false; 1.70052
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;1.31; 1.05402; 0.222785;0.004252999999999999;0.045076; 0.001456; false; 1.38655
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;1.58; 1.15168; 0.377488;0.006274000000000001;0.06793500000000001; 0.001355; false; 1.6771
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;1.23; 0.794492; 0.389635;0.004617;0.059037; 0.001358; false; 1.3042
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;1.34; 0.837193; 0.388332;0.008389999999999998;0.109616; 0.002156; false; 1.42404
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;1.46; 1.05611; 0.308572;0.008706;0.112004; 0.002289; false; 1.54704
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;1.87; 1.29335; 0.456247;0.009077999999999996;0.13509200000000002; 0.002411; false; 1.98281
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;1.69; 1.02491; 0.513364;0.009335;0.15573900000000004; 0.002508; false; 1.79831
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;1.76; 1.23603; 0.440252;0.008444000000000002;0.144808; 0.002142; false; 1.88168
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;1.7; 1.25054; 0.349726;0.007576;0.13047599999999998; 0.002871; false; 1.79028
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.0; 0.006756; 0.005637;5.7e-05;7.4e-05; 1.9e-05; false; 0.013806
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;1.77; 1.20105; 0.512278;0.005881999999999999;0.10990900000000002; 0.002811; false; 1.88085
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.02; 0.015249; 0.009242;0.000112;0.00017099999999999998; 3.7e-05; false; 0.026727
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.02; 0.021357; 0.009928;0.00017499999999999997;0.00030900000000000003; 4.7e-05; false; 0.034237
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.03; 0.026536; 0.011075;0.00023400000000000005;0.000381; 5.7e-05; false; 0.041107
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;0.06; 0.017288; 0.032941;0.0021880000000000003;0.001787; 0.000632; false; 0.069401
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;0.06; 0.019869; 0.037414;0.002517;0.002142; 0.000492; false; 0.079442
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;0.08; 0.02341; 0.045221;0.0033569999999999997;0.002984; 0.000644; false; 0.096088
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;0.11; 0.026167; 0.054537;0.004092;0.004353; 0.000781; false; 0.114729
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;0.13; 0.031201; 0.065002;0.004824999999999999;0.007904; 0.001117; false; 0.139559
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;0.16; 0.040606; 0.081029;0.005645000000000001;0.010363; 0.001508; false; 0.174073
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;0.14; 0.036526; 0.074562;0.006966;0.01022; 0.001462; false; 0.165006
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;0.2; 0.03932; 0.101861;0.007808000000000001;0.014339; 0.001926; false; 0.220278
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;0.19; 0.046014; 0.10571;0.004932000000000001;0.010503; 0.001826; false; 0.205046
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;0.26; 0.040781; 0.141022;0.010702;0.024842999999999997; 0.002495; false; 0.289292
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-2-*.mata;0.0; 0.001362; 0.006581; 6.4e-05; 4.8e-05; 2.8e-05; false; 0.009458
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-20-*.mata;0.29; 0.062368; 0.145461;0.006979000000000002;0.021307000000000003; 0.002541; false; 0.306142
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-21-*.mata;0.27; 0.070452; 0.121188;0.008936999999999999;0.028669999999999998; 0.002728; false; 0.285781
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-*.mata;0.43; 0.074726; 0.190374;0.017211;0.058597; 0.004827; false; 0.453822
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-*.mata;0.41; 0.047179; 0.168074;0.019569;0.069319; 0.005164; false; 0.431387
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-*.mata;0.33; 0.072439; 0.148697;0.011221;0.041816; 0.003112; false; 0.35385
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-*.mata;0.57; 0.097323; 0.256455;0.027671;0.070647; 0.005228; false; 0.600241
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-*.mata;0.47; 0.106303; 0.23788;0.015503;0.053515; 0.004427; false; 0.506046
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-*.mata;0.49; 0.114992; 0.229983;0.017173;0.063054; 0.005699; false; 0.528519
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-*.mata;0.59; 0.120068; 0.271721;0.020283;0.08685999999999999; 0.007142; false; 0.619639
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-*.mata;0.78; 0.132636; 0.422038;0.037114999999999995;0.09528900000000001; 0.006164; false; 0.831142
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-*.mata;0.0; 0.002604; 0.005114;0.00016199999999999998;0.000108; 1.8e-05; false; 0.009565
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-*.mata;0.86; 0.078251; 0.433109;0.044847000000000005;0.14218200000000003; 0.007547; false; 0.894232
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-31-*.mata;0.92; 0.151298; 0.518464;0.02532;0.10483200000000002; 0.006799; false; 0.968507
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-32-*.mata;0.93; 0.169587; 0.501238;0.028624;0.12262100000000002; 0.008224; false; 0.993767
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-33-*.mata;1.1; 0.163651; 0.501207;0.055685;0.173391; 0.0105; false; 1.14107
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-34-*.mata;1.38; 0.172051; 0.605021;0.06383200000000001;0.21525999999999998; 0.011589; false; 1.42263
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-35-*.mata;1.25; 0.210575; 0.500251;0.067714;0.234183; 0.01039; false; 1.31671
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-36-*.mata;1.21; 0.240091; 0.45707;0.042312;0.21109299999999998; 0.013411; false; 1.25028
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-37-*.mata;1.8; 0.22923; 0.747815;0.08503100000000002;0.336435; 0.014752; false; 1.87479
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-38-*.mata;1.67; 0.251881; 0.772083;0.06716799999999999;0.32597; 0.016857; false; 1.72924
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-39-*.mata;1.43; 0.148144; 0.604386;0.07351600000000001;0.34082599999999996; 0.011262; false; 1.48501
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-4-*.mata;0.01; 0.004531; 0.010237;0.000306;0.00019899999999999999; 0.000113; false; 0.018932
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-40-*.mata;2.03; 0.245276; 0.769259;0.10121600000000001;0.38582600000000006; 0.020475; false; 2.07054
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-41-*.mata;2.32; 0.2713; 0.9624;0.110799;0.4175469999999999; 0.01609; false; 2.38103
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-42-*.mata;1.92; 0.300175; 0.867873;0.06448399999999999;0.347984; 0.015486; false; 1.98241
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-43-*.mata;1.9; 0.212934; 0.761094;0.10962699999999997;0.403974; 0.019625; false; 1.94065
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-44-*.mata;2.18; 0.321208; 1.11414;0.070248;0.34422899999999995; 0.015638; false; 2.28512
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-45-*.mata;3.07; 0.358596; 1.4434;0.13645599999999997;0.47563500000000003; 0.021796; false; 3.18304
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-*.mata;2.98; 0.300818; 1.26173;0.12618;0.5336529999999999; 0.020271; false; 3.06098
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-*.mata;2.81; 0.391345; 1.34096;0.11238399999999998;0.5173530000000001; 0.02146; false; 2.91584
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-*.mata;3.02; 0.382613; 1.18657;0.148838;0.6356060000000002; 0.024702; false; 3.12878
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-*.mata;3.29; 0.445022; 1.18745;0.16486999999999996;0.6193280000000001; 0.023046; false; 3.39947
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-*.mata;0.01; 0.00305; 0.007031;0.000239;0.000161; 7.2e-05; false; 0.012953
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-*.mata;3.42; 0.405708; 1.6393;0.143811;0.69173; 0.028031; false; 3.55644
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-*.mata;3.12; 0.487835; 1.31428;0.11666499999999998;0.6164080000000001; 0.02728; false; 3.24514
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-52-*.mata;4.48; 0.495761; 1.9422;0.21387000000000003;0.971933; 0.037695; false; 4.59313
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-53-*.mata;4.99; 0.510575; 2.19141;0.20716100000000007;1.030696; 0.026709; false; 5.21101
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-54-*.mata;4.47; 0.528453; 2.00065;0.20909599999999995;1.021169; 0.030773; false; 4.59183
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-55-*.mata;4.07; 0.353251; 1.58055;0.19248200000000004;1.0972019999999998; 0.032446; false; 4.14535
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-56-*.mata;5.31; 0.567477; 2.18635;0.256937;1.0656059999999998; 0.038024; false; 5.45041
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-57-*.mata;4.98; 0.556061; 2.38829;0.179652;0.938195; 0.028887; false; 5.1623
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-58-*.mata;5.95; 0.590258; 2.55655;0.287517;1.397732; 0.060814; false; 6.15604
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-59-*.mata;5.41; 0.509134; 2.10849;0.18626500000000007;1.170078; 0.059646; false; 5.50147
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-6-*.mata;0.02; 0.007313; 0.014975;0.000773;0.00048800000000000004; 0.000162; false; 0.029418
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-60-*.mata;6.0; 0.522878; 2.44606;0.2723819999999999;1.4454550000000002; 0.044123; false; 6.1749
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-7-*.mata;0.01; 0.005195; 0.010557;0.000817;0.0006100000000000001; 0.000133; false; 0.021886
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-8-*.mata;0.02; 0.006524; 0.013279;0.0010940000000000001;0.0008049999999999999; 0.000176; false; 0.02734
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-9-*.mata;0.04; 0.01421; 0.027711;0.0016630000000000002;0.0012330000000000002; 0.000534; false; 0.057969
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-10-*.mata;0.07; 0.023261; 0.038371;0.002355;0.002546; 0.001164; false; 0.083824
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-11-*.mata;0.08; 0.028063; 0.044425;0.0030459999999999997;0.002541; 0.000631; false; 0.098582
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-12-*.mata;0.12; 0.032772; 0.056274;0.004126;0.007788; 0.001247; false; 0.131718
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-13-*.mata;0.13; 0.039592; 0.07066;0.004475999999999999;0.0057680000000000006; 0.001169; false; 0.151873
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-14-*.mata;0.16; 0.050684; 0.075724;0.005345000000000001;0.010522; 0.001897; false; 0.178375
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-15-*.mata;0.19; 0.0541; 0.097534;0.006920000000000001;0.014537; 0.001914; false; 0.216166
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-16-*.mata;0.23; 0.05988; 0.111245;0.00784;0.017651; 0.002425; false; 0.247309
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-17-*.mata;0.29; 0.068895; 0.133799;0.009458;0.025026; 0.002066; false; 0.304133
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-18-*.mata;0.31; 0.075251; 0.152235;0.010631;0.026256999999999996; 0.002703; false; 0.339516
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-19-*.mata;0.35; 0.084134; 0.172837;0.011249999999999998;0.025075; 0.002505; false; 0.375275
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-2-*.mata;0.0; 0.00138; 0.007129; 8.3e-05; 3.3e-05; 3.7e-05; false; 0.010247
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-20-*.mata;0.37; 0.076421; 0.169299;0.013037;0.033505; 0.003246; false; 0.381152
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-21-*.mata;0.4; 0.092416; 0.193638;0.014509999999999999;0.03534500000000001; 0.002612; false; 0.432545
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-22-*.mata;0.26; 0.054947; 0.124557;0.009790000000000002;0.031727; 0.003009; false; 0.285955
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-23-*.mata;0.51; 0.0929; 0.236382;0.019527;0.061867000000000005; 0.005741; false; 0.539511
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-24-*.mata;0.62; 0.129859; 0.273116;0.02462;0.07022700000000001; 0.004377; false; 0.65302
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-25-*.mata;0.41; 0.073539; 0.17499;0.015704000000000003;0.060697; 0.005844; false; 0.421922
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-26-*.mata;0.79; 0.151242; 0.33108;0.031229999999999994;0.12110499999999999; 0.007604; false; 0.815918
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-27-*.mata;0.81; 0.09772; 0.364424;0.037547;0.139617; 0.009159; false; 0.841361
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-28-*.mata;0.88; 0.197928; 0.455349;0.022112000000000003;0.09716200000000001; 0.006008; false; 0.936813
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-29-*.mata;1.11; 0.20497; 0.455488;0.044651;0.19206399999999998; 0.012021; false; 1.15464
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-3-*.mata;0.01; 0.002764; 0.008562;0.000194;9.400000000000001e-05; 5.8e-05; false; 0.014305
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-30-*.mata;1.2; 0.217596; 0.50293;0.04960999999999999;0.19506600000000002; 0.00581; false; 1.25176
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-31-*.mata;0.9; 0.148571; 0.350569;0.034229;0.178752; 0.01161; false; 0.918726
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-32-*.mata;0.89; 0.187053; 0.353233;0.03570299999999999;0.153797; 0.008005; false; 0.925546
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-33-*.mata;0.98; 0.193075; 0.398279;0.03351199999999999;0.142692; 0.010012; false; 1.01987
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-34-*.mata;1.52; 0.249378; 0.653453;0.06813899999999999;0.23529; 0.012506; false; 1.58636
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-35-*.mata;1.66; 0.274036; 0.738363;0.07124400000000002;0.23919700000000002; 0.011927; false; 1.74548
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-36-*.mata;1.44; 0.301602; 0.703219;0.042397;0.201149; 0.011966; false; 1.51759
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-37-*.mata;1.49; 0.348718; 0.692361;0.047161000000000015;0.205424; 0.009873; false; 1.56838
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-38-*.mata;1.77; 0.238332; 0.640671;0.093197;0.314382; 0.013699; false; 1.80522
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-39-*.mata;2.14; 0.371388; 0.856801;0.098558;0.33966999999999997; 0.018247; false; 2.22581
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-4-*.mata;0.01; 0.00245; 0.007328;0.00019700000000000002;0.00010899999999999999; 5.7e-05; false; 0.012098
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-40-*.mata;1.77; 0.280819; 0.630478;0.09943500000000001;0.3743870000000001; 0.016478; false; 1.83097
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-41-*.mata;2.04; 0.409348; 0.929601;0.067215;0.31168300000000004; 0.015857; false; 2.12101
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-42-*.mata;2.47; 0.467242; 1.15175;0.06456499999999998;0.316036; 0.017483; false; 2.56672
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-43-*.mata;2.0; 0.266008; 0.892801;0.069781;0.339923; 0.017254; false; 2.06781
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-44-*.mata;2.48; 0.525131; 1.24307;0.07124999999999998;0.34008600000000005; 0.015987; false; 2.60299
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-45-*.mata;3.33; 0.412616; 1.43255;0.14831999999999998;0.591544; 0.0286; false; 3.41652
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-46-*.mata;3.61; 0.538575; 1.54292;0.16110700000000006;0.6829859999999999; 0.017608; false; 3.75139
