name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;mona-intersection;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO;0.17785550000000003;1.5613922;58.0774961;MISSING;MISSING;MISSING;MISSING;TO; 0.188572; 0.054999;24.188796000000004;9.926318;MISSING;MISSING;MISSING;TO; 0.297067; 0.087503;0.026402000000000002;21.904760000000003;25.278067999999998;MISSING;MISSING;MISSING;TO; 0.252134; 0.073392;0.003176;15.155052999999999;28.184799;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7036996959999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.10300333000000003;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO;0.17787440000000002;1.8245041999999998;30.6920651;MISSING;MISSING;MISSING;MISSING;TO; 0.302478; 0.109001;23.879206;8.899064000000001;MISSING;MISSING;MISSING;TO; 0.208974; 0.076161;0.024695999999999996;20.836618;24.935464;MISSING;MISSING;MISSING;TO; 0.28674; 0.092298;0.004180999999999999;17.019081;34.726495;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.6218234119999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.12522105500000003;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO;0.3220505;1.9113972;56.3828854;MISSING;MISSING;MISSING;MISSING;TO; 0.246039; 0.067316;25.803648;10.766841;MISSING;MISSING;MISSING;TO; 0.297972; 0.097226;0.02302;23.264454;25.597656999999998;MISSING;MISSING;MISSING;TO; 0.349107; 0.09549;0.004047000000000001;19.779007999999997;36.873358999999994;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7349646519999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.17662304999999992;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO;0.2497981;1.8900775;33.2446952;MISSING;MISSING;MISSING;MISSING;TO; 0.313849; 0.120701;28.881328;11.759810000000002;MISSING;MISSING;MISSING;TO; 0.357288; 0.115131;0.033197000000000004;22.873903;24.820874;MISSING;MISSING;MISSING;TO; 0.33951; 0.10067;0.004805;21.221284;20.957706;MISSING;MISSING;MISSING;TO; 0.515855; 0.14055;51.28636;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7366545419999998;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.19175990599999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.12;0.049937499999999996;0.0092055;0.0506138; 0.0002946000; True; 0.0749589000; 0.1683692000;0.0; 0.002921; 0.006133;6.1000000000000005e-05;2.8e-05; 1e-06; true; 0.010404;0.0; 0.002823; 0.00593;0.000348;8.8e-05;6.7e-05; 2e-06; true; 0.010307;0.01; 0.002846; 0.005915;5.7e-05;0.000692;0.000624; 9.4e-05; true; 0.012133;0.48; 0.003574; 0.006051;0.000196; 5e-06; true; 0.013415;1.27; 0.0131; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.0138;1.04; 0.0071; 0.0002; 0.0025; 0.0002; 0.0000; True; 0.0028; 0.0103;1.16; 0.0121; 0.0009; 0.0013; 0.0009; 0.0010; True; 0.0024; 0.0157;1.11;0.08921959400000001; 0.028177085; 0.003142776; true; 0.037918819; 0.23118774;0.96;0.013006447; 0.003386951; 2.068E-5; true; 0.009390442; 0.098531598
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;TO;0.1834192;1.7765482;35.059926000000004;MISSING;MISSING;MISSING;MISSING;TO; 0.354367; 0.158742;30.970969999999998;11.728736999999999;MISSING;MISSING;MISSING;TO; 0.367928; 0.125473;0.03659799999999999;24.731853;27.554128;MISSING;MISSING;MISSING;TO; 0.409534; 0.170204;0.005032999999999999;20.886786999999998;34.884153;MISSING;MISSING;MISSING;TO; 0.505811; 0.141461;25.59039;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.61862171;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.21027425699999994;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;TO;0.1426484;2.0926967999999997;36.5563561;MISSING;MISSING;MISSING;MISSING;TO; 0.403023; 0.144116;33.477865;10.599391;MISSING;MISSING;MISSING;TO; 0.359877; 0.109075;0.032444;24.983506;27.130024;MISSING;MISSING;MISSING;TO; 0.404292; 0.131325;0.0046949999999999995;22.734903000000003;21.533285;MISSING;MISSING;MISSING;TO; 0.58283; 0.147687;33.717636;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7017547649999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.302391026;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;TO;0.27058030000000005;1.7480954;36.4797733;MISSING;MISSING;MISSING;MISSING;TO; 0.443314; 0.144414;32.638896;13.103470999999999;MISSING;MISSING;MISSING;TO; 0.397787; 0.125483;0.04000300000000001;23.862184;26.888993;MISSING;MISSING;MISSING;TO; 0.444662; 0.162803;0.005688;19.762832000000003;19.243071999999998;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7978142529999998;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.194351522;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;TO;0.28769279999999997;1.8262454;41.3014732;MISSING;MISSING;MISSING;MISSING;TO; 0.456584; 0.133172;35.013238;11.992920000000002;MISSING;MISSING;MISSING;TO; 0.491328; 0.144074;0.042566999999999994;28.375937999999998;15.173991000000001;MISSING;MISSING;MISSING;TO; 0.432459; 0.142153;0.005875999999999998;23.891592000000003;24.010272999999998;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.713638211;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.164165694;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;TO;0.2707023;1.7992197;36.479079999999996;MISSING;MISSING;MISSING;MISSING;TO; 0.45055; 0.207023;38.222302;11.470982;MISSING;MISSING;MISSING;TO; 0.359628; 0.190432;0.028864000000000004;31.125311000000004;16.391911999999998;MISSING;MISSING;MISSING;TO; 0.435235; 0.158172;0.0053820000000000005;24.341359;22.096321000000003;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.074652103;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.18098547499999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;TO;0.2689791000000001;2.4916741;45.3736974;MISSING;MISSING;MISSING;MISSING;TO; 0.554299; 0.20053;35.460114000000004;12.293142;MISSING;MISSING;MISSING;TO; 0.502173; 0.157584;0.04326700000000001;32.193441;17.943865000000002;MISSING;MISSING;MISSING;TO; 0.301424; 0.107785;0.005428999999999999;24.928849;24.460009;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.8315785099999998;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.187329018;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;TO;0.2879495;1.8549859999999998;48.415227;MISSING;MISSING;MISSING;MISSING;TO; 0.439236; 0.118356;38.269074;14.335766;MISSING;MISSING;MISSING;TO; 0.412645; 0.189423;0.048312999999999995;30.189073;18.032561;MISSING;MISSING;MISSING;TO; 0.533101; 0.160085;0.006843999999999999;24.961883;24.748796;MISSING;MISSING;MISSING;TO; 0.732703; 0.240362;49.275166;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.0386369190000002;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.169106789;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;TO;0.32330190000000003;2.1821726;47.024506200000005;MISSING;MISSING;MISSING;MISSING;TO; 0.376752; 0.134132;38.289961;14.299235;MISSING;MISSING;MISSING;TO; 0.533207; 0.131205;0.031529999999999996;34.946293999999995;19.414842;MISSING;MISSING;MISSING;TO; 0.557819; 0.193211;0.006358000000000001;24.332647;23.001326;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.100208213;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.19872954300000006;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;TO;0.2908803;2.4181544;49.2529899;MISSING;MISSING;MISSING;MISSING;TO; 0.672113; 0.262979;40.895998;13.88088;MISSING;MISSING;MISSING;TO; 0.590804; 0.210512;0.050986000000000004;33.136455;18.926537;MISSING;MISSING;MISSING;TO; 0.566671; 0.208408;0.007259;14.447258000000001;29.685392999999998;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.115551273;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.25214023599999996;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;TO;0.34630810000000006;2.3455535999999997;50.0100913;MISSING;MISSING;MISSING;MISSING;TO; 0.661731; 0.222055;44.585269;8.442649;MISSING;MISSING;MISSING;TO; 0.569458; 0.215382;0.0334;31.672648999999996;18.693891999999998;MISSING;MISSING;MISSING;TO; 0.615139; 0.23246;0.007464000000000001;27.897377;25.700006000000002;MISSING;MISSING;MISSING;TO; 0.597668; 0.289576;28.295695000000002;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.2792245429999998;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3831796710000001;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.11;0.0437301;0.0075596;0.0109786; 0.0001852000; True; 0.0209038000; 0.1020965000;0.0; 0.004364; 0.006565;0.00014199999999999998;6.1e-05; 1e-06; true; 0.012404;0.01; 0.004548; 0.006829;0.000495;0.000259;0.00021999999999999998; 1e-06; true; 0.013654;0.01; 0.005684; 0.00729;9.099999999999999e-05;0.0008420000000000001;0.000834; 2.8e-05; true; 0.016894;0.52; 0.006593; 0.007522;0.00057; 7e-06; true; 0.020626;1.11; 0.0112; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.0117;1.15; 0.0114; 0.0005; 0.0274; 0.0019; 0.0000; True; 0.0294; 0.0416;0.89; 0.0110; 0.0013; 0.0017; 0.0012; 0.0013; True; 0.0030; 0.0155;1.0;0.10581541300000001; 0.037177752; 0.00236244; true; 0.045313175; 0.235767221;1.12;0.046976673; 0.005443108; 2.7567E-5; true; 0.024186913; 0.277314328
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;TO;0.4224040999999999;2.3928684999999996;51.544405999999995;MISSING;MISSING;MISSING;MISSING;TO; 0.676012; 0.227646;44.494569;8.82411;MISSING;MISSING;MISSING;TO; 0.598937; 0.16574;0.03617299999999999;35.583499;19.907508;MISSING;MISSING;MISSING;TO; 0.663198; 0.248238;0.008081;29.232799999999997;27.134489000000002;MISSING;MISSING;MISSING;TO; 0.963502; 0.3249;29.617137;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.260453144;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3531484730000001;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;TO;0.3932285;2.7682097;54.8819621;MISSING;MISSING;MISSING;MISSING;TO; 0.716851; 0.184539;44.762600000000006;8.433333000000001;MISSING;MISSING;MISSING;TO; 0.687506; 0.203546;0.059376;36.371610000000004;20.753884;MISSING;MISSING;MISSING;TO; 0.702163; 0.222681;0.009064;15.499662999999998;30.435687;MISSING;MISSING;MISSING;TO; 1.0374; 0.33704;24.17006;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.342908822;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.44000494;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;TO;0.6057085;1.6938612;31.3898635;MISSING;MISSING;MISSING;MISSING;TO; 0.795129; 0.2826;45.794026;8.479316;MISSING;MISSING;MISSING;TO; 0.800048; 0.256562;0.06440100000000001;19.931562;20.516772;MISSING;MISSING;MISSING;TO; 0.438502; 0.186462;0.005089;15.096498;30.084567;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.262829613;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.37794764999999997;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;TO;0.35030970000000006;1.2096373;30.1379845;MISSING;MISSING;MISSING;MISSING;TO; 0.769285; 0.311901;23.735339;9.14417;MISSING;MISSING;MISSING;TO; 0.706841; 0.288454;0.07328700000000002;34.942394;20.273953;MISSING;MISSING;MISSING;TO; 0.757975; 0.283756;0.008765;13.485915;28.659019999999998;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.3334308600000002;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.31293999199999994;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;TO;0.3680348;1.3334967;30.7143327;MISSING;MISSING;MISSING;MISSING;TO; 0.881777; 0.331164;26.79782;9.520521;MISSING;MISSING;MISSING;TO; 0.882596; 0.285981;0.07266900000000001;36.267874;19.524901999999997;MISSING;MISSING;MISSING;TO; 0.763838; 0.295668;0.009903;16.524974;33.421795;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.3161966999999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.33379954300000003;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;TO;0.23537920000000007;1.4433989;32.8042341;MISSING;MISSING;MISSING;MISSING;TO; 0.778825; 0.265823;42.720169999999996;9.010217;MISSING;MISSING;MISSING;TO; 0.86253; 0.32465;0.08808999999999997;20.038291;20.599634000000002;MISSING;MISSING;MISSING;TO; 0.843761; 0.301813;0.011340999999999997;16.494582;28.829639999999998;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.2844439280000002;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3955603729999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;TO;0.3928872;1.4584734;33.2413145;MISSING;MISSING;MISSING;MISSING;TO; 0.923404; 0.328667;22.71985;9.00563;MISSING;MISSING;MISSING;TO; 0.95054; 0.298337;0.09206500000000001;21.763212;22.826368;MISSING;MISSING;MISSING;TO; 0.97539; 0.380068;0.012995999999999999;13.660529;30.782421;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.205336968;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.27738438499999996;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;TO;0.3735105000000001;1.4829004000000001;32.2394815;MISSING;MISSING;MISSING;MISSING;TO; 0.901314; 0.349265;25.877765;10.301479;MISSING;MISSING;MISSING;TO; 0.924228; 0.370531;0.08707999999999999;35.335439;20.237296999999998;MISSING;MISSING;MISSING;TO; 0.78167; 0.329788;0.013130999999999999;16.664222000000002;34.311607;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.4274211609999998;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.35432319100000004;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;TO;0.5662266999999999;1.4759753;31.3934751;MISSING;MISSING;MISSING;MISSING;TO; 0.953881; 0.305501;26.748922999999998;10.281179;MISSING;MISSING;MISSING;TO; 0.89895; 0.297908;0.07602;22.129001000000002;22.987505;MISSING;MISSING;MISSING;TO; 0.987902; 0.396346;0.011650000000000006;18.507272;35.234451;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.3993454429999996;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.22623584800000004;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;TO;0.45697779999999993;1.1919843;34.9512965;MISSING;MISSING;MISSING;MISSING;TO; 1.02813; 0.395837;28.859090000000002;9.420049;MISSING;MISSING;MISSING;TO; 1.08528; 0.400546;0.10644999999999999;23.866542000000003;22.929304000000002;MISSING;MISSING;MISSING;TO; 1.02678; 0.340159;0.011159999999999996;16.079711;35.322955;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.4715459060000007;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.30330362699999996;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.12;0.0480342;0.0080764;0.015005; 0.0002982000; True; 0.0261335000; 0.1156483000;0.01; 0.006984; 0.00714;0.000334;0.000127; 1e-06; true; 0.016259;0.01; 0.006992; 0.007103;0.0007689999999999999;0.0006659999999999999;0.000557; 1e-06; true; 0.017581;0.01; 0.007053; 0.007032;0.00013199999999999998;0.0011259999999999998;0.0012430000000000002; 2.7e-05; true; 0.018821;0.48; 0.012483; 0.007915;0.00177; 9e-06; true; 0.034103;1.14; 0.0221; 0.0000; 0.0010; 0.0001; 0.0000; True; 0.0012; 0.0236;1.83; 0.0138; 0.0007; 0.5825; 0.0340; 0.0000; True; 0.6167; 0.6315;1.21; 0.0161; 0.0013; 0.0046; 0.0024; 0.0025; True; 0.0071; 0.0249;1.32;0.16177483499999998; 0.081135721; 0.003813763; true; 0.107712358; 0.371539049;1.08;0.030046133; 0.009441227; 3.2223E-5; true; 0.016815855; 0.133747
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;TO;0.4091264;1.6443141;38.7598648;MISSING;MISSING;MISSING;MISSING;TO; 1.13914; 0.438407;31.783203;9.023373;MISSING;MISSING;MISSING;TO; 1.09156; 0.379193;0.107191;22.082528;24.252868999999997;MISSING;MISSING;MISSING;TO; 0.954666; 0.449501;0.015099000000000003;16.063896;31.098336;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.3037340739999994;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.33486050600000006;MISSING;MISSING;MISSING;MISSING;MISSING
