name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-sim-compl;mata-sim-uni
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10295-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10295-*.mata;0.0; 0.001035; 0.005519;0.002039;0.000129;0.000137; 1.1e-05; false; 0.010857;0.000366;2.9999999999999997e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10584-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10584-*.mata;0.0; 0.000645; 0.006353;0.000895;3.2000000000000005e-05;6.1000000000000005e-05; 8e-06; false; 0.009422;0.00019299999999999997; 1.6e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10608-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10608-*.mata;0.0; 0.000547; 0.004127;0.0005589999999999999;3e-05;5.4999999999999995e-05; 8e-06; false; 0.006281;0.00017; 1.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10611-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10611-*.mata;0.0; 0.002008; 0.005734;0.001853;0.000162;0.00012; 9e-06; false; 0.011331;0.000306;1.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10629-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10629-*.mata;0.0; 0.000995; 0.00549;0.0007650000000000001;3.2e-05;6.500000000000001e-05; 7e-06; false; 0.008588;0.000216; 1.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10634-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10634-*.mata;0.0; 0.00056; 0.003928;0.0008209999999999999;4.1e-05;0.000119; 2.2e-05; false; 0.006668;0.00022400000000000002; 1.2e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10642-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10642-*.mata;0.0; 0.00058; 0.003941;0.000579;3.2e-05;6.4e-05; 7e-06; false; 0.00627;0.000205; 1.8e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10650-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10650-*.mata;0.0; 0.001933; 0.005792;0.001906;0.00015299999999999998;0.000137; 6e-06; false; 0.011763;0.00033;2.7e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10657-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10657-*.mata;0.0; 0.000634; 0.004751;0.0006720000000000001;3.2e-05;6.4e-05; 7e-06; false; 0.007388;0.00022; 1.2e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10663-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10663-*.mata;0.0; 0.001017; 0.004764;0.00083;3.4e-05;6.6e-05; 9e-06; false; 0.007965;0.00022600000000000002; 1.6e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10669-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10669-*.mata;0.0; 0.000595; 0.005514;0.00048499999999999997;2.8e-05;4.1e-05; 5e-06; false; 0.0076;0.00011999999999999999; 8e-06
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10675-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10675-*.mata;0.0; 0.001728; 0.011422;0.00048;2.9e-05;4.1e-05; 1.5e-05; false; 0.014818;0.000137; 9e-06
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10680-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10680-*.mata;0.0; 0.00059; 0.003968;0.000564;3.2e-05;6.2e-05; 7e-06; false; 0.006208;0.000187; 1.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10681-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10681-*.mata;0.0; 0.001114; 0.004273;0.001987;0.00015000000000000001;0.00014399999999999998; 1.1e-05; false; 0.00929;0.000375;3.6e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10682-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10682-*.mata;0.0; 0.001953; 0.007295;0.001769;8.999999999999999e-05;0.00011899999999999997; 6e-06; false; 0.012893;0.000298;2.8e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10684-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10684-*.mata;0.0; 0.000891; 0.006848;0.000915;3.6e-05;7.7e-05; 6e-06; false; 0.009936;0.000243; 1.6e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3111-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3111-*.mata;0.0; 0.001923; 0.006044;0.001365;7.2e-05;8.999999999999999e-05; 5e-06; false; 0.010731;0.00021999999999999998;1.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3189-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3189-*.mata;0.0; 0.001468; 0.00578;0.001106;7.500000000000001e-05;8.4e-05; 7e-06; false; 0.009921;0.000225; 1.5e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3214-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3214-*.mata;0.0; 0.00109; 0.004005;0.0009130000000000001;5.7999999999999994e-05;6.8e-05; 4e-06; false; 0.007082;0.00014099999999999998;1.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3231-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3231-*.mata;0.0; 0.00148; 0.006248;0.001435;9.099999999999999e-05;8.7e-05; 8e-06; false; 0.010853;0.000228;1.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-*.mata;0.0; 0.001135; 0.004185;0.0012590000000000001;8.9e-05;8.6e-05; 4e-06; false; 0.00788;0.000196;1.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-*.mata;0.01; 0.001776; 0.005724;0.001739;9.5e-05;0.00011499999999999999; 7e-06; false; 0.011061;0.000298;2.4999999999999998e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-*.mata;0.0; 0.001178; 0.004148;0.001722;8.9e-05;0.000111; 7e-06; false; 0.008666;0.000297;3e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-*.mata;0.0; 0.001321; 0.005654;0.001604;9e-05;0.000108; 9e-06; false; 0.010219;0.00028;2.8e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-*.mata;0.0; 0.001165; 0.00789;0.002209;0.000113;0.00015099999999999998; 1.1e-05; false; 0.013542;0.000365;2.3e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-*.mata;0.0; 0.001079; 0.011099;0.001505;8.7e-05;0.000101; 6e-06; false; 0.015092;0.000201;1.6e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-*.mata;0.0; 0.001103; 0.00422;0.001167;7.4e-05;8.200000000000001e-05; 6e-06; false; 0.00772;0.0002;1.7e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-*.mata;0.0; 0.001237; 0.004156;0.001126;6.500000000000001e-05;8.2e-05; 4e-06; false; 0.007909;0.000213;1.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-*.mata;0.0; 0.001079; 0.004365;0.001971;0.000117;0.00013800000000000002; 3.9e-05; false; 0.0091;0.000299;1.6e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-*.mata;0.0; 0.002119; 0.007335;0.001245;6.8e-05;8.299999999999998e-05; 5e-06; false; 0.012138;0.000227;1.6e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-*.mata;0.0; 0.00108; 0.00416;0.0018419999999999999;0.000115;0.000139; 9e-06; false; 0.008973;0.000427;3.3e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-*.mata;0.0; 0.001111; 0.004101;0.0012709999999999998;0.00011300000000000001;0.00014000000000000001; 6e-06; false; 0.008227;0.00022200000000000003;2.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-*.mata;0.0; 0.001067; 0.004153;0.0015620000000000002;0.00014;0.000168; 1.3e-05; false; 0.008809;0.00032799999999999995;3.6e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-*.mata;0.0; 0.001257; 0.005876;0.001553;9.7e-05;0.000108; 1.8e-05; false; 0.010787;0.000272;2.6000000000000002e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-*.mata;0.0; 0.001059; 0.004421;0.0013700000000000001;8.300000000000001e-05;0.000167; 6e-06; false; 0.008694;0.00033;2.2e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-*.mata;0.0; 0.001894; 0.005173;0.0021040000000000004;0.000134;0.00013099999999999999; 1.1e-05; false; 0.011369;0.000389;2.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-*.mata;0.0; 0.001081; 0.004118;0.001435;8.999999999999999e-05;0.00010599999999999999; 7e-06; false; 0.00823;0.00029099999999999997;2.4999999999999998e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-*.mata;0.0; 0.001981; 0.005844;0.0016380000000000001;9.300000000000001e-05;0.000119; 6e-06; false; 0.011391;0.000298;2.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-*.mata;0.0; 0.002011; 0.005065;0.001051;5.3e-05;7.7e-05; 4e-06; false; 0.009302;0.00019999999999999998;1.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-*.mata;0.0; 0.001921; 0.005899;0.0018120000000000002;8.5e-05;0.000117; 6e-06; false; 0.011443;0.00031000000000000005;3.9999999999999996e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-*.mata;0.0; 0.001074; 0.006528;0.0012749999999999999;6.1000000000000005e-05;8.300000000000001e-05; 4e-06; false; 0.010507;0.000211;1.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-*.mata;0.0; 0.001885; 0.005497;0.00178;0.000124;0.000124; 1.1e-05; false; 0.010898;0.000357;2.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-*.mata;0.0; 0.001067; 0.00406;0.001292;7.8e-05;8.5e-05; 8e-06; false; 0.007701;0.000218;1.8e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-*.mata;0.0; 0.002956; 0.005171;0.0033100000000000004;0.000145;0.00016599999999999997; 1.5e-05; false; 0.013602;0.000363;1.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3950-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3950-*.mata;0.0; 0.001061; 0.004219;0.001674;0.000125;0.00014199999999999998; 8e-06; false; 0.008779;0.000344;2.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4255-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4255-*.mata;0.0; 0.001055; 0.004086;0.001736;0.00010899999999999999;0.00013; 9e-06; false; 0.008722;0.000351;3e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4443-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4443-*.mata;0.0; 0.001088; 0.005387;0.002181;0.000172;0.000158; 8e-06; false; 0.010973;0.00043899999999999994;3.3e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4673-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4673-*.mata;0.0; 0.002804; 0.009422;0.00381;0.00020899999999999998;0.00025200000000000005; 8e-06; false; 0.01907;0.0007700000000000001;4.8e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4858-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4858-*.mata;0.0; 0.001956; 0.005794;0.0017300000000000002;0.000135;0.00011399999999999999; 9e-06; false; 0.011488;0.00032800000000000006;3e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4860-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4860-*.mata;0.0; 0.001826; 0.005958;0.0021110000000000005;0.000133;0.00014; 8e-06; false; 0.012005;0.000383;2.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4871-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4871-*.mata;0.0; 0.00188; 0.005657;0.001464;0.000152;0.000121; 1.1e-05; false; 0.010635;0.00033;1.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5100-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5100-*.mata;0.0; 0.001319; 0.005405;0.0026429999999999995;0.00011;0.000118; 1.5e-05; false; 0.011356;0.00035099999999999997;5.2e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5108-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5108-*.mata;0.0; 0.001092; 0.005399;0.001707;9.200000000000001e-05;0.000127; 7e-06; false; 0.010154;0.00030599999999999996;2.4e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5196-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5196-*.mata;0.0; 0.001871; 0.00624;0.002155;0.000149;0.000142; 1e-05; false; 0.012574;0.00038600000000000006;3.2e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5197-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5197-*.mata;0.0; 0.001099; 0.00587;0.0015559999999999999;7.3e-05;8e-05; 5e-06; false; 0.010024;0.00025699999999999996;2.1e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5315-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5315-*.mata;0.0; 0.001916; 0.005947;0.002042;0.000133;0.00013299999999999998; 1.1e-05; false; 0.011963;0.00034800000000000006;3.1e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5423-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5423-*.mata;0.0; 0.001739; 0.00751;0.0020469999999999998;0.000118;0.000125; 1e-05; false; 0.013473;0.00034399999999999996;2.7e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5519-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5519-*.mata;0.0; 0.001016; 0.00419;0.001762;0.000118;0.000126; 1e-05; false; 0.008796;0.00034;2.7e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5582-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5582-*.mata;0.0; 0.00213; 0.006604;0.001885;8.8e-05;0.00010999999999999999; 5e-06; false; 0.012337;0.00031099999999999997;1.7e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5700-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5700-*.mata;0.0; 0.001817; 0.00598;0.0013109999999999999;8.4e-05;8.1e-05; 1.6e-05; false; 0.010405;0.000188;1.4999999999999999e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5852-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5852-*.mata;0.0; 0.001806; 0.006222;0.002159;0.000174;0.000137; 1e-05; false; 0.012545;0.00042899999999999997;2.9999999999999997e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6203-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6203-*.mata;0.0; 0.001462; 0.007064;0.001175;6.2e-05;7.500000000000001e-05; 4e-06; false; 0.010887;0.000134; 8e-06
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6221-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6221-*.mata;0.0; 0.001054; 0.004084;0.0013210000000000001;7.6e-05;8.9e-05; 7e-06; false; 0.007852;0.00023700000000000001;1.9e-05
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6223-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6223-*.mata;0.0; 0.001816; 0.00603;0.0015999999999999999;0.000101;9.3e-05; 9e-06; false; 0.010984;0.000243;3.2e-05
