name;automata-runtime;automata-construction;automata-trim;automata-uni;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-uni;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-uni;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.12;0.0710851;0.009629200000000001; 0.0069005000; 0.0002553000; False; 0.0195908000; 0.1657207000;0.81;0.0235864;0.0057014000000000006; 0.0044502000; 0.0001325000; False; 0.0117464000; 0.0710508000;0.94;0.017340567;0.049592515999999996; 0.018201169; 0.002053552; false; 0.076181477; 0.186804856
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;0.21;0.14945819999999999;0.021459999999999996;0.026157800000000002; 0.0002173000; False; 0.0510639000; 0.2448412000;0.91;0.055086300000000005;0.016402200000000002;0.0327684; 0.0002150000; False; 0.0541954000; 0.1823560000;TO;0.091018108;0.33005477299999986;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;0.16;0.1154823;0.012927999999999999;0.0235093; 0.0001332000; False; 0.0391789000; 0.1878924000;1.1;0.059305800000000006;0.014325699999999993;0.03295970000000001; 0.0001414000; False; 0.0514306000; 0.1678359000;TO;0.12224840599999999;0.381771923;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;0.14;0.0827579;0.010947;0.019204000000000002; 0.0001345000; False; 0.0339170000; 0.1466603000;0.93;0.062160099999999996;0.025689200000000002;0.035158199999999994; 0.0001803000; False; 0.0643545000; 0.2227465000;TO;0.132337305;0.48929400100000014;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;0.24;0.14370760000000005;0.0618113;0.038331800000000006; 0.0002131000; False; 0.1165177000; 0.3089941000;1.17;0.0743728;0.024911199999999998;0.1316419; 0.0004620000; False; 0.1678016000; 0.3261720000;TO;0.177099509;0.5538057889999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;0.24;0.1668566;0.022712099999999995;0.0728344; 0.0002074000; False; 0.0994484000; 0.3029449000;1.28;0.0862268;0.0347654;0.0647505; 0.0025468000; False; 0.1479121000; 0.3201750000;TO;0.081830632;0.363586084;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;0.28;0.1610043;0.046083;0.06890369999999998; 0.0002904000; False; 0.1323505000; 0.3350145000;1.31;0.07199839999999999;0.027048499999999993;0.0775655; 0.0002844000; False; 0.1144075000; 0.2526908000;TO;0.11358370700000002;0.6823926979999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;0.21;0.11994049999999999;0.018240399999999997;0.0398327; 0.0001440000; False; 0.0613530000; 0.2182398000;1.44;0.09106910000000004;0.035643900000000006;0.033837400000000004; 0.0002378000; False; 0.0763613000; 0.2846788000;TO;0.161160358;0.6384873869999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;0.3;0.19155039999999995;0.0333396;0.0654627; 0.0002574000; False; 0.1031808000; 0.3365251000;1.32;0.10567510000000002;0.0354336;0.15684800000000002; 0.0003113000; False; 0.2195418000; 0.3982457000;TO;0.16034837700000001;0.430072648;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;0.32;0.1978492;0.028933000000000004;0.08208700000000002; 0.0002397000; False; 0.1154451000; 0.3725205000;1.44;0.0836552;0.04181660000000001;0.09886279999999999; 0.0002871000; False; 0.1464740000; 0.3110265000;TO;0.137262657;0.6651876139999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;0.31;0.29701420000000006;0.021145800000000003;0.04878540000000001; 0.0001372000; False; 0.0733367000; 0.4157333000;1.17;0.08406759999999999;0.033521199999999994;0.07843040000000001; 0.0002353000; False; 0.1164649000; 0.2829253000;TO;0.136784261;0.5735187379999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.11;0.07851670000000001;0.0055426;0.0067402; 0.0002157000; False; 0.0176446000; 0.1763097000;0.81;0.0368971;0.008809;0.0066642; 0.0002018000; False; 0.0179061000; 0.1062386000;1.07;0.043686813;0.072586404; 0.022070195; 0.00224022; false; 0.10305296; 0.277551144
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;0.31;0.22128240000000005;0.03474050000000001;0.0788437; 0.0002068000; False; 0.1183273000; 0.4237959000;1.49;0.080531;0.0365798;0.0848915; 0.0002250000; False; 0.1261504000; 0.2699017000;TO;0.18063401799999995;0.5412436640000001;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;0.39;0.24614249999999996;0.04560819999999999;0.0956629; 0.0002636000; False; 0.1503854000; 0.4475679000;1.58;0.0781241;0.0436426;0.11259709999999999; 0.0002355000; False; 0.1611946000; 0.3062036000;TO;0.12112019799999998;0.565499994;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;0.45;0.2434595;0.0510052;0.09599560000000001; 0.0003145000; False; 0.1519668000; 0.4569237000;1.64;0.08029589999999999;0.038672;0.1110175; 0.0002593000; False; 0.1546396000; 0.3024579000;TO;0.24154718499999994;0.6085482879999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;0.53;0.3151409;0.089211;0.1609281; 0.0002431000; False; 0.2658601000; 0.6289120000;1.71;0.08670929999999998;0.060018800000000004;0.1102929; 0.0002111000; False; 0.1752698000; 0.3542068000;TO;0.15640633199999993;0.7994332869999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;0.49;0.26490559999999996;0.07071569999999999;0.1310488; 0.0001886000; False; 0.2130173000; 0.5226050000;1.7;0.05967160000000001;0.05726409999999999;0.1297206; 0.0002066000; False; 0.1923035000; 0.2997818000;TO;0.39629962299999993;0.978107329;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;0.51;0.35146429999999995;0.0664666;0.1360035; 0.0001912000; False; 0.2106044000; 0.6067564000;1.68;0.10883299999999999;0.049686499999999995;0.16313820000000004; 0.0002627000; False; 0.2177630000; 0.3936901000;TO;0.203415169;0.8915189250000002;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;0.38;0.3241930000000001;0.047945100000000004;0.06487570000000001; 0.0001488000; False; 0.1171220000; 0.4893674000;1.5;0.09607049999999999;0.17210440000000002;0.2540352; 0.0003273000; False; 0.4410470000; 0.6095475000;TO;0.17518884699999993;1.1375466599999997;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;0.59;0.36444370000000004;0.08852469999999998;0.1469694; 0.0002406000; False; 0.2428888000; 0.6545998000;1.92;0.1172943;0.05742719999999999;0.1442207; 0.0002226000; False; 0.2063040000; 0.4592176000;TO;0.14362689399999998;0.799209097;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;0.63;0.34668780000000005;0.07388089999999999;0.1618136; 0.0002416000; False; 0.2544492000; 0.6490131000;1.94;0.1010254;0.1263139;0.28870779999999996; 0.0003116000; False; 0.4291659000; 0.6055099000;TO;0.18926950399999998;0.7613755800000002;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;0.59;0.3634503;0.1017974;0.18413310000000002; 0.0002333000; False; 0.3032937000; 0.7305755000;2.22;0.1208306;0.115623;0.18966609999999998; 0.0002897000; False; 0.3194507000; 0.5868700000;TO;0.15930038500000002;1.163450744;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.12;0.0541439;0.009182399999999999;0.0074102000000000005; 0.0001837000; False; 0.0197682000; 0.1149160000;0.8;0.026339399999999995;0.006346199999999999;0.004348299999999999; 0.0001404000; False; 0.0123613000; 0.0737782000;1.22;0.054597381;0.124569997; 0.06279794; 0.00201926; false; 0.206490677; 0.422482388
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;0.55;0.3452330999999999;0.07643920000000001;0.1635089; 0.0001639000; False; 0.2457971000; 0.7345974000;1.73;0.0592781;0.044520800000000006;0.164054; 0.0003559000; False; 0.2137429000; 0.3249739000;TO;0.171769174;1.178584074;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;0.47;0.19792809999999997;0.1299717;0.24051750000000002; 0.0001881000; False; 0.3753129000; 0.6013669000;1.87;0.10258199999999998;0.07414390000000001;0.20518699999999998; 0.0002856000; False; 0.2847377000; 0.5049156000;TO;0.20318090099999989;0.965392646;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;0.75;0.3630815;0.14841029999999994;0.2506678; 0.0003098000; False; 0.4341162000; 0.8501325000;2.32;0.17330569999999995;0.14145149999999998;0.2556978; 0.0002779000; False; 0.4043157000; 0.6617752000;TO;0.21947292100000002;0.93429036;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;0.82;0.37335380000000007;0.10545659999999998;0.22460229999999995; 0.0001965000; False; 0.3363697000; 0.7693413000;2.39;0.1113732;0.1301449;0.35123260000000006; 0.0007095000; False; 0.4921933000; 0.6795017000;TO;0.19339311399999992;1.2073424110000006;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;0.86;0.43064640000000015;0.10548670000000003;0.2492122; 0.0001832000; False; 0.3625969000; 0.8499298000;2.64;0.12086540000000004;0.1202111;0.3420774; 0.0001502000; False; 0.4686913000; 0.7109258000;TO;0.348011095;1.2036542340000003;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;0.87;0.27229990000000004;0.1622446;0.39959540000000005; 0.0002509000; False; 0.5765313000; 0.8818427000;2.75;0.14266329999999994;0.1249482;0.31716910000000004; 0.0002070000; False; 0.4503092000; 0.7266648000;TO;0.241641668;1.281423917;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;0.71;0.3338124000000001;0.10340130000000002;0.2770055; 0.0003672000; False; 0.3884760000; 0.7625975000;2.5;0.3007249;0.16484580000000001;0.3542591; 0.0002118000; False; 0.5342064000; 0.9280763000;TO;0.31815661799999995;1.2207052799999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;0.96;0.40677009999999986;0.18088040000000002;0.33477840000000003; 0.0002604000; False; 0.5508042000; 1.0081519000;2.47;0.11469649999999998;0.10136060000000001;0.2137937; 0.0001626000; False; 0.3215751000; 0.5365215000;TO;0.35761042199999993;1.5101087050000004;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;1.13;0.5794715;0.18969990000000003;0.3442990999999999; 0.0002548000; False; 0.5514099000; 1.1954405000;3.12;0.2625579999999999;0.18903689999999998;0.46290070000000005; 0.0002195000; False; 0.6600480000; 1.0473408000;TO;0.25030296900000004;1.5812622479999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;1.1;0.4103299999999999;0.21091000000000001;0.4453979; 0.0002564000; False; 0.6663023000; 1.1213103000;3.11;0.1404449;0.22388589999999997;0.487524; 0.0004059000; False; 0.7334303000; 0.9567998000;TO;0.2121872069999999;1.2959381570000006;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.13;0.0727439;0.0090353;0.0208276; 0.0002166000; False; 0.0325339000; 0.1499197000;0.92;0.037626;0.009198799999999998;0.0071368000000000004; 0.0002620000; False; 0.0190586000; 0.1089403000;1.27;0.061813022;0.094921618; 0.045488463; 0.001798894; false; 0.148044953; 0.300025479
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;1.13;0.4504348;0.16160319999999997;0.4111283; 0.0003244000; False; 0.5934017000; 1.1020097000;2.81;0.1422958;0.15177549999999995;0.43384300000000003; 0.0001432000; False; 0.5967826000; 0.8336029000;TO;0.280238377;1.4652288359999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;1.35;0.8575506;0.20298;0.5339526; 0.0002473000; False; 0.7725428000; 1.6836385000;3.49;0.18161190000000005;0.20272629999999994;0.5327818000000001; 0.0002857000; False; 0.7781289000; 1.0561205000;TO;0.239378464;1.4666360239999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;1.15;0.4756500000000001;0.21037979999999995;0.4525814999999999; 0.0002570000; False; 0.7494958000; 1.3166237000;3.5;0.1554141;0.174788;0.5481915; 0.0002713000; False; 0.7417622000; 0.9888305000;TO;0.24286354400000007;1.6186795770000006;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;1.44;0.568871;0.29704160000000013;0.4863089999999999; 0.0002501000; False; 0.7975853000; 1.4104555000;3.3;0.1374117;0.21351500000000007;0.43337459999999994; 0.0001825000; False; 0.6557642000; 0.8676257000;TO;0.195261215;1.3393949820000004;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;1.26;0.4719171000000002;0.30653639999999993;0.5859736; 0.0002521000; False; 0.9979118000; 1.5320353000;3.46;0.163347;0.21239379999999994;0.4503773; 0.0001626000; False; 0.6697887000; 0.9338733000;TO;0.33318978200000005;1.9140459940000005;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;1.45;0.5643556;0.28705620000000004;0.4895019; 0.0002571000; False; 0.7888187000; 1.4344623000;3.88;0.19243680000000002;0.3048477;0.5178168; 0.0003043000; False; 0.8304248000; 1.1267588000;TO;0.27251849;2.0249293200000005;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;1.54;0.5371682;0.32733490000000015;0.6262840000000001; 0.0001995000; False; 0.9609255000; 1.5432793000;3.64;0.17711659999999993;0.21263339999999994;0.5580038999999999; 0.0002683000; False; 0.7788066000; 1.0443269000;TO;0.31097698399999996;1.764793699;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;1.61;0.5968665000000003;0.24807509999999994;0.6509889; 0.0002709000; False; 0.9178870000; 1.5682675000;4.06;0.1765138;0.28056140000000007;0.7324966999999999; 0.0002400000; False; 1.0411423000; 1.3076567000;TO;0.345700691;1.7833691469999995;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;1.32;0.5989107999999999;0.1799486;0.4632796999999999; 0.0001934000; False; 0.6494613000; 1.2934403000;3.63;0.25255410000000006;0.1793093;0.49574509999999994; 0.0001512000; False; 0.6827236000; 1.0497643000;TO;0.2685916199999999;1.6612718009999996;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;1.64;0.5377402;0.27355379999999996;0.6478186999999999; 0.0001983000; False; 0.9297274000; 1.5645406000;4.1;0.23953609999999997;0.2878817;0.6287881000000001; 0.0003123000; False; 0.9284979000; 1.2782425000;TO;0.41149252500000005;1.9472744130000006;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.12;0.1296826;0.0086035;0.012334799999999998; 0.0012882000; False; 0.0245776000; 0.2407205000;0.72;0.022795700000000002;0.005504700000000002;0.0044335; 0.0001221000; False; 0.0115900000; 0.1526167000;1.39;0.033425452;0.07685730199999999; 0.073736962; 0.002153309; false; 0.15892632; 0.295005852
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;1.73;0.5829433;0.3135833000000001;0.7522198999999998; 0.0002694000; False; 1.1425336000; 1.8340236000;4.42;0.20587519999999995;0.34451370000000003;0.8307768999999999; 0.0001880000; False; 1.1832606000; 1.4829629000;TO;0.27716201599999996;1.972613599;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.13;0.05763940000000001;0.009275;0.0078435; 0.0001950000; False; 0.0206291000; 0.1197098000;1.04;0.03912859999999999;0.009578;0.008077800000000001; 0.0002959000; False; 0.0212504000; 0.1129106000;1.55;0.09624138199999999;0.16211797899999997; 0.120296741; 0.002927629; false; 0.302086377; 0.588139461
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.13;0.0633976;0.009744599999999999;0.0086835; 0.0002531000; False; 0.0214173000; 0.1274834000;0.99;0.03841320000000001;0.0092677;0.007801799999999999; 0.0002310000; False; 0.0199337000; 0.1541629000;1.67;0.035614686000000007;0.08905773099999999; 0.120788956; 0.00259756; false; 0.219900839; 0.400271894
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.14;0.10713489999999999;0.0101181;0.009067100000000002; 0.0002162000; False; 0.0228928000; 0.2133011000;0.81;0.025822100000000004;0.006441900000000003;0.005958399999999999; 0.0001358000; False; 0.0149737000; 0.0867878000;1.91;0.082244966;0.16562960800000004; 0.189586668; 0.002281159; false; 0.364255747; 0.564762388
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;0.15;0.06978709999999999;0.011064499999999998;0.0119001; 0.0002110000; False; 0.0269475000; 0.1460056000;0.84;0.07471240000000001;0.006893799999999999;0.006492500000000001; 0.0001382000; False; 0.0163139000; 0.1468139000;6.26;0.25016684499999997;1.973147355; 0.138101733; 0.005317572; false; 2.147202795; 2.65340349
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;0.11;0.0673129;0.007608299999999999;0.0108788; 0.0001526000; False; 0.0218642000; 0.1785335000;1.05;0.0835367;0.012237099999999997;0.0130364; 0.0002833000; False; 0.0296460000; 0.1869327000;7.72;0.19707463199999997;3.073240912; 0.077788759; 0.002165116; false; 3.160942238; 3.651590014
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;0.15;0.0698176;0.015075;0.0150071; 0.0002543000; False; 0.0369301000; 0.1511973000;1.04;0.0957169;0.0121426;0.015011900000000002; 0.0003264000; False; 0.0314358000; 0.2029796000;7.35;0.22618618599999998;3.104978386; 0.113654731; 0.002458955; false; 3.232775551; 3.899810152
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;0.15;0.0911356;0.012127900000000002;0.0185062; 0.0002731000; False; 0.0349943000; 0.1688030000;1.16;0.1180669;0.013793100000000004;0.0158243; 0.0002137000; False; 0.0328768000; 0.2384386000;8.99;0.148812565;4.654751973000001; 0.160898831; 0.002250042; false; 4.836168392; 5.280302916
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;0.14;0.0851629;0.015149600000000003;0.0213673; 0.0002305000; False; 0.0400118000; 0.1630468000;1.12;0.1675557;0.017415200000000002;0.016240900000000003; 0.0002640000; False; 0.0387285000; 0.2950311000;11.2;0.338060688;7.207128232; 0.148614171; 0.002267312; false; 7.366616909; 8.194276447
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;0.16;0.12221230000000001;0.013331000000000003;0.023015600000000004; 0.0002095000; False; 0.0408637000; 0.2110232000;1.19;0.1394824;0.02642149999999999;0.020888599999999997; 0.0003085000; False; 0.0536376000; 0.3004804000;12.41;0.202906127;7.839921094999999; 0.206064921; 0.002650735; false; 8.072082961; 8.777801111
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;0.18;0.13042689999999998;0.025704900000000003;0.022479199999999998; 0.0002122000; False; 0.0535861000; 0.2557722000;1.26;0.2533471;0.0211804;0.0864916; 0.0003042000; False; 0.1113647000; 0.4591270000;16.62;0.367875349;11.801526990000001; 0.155780529; 0.003498666; false; 11.970138507; 12.773003296
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;0.14;0.1249328;0.0192933;0.030195899999999998; 0.0002700000; False; 0.0552000000; 0.2309344000;1.3;0.16706;0.0186856;0.0349165; 0.0003227000; False; 0.0714696000; 0.3487139000;20.57;0.34694878999999995;15.655268233; 0.157972963; 0.001930529; false; 15.83290594; 16.747101944
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;0.16;0.0916381;0.028278199999999996;0.0307667; 0.0002872000; False; 0.0634312000; 0.2082857000;1.38;0.1790009;0.0176046;0.0294117; 0.0003045000; False; 0.0510321000; 0.3017400000;20.94;0.239891301;15.654434617; 0.172810579; 0.002532471; false; 15.848034695; 16.616494463
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;0.17;0.0826616;0.018115100000000002;0.0434587; 0.0003133000; False; 0.0682391000; 0.1865921000;1.39;0.1568371;0.0231431;0.022370400000000002; 0.0001500000; False; 0.0480487000; 0.2741191000;24.61;0.4521581290000001;20.519441411000003; 0.177057784; 0.002863407; false; 20.739563579; 21.748098565
