name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-intersection_emptiness;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.0; 0.00262487; 0.000341108; 0.0001;0.11;0.0391899; 0.0152261000; 0.0000895000; 0.0003010000; True;0.0; 0.00232501; 0.00869806; 1.7751e-05; 1.8521e-05; 1.16e-06; true;0.0; 0.00192095; 0.00799584;0.000980458; 2.7054e-05; 2.192e-05; 1.113e-06; true;0.01; 0.00195372; 0.00652025;6.0625e-05; 0.0014003; 0.000924696; 3.0857e-05; true;1.04; 0.0098; 0.0000; 0.0001; 0.0000; 0.0000; True;1.2; 0.0087; 0.0005; 0.0007; 0.0000; True;0.99; 0.0056; 0.0008; 0.0001; 0.0000; True;0.99;0.160260085; 0.020016281; 0.002679199; true;0.99;0.009809127; 0.002513932; 5.2984E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;TO; 0.255236; 0.0686164;MISSING;TO;0.13330270000000002;46.6088627;1.8943688;MISSING;MISSING;TO; 0.187565; 0.0363252;48.601654701;6.383386201;MISSING;MISSING;TO; 0.216353; 0.0481343;0.013834529999999998;27.875518226000004;17.416378362;MISSING;MISSING;TO; 0.164924; 0.0367621;0.0023886249999999993;24.327377421;22.464168796000003;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3908782639999999;MISSING;MISSING;MISSING;TO;0.09123453699999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;TO; 0.162027; 0.0213157;MISSING;TO;0.140855;48.0690154;2.0408247999999998;MISSING;MISSING;TO; 0.18945; 0.0393432;24.630431375999997;3.4931319809999994;MISSING;MISSING;TO; 0.192729; 0.0660032;0.016625545000000002;31.673222996;18.099644220000002;MISSING;MISSING;TO; 0.211013; 0.0396497;0.0029726310000000008;29.660524828;25.011888048000003;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.502386624;MISSING;MISSING;MISSING;TO;0.087480917;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;TO; 0.311102; 0.0697097;MISSING;TO;0.14730259999999998;47.6067763;2.1892049;MISSING;MISSING;TO; 0.162531; 0.0322705;28.238218912;3.738661652;MISSING;MISSING;TO; 0.260618; 0.0462743;0.021765719;36.224811158;20.170212284;MISSING;MISSING;TO; 0.211868; 0.0458177;0.002896658;14.613437827999999;28.799554005;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.5415224;MISSING;MISSING;MISSING;TO;0.14135869999999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;TO; 0.280328; 0.0233555;MISSING;TO;0.1371983;33.2746032;1.1649761;MISSING;MISSING;TO; 0.256351; 0.0340553;27.993659102;4.250565687;MISSING;MISSING;TO; 0.298312; 0.0471847;0.018517649;33.090162647;21.513886336;MISSING;MISSING;TO; 0.271667; 0.0554279;0.0034830080000000005;15.535241314;30.788322146999995;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.747837806;MISSING;MISSING;MISSING;TO;0.143535531;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;TO; 0.308288; 0.0498518;MISSING;TO;0.16694750000000005;27.132936700000002;1.1807699;MISSING;MISSING;TO; 0.467395; 0.0656605;29.001054212;5.278859874;MISSING;MISSING;TO; 0.267118; 0.05835;0.017886612;24.458249307000003;24.375177343;MISSING;MISSING;TO; 0.268528; 0.057377;0.0039474589999999995;19.16397527;35.6122471;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.6514259310000001;MISSING;MISSING;MISSING;TO;0.12047803500000001;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;TO; 0.372479; 0.103889;MISSING;TO;0.26083360000000005;34.7420645;1.2746024;MISSING;MISSING;TO; 0.277876; 0.0589811;34.020503192;4.871439647000001;MISSING;MISSING;TO; 0.279526; 0.073067;0.022355995999999996;21.673319086;25.011734176;MISSING;MISSING;TO; 0.266185; 0.0633911;0.004167289;17.322929142;39.29844176;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.8705294469999999;MISSING;MISSING;MISSING;TO;0.21234890700000003;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO; 0.371347; 0.116736;MISSING;TO;0.2777644000000001;34.4210171;1.4887179000000001;MISSING;MISSING;TO; 0.305272; 0.0865563;36.300511111;4.728381852;MISSING;MISSING;TO; 0.309318; 0.173471;0.05589257000000001;24.762074208;26.213000115999996;MISSING;MISSING;TO; 0.339681; 0.0776326;0.005481463;18.92849253;21.0286141;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7067959309999998;MISSING;MISSING;MISSING;TO;0.128446454;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO; 0.408706; 0.070859;MISSING;TO;0.19381009999999999;31.0485774;1.6515965000000001;MISSING;MISSING;TO; 0.310481; 0.0650044;34.29338026;4.982992448000001;MISSING;MISSING;TO; 0.308103; 0.0727351;0.027373190000000006;26.431337024;26.672048644;MISSING;MISSING;TO; 0.339713; 0.0658618;0.0052776889999999995;21.281838586;22.89893086;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.9369980299999999;MISSING;MISSING;MISSING;TO;0.15568817899999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO; 0.355292; 0.0708219;MISSING;TO;0.23791060000000003;37.85116479999999;1.6934455;MISSING;MISSING;TO; 0.541067; 0.0744395;35.309579367;5.363434558;MISSING;MISSING;TO; 0.38137; 0.068665;0.03126406;26.043820271;27.592630372000002;MISSING;MISSING;TO; 0.332544; 0.0729987;0.004991455999999999;21.489914566000003;21.436733269999998;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.863709897;MISSING;MISSING;MISSING;TO;0.17522959000000005;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO; 0.474993; 0.0691928;MISSING;TO;0.1516823;36.004988600000004;1.4904259;MISSING;MISSING;TO; 0.48207; 0.0833152;37.16280535;5.617742369;MISSING;MISSING;TO; 0.640449; 0.073316;0.03101452200000001;23.898994887;26.656068034;MISSING;MISSING;TO; 0.3505; 0.128048;0.005856438;18.105658459;21.04740678;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.602783891;MISSING;MISSING;MISSING;TO;0.14765697700000002;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.0; 0.0196804; 0.000682318; 0.0002;0.13;0.12392850000000001;0.0133776;8.81e-05; 0.0003534000; True;0.0; 0.00229665; 0.00725375;4.6868e-05;2.3567e-05; 6.71e-07; true;0.0; 0.00253806; 0.00843371;0.000804104;7.3032e-05;5.7174000000000005e-05; 8.27e-07; true;0.01; 0.00447225; 0.00783143;5.8590999999999995e-05;0.0039307479999999995;0.001308614; 7.4459e-05; true;1.33; 0.0108; 0.0000; 0.0003; 0.0000; 0.0000; True;1.44; 0.0163; 0.0018; 0.0091; 0.0000; True;1.14; 0.0079; 0.0014; 0.0004; 0.0001; True;1.32;0.25370451499999996; 0.04894814; 0.004431262; true;0.92;0.022167705; 0.004347807; 2.6655E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;TO; 0.518373; 0.0917862;MISSING;TO;0.26666470000000003;35.138603200000006;1.5071976;MISSING;MISSING;TO; 0.494834; 0.13368;39.249820446;5.316650951;MISSING;MISSING;TO; 0.366218; 0.0506946;0.019726677;28.746607130999998;30.423243880999998;MISSING;MISSING;TO; 0.422171; 0.0981593;0.005840578000000001;22.368849734999998;22.853397270000002;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7261194630000001;MISSING;MISSING;MISSING;TO;0.126371641;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;TO; 0.502755; 0.0723194;MISSING;TO;0.23654249999999996;39.9044315;1.8967826;MISSING;MISSING;TO; 0.52213; 0.117651;36.728187515;6.397242245;MISSING;MISSING;TO; 0.320622; 0.0597829;0.023004565999999997;29.268232554;14.996111475;MISSING;MISSING;TO; 0.387942; 0.093593;0.0064251740000000005;24.21079882;23.709227910000003;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.2701038199999997;MISSING;MISSING;MISSING;TO;0.20652964300000004;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;TO; 0.604945; 0.0961662;MISSING;TO;0.2257458;44.8098093;1.2023552;MISSING;MISSING;TO; 0.749906; 0.161386;41.964884549999994;6.238572439;MISSING;MISSING;TO; 0.406586; 0.0943681;0.07962920999999998;26.06953939;28.749338258999998;MISSING;MISSING;TO; 0.454502; 0.102067;0.006487314000000001;24.028191898;23.899066240000003;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.8891996220000002;MISSING;MISSING;MISSING;TO;0.204629898;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;TO; 0.3567; 0.115698;MISSING;TO;0.1534209;44.3022426;1.7437372;MISSING;MISSING;TO; 0.532082; 0.25682;44.873752828;8.311140388;MISSING;MISSING;TO; 0.440013; 0.205234;0.04077450599999999;30.933956996;13.821047289;MISSING;MISSING;TO; 0.658477; 0.12023;0.007047596999999999;22.55959454;28.223943820000002;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.8599950340000001;MISSING;MISSING;MISSING;TO;0.195961705;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;TO; 0.652635; 0.101975;MISSING;TO;0.229499;40.793582;2.2941108;MISSING;MISSING;TO; 0.551472; 0.107054;41.444937433;13.972375301;MISSING;MISSING;TO; 0.533036; 0.0932578;0.026092451999999995;25.979426954;16.501170123999998;MISSING;MISSING;TO; 0.535918; 0.102061;0.006130333000000001;30.133336051;25.82759602;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7879848300000001;MISSING;MISSING;MISSING;TO;0.29105187699999996;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;TO; 0.809469; 0.101757;MISSING;TO;0.2535531999999999;46.983179;2.0226289;MISSING;MISSING;TO; 0.630322; 0.156938;45.109030988;6.311096040000001;MISSING;MISSING;TO; 0.631943; 0.103225;0.03785252000000001;31.260483469999997;17.653043882;MISSING;MISSING;TO; 0.616181; 0.119303;0.007491650999999999;27.17887946;26.93353412;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.024485451;MISSING;MISSING;MISSING;TO;0.162520733;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;TO; 0.697564; 0.197419;MISSING;TO;0.3922956999999999;53.177580199999994;1.947003;MISSING;MISSING;TO; 0.477759; 0.091273;23.783427170000003;3.4768154339999997;MISSING;MISSING;TO; 0.669614; 0.291336;0.04432910000000001;34.358083152;20.615080699;MISSING;MISSING;TO; 0.809337; 0.264458;0.008018826;13.5260182;30.08008083;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.2245044269999998;MISSING;MISSING;MISSING;TO;0.21146528700000003;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;TO; 0.752802; 0.239087;MISSING;TO;0.3367629999999999;44.3924656;2.2304127;MISSING;MISSING;TO; 0.672594; 0.187693;23.545324866;3.845417879;MISSING;MISSING;TO; 0.698051; 0.161286;0.031672819;35.146231799000006;17.31046326;MISSING;MISSING;TO; 0.621573; 0.136276;0.008432351999999999;12.90955077;23.94922184;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.476248533;MISSING;MISSING;MISSING;TO;0.4164009189999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;TO; 0.760226; 0.145784;MISSING;TO;0.2943047;54.5231258;2.1165105;MISSING;MISSING;TO; 0.94418; 0.165083;52.250231516;4.2195647439999995;MISSING;MISSING;TO; 0.730954; 0.129434;0.08188576;32.630856406;17.380282893;MISSING;MISSING;TO; 0.687358; 0.138964;0.008815036000000002;14.71951452;31.04567359;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.155001699;MISSING;MISSING;MISSING;TO;0.27497812999999993;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;TO; 0.76498; 0.147419;MISSING;TO;0.2939514999999999;25.5747102;1.1330349000000002;MISSING;MISSING;TO; 0.612916; 0.155297;25.893625901;4.1419881;MISSING;MISSING;TO; 0.65694; 0.14156;0.054594170000000004;35.59166815;23.047492984999998;MISSING;MISSING;TO; 0.87993; 0.144951;0.009452218;21.8079191;29.19543202;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.281176701;MISSING;MISSING;MISSING;TO;0.22437966699999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.0; 0.00958174; 0.00107354; 0.0003;0.13;0.058903800000000006;0.014963700000000002;0.0001716; 0.0002820000; True;0.01; 0.00620214; 0.00764464;0.00020488;4.8587e-05; 1.098e-06; true;0.0; 0.00616377; 0.00749008;0.000644799;0.00027878500000000004;0.000217797; 9.44e-07; true;0.01; 0.00625887; 0.00752181;0.000135763;0.001052923;0.000902024; 4.9212e-05; true;1.2; 0.0099; 0.0000; 0.0003; 0.0000; 0.0000; True;1.04; 0.0096; 0.0011; 0.0390; 0.0000; True;1.03; 0.0438; 0.0121; 0.0021; 0.0002; True;1.18;0.168117835; 0.040662685; 0.004099498; true;0.84;0.017812377; 0.005041698; 2.6263E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;TO; 0.682328; 0.113491;MISSING;TO;0.3966063000000001;57.9626174;0.9681922000000001;MISSING;MISSING;TO; 0.66303; 0.129666;48.740162375;3.7462302679999997;MISSING;MISSING;TO; 0.733383; 0.144695;0.040763685;17.47833574;19.61177901;MISSING;MISSING;TO; 0.520269; 0.0885135;0.005627047000000002;14.761157346000001;34.549580554;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.358269284;MISSING;MISSING;MISSING;TO;0.4036454669999999;MISSING;MISSING;MISSING
