name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-5.mata;0.0; 5.1e-05; 1.3e-05; 3e-06; 1e-06; false; 0.000128;0.0; 0.000124; 6.4e-05; 1.2e-05; 1e-05; 2e-06; false; 0.000298
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04001-1.mata;0.0; 9e-05; 1.7e-05; 3e-06; 1e-06; false; 0.0002;0.0; 9.2e-05; 3.8e-05; 1.6e-05; 1.2e-05; 1e-06; false; 0.000269
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04390-1.mata;0.0; 6.8e-05; 1.9e-05; 2e-06; 1e-06; false; 0.000147;0.0; 7.2e-05; 3.9e-05; 1.2e-05; 8e-06; 1e-06; false; 0.000232
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04451-1.mata;0.0; 8.2e-05; 2e-05; 4e-06; 1e-06; false; 0.000184;0.0; 7.4e-05; 3.7e-05; 1.1e-05; 6e-06; 1e-06; false; 0.000225
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05755-1.mata;0.0; 0.0001; 2e-05; 1.4e-05; 2e-06; false; 0.000251;0.0; 6.2e-05; 3.3e-05; 1e-05; 6e-06; 1e-06; false; 0.000195
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05997-1.mata;0.0; 0.000205; 0.000125; 1.3e-05; 8e-06; false; 0.000481;0.0; 0.000183; 0.000261; 0.000149; 1.5e-05; 7e-06; false; 0.000757
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-1.mata;0.0; 0.00139; 0.000156; 1.8e-05; 1.5e-05; false; 0.001993;0.0; 0.001383; 0.001058; 0.000223; 2e-05; 1.7e-05; false; 0.003107
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-2.mata;0.0; 0.000292; 0.000168; 2.1e-05; 1.2e-05; false; 0.000721;0.0; 0.000154; 0.000154; 9.8e-05; 2e-05; 8e-06; false; 0.000602
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-3.mata;0.0; 0.000203; 9.6e-05; 1.5e-05; 8e-06; false; 0.000488;0.0; 0.000168; 0.000178; 0.000115; 4.1e-05; 8e-06; false; 0.000697
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-4.mata;0.0; 0.000347; 0.00021; 2.4e-05; 1.4e-05; false; 0.000871;0.0; 0.000385; 0.000373; 0.000216; 2.4e-05; 1.5e-05; false; 0.00131
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-1.mata;0.0; 0.000623; 0.000117; 1.4e-05; 1.1e-05; false; 0.000969;0.0; 0.000755; 0.000462; 0.000185; 2.4e-05; 1.3e-05; false; 0.001742
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-2.mata;0.0; 0.000282; 0.000335; 3.5e-05; 4e-05; false; 0.001133;0.0; 0.0002; 0.000304; 0.000212; 3.3e-05; 2.1e-05; false; 0.001068
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-3.mata;0.0; 9e-05; 2.2e-05; 3e-06; 1e-06; false; 0.000201;0.0; 4.4e-05; 2.6e-05; 1.3e-05; 9e-06; 1e-06; false; 0.000186
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-4.mata;0.0; 0.000354; 0.000233; 2.6e-05; 1.5e-05; false; 0.000884;0.0; 0.000314; 0.000318; 0.000173; 2.3e-05; 1.5e-05; false; 0.001089
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06250-1.mata;0.0; 0.000284; 4.5e-05; 7e-06; 5e-06; false; 0.000517;0.0; 0.000246; 0.000105; 3.2e-05; 4e-06; 3e-06; false; 0.00051
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06315-1.mata;0.0; 0.000398; 0.000424; 7.8e-05; 3.7e-05; false; 0.001404;0.0; 0.00045; 0.000556; 0.000427; 5e-05; 2.8e-05; false; 0.001852
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06342-1.mata;0.0; 0.000381; 5.9e-05; 8e-06; 5e-06; false; 0.00061;0.0; 0.000354; 0.000197; 6.1e-05; 8e-06; 6e-06; false; 0.000791
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-1.mata;0.0; 0.008724; 0.000867; 6.4e-05; 7.4e-05; false; 0.011359;0.01; 0.005963; 0.001812; 0.00125; 7.4e-05; 3.7e-05; false; 0.010999
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-10.mata;0.0; 9.3e-05; 1.6e-05; 3e-06; 1e-06; false; 0.000181;0.0; 0.000118; 6e-05; 1.8e-05; 5e-06; 2e-06; false; 0.000304
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-11.mata;0.0; 0.000167; 3.4e-05; 5e-06; 2e-06; false; 0.000339;0.0; 0.000105; 4.1e-05; 1.7e-05; 5e-06; 1e-06; false; 0.000254
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-12.mata;0.0; 0.000142; 2.1e-05; 4e-06; 1e-06; false; 0.000257;0.0; 0.000268; 8.2e-05; 2.9e-05; 6e-06; 1e-06; false; 0.000536
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-13.mata;0.0; 9.8e-05; 2e-05; 5e-06; 1e-06; false; 0.000217;0.0; 6e-05; 3.2e-05; 1e-05; 2.4e-05; 2e-06; false; 0.000221
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-14.mata;0.0; 9.5e-05; 1.6e-05; 3e-06; 1e-06; false; 0.000184;0.0; 0.000119; 5.7e-05; 1.9e-05; 5e-06; 1e-06; false; 0.000321
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-15.mata;0.0; 0.000148; 2.1e-05; 3e-06; 1e-06; false; 0.000254;0.0; 0.000196; 8e-05; 5e-05; 5e-06; 2e-06; false; 0.00047
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-16.mata;0.0; 0.000238; 3.2e-05; 5e-06; 1e-06; false; 0.000381;0.0; 0.000213; 7.9e-05; 3.4e-05; 5e-06; 1e-06; false; 0.000473
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-17.mata;0.0; 6.8e-05; 1.2e-05; 3e-06; 1e-06; false; 0.000148;0.0; 7e-05; 3.2e-05; 1.1e-05; 7e-06; 1e-06; false; 0.000224
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-18.mata;0.0; 0.000106; 1.5e-05; 2e-06; 1e-06; false; 0.000198;0.0; 0.000108; 3.5e-05; 1.2e-05; 3e-06; 1e-06; false; 0.000247
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-19.mata;0.0; 0.000189; 3.3e-05; 5e-06; 1e-06; false; 0.000336;0.0; 0.000216; 8e-05; 3e-05; 5e-06; 2e-06; false; 0.000465
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-2.mata;0.0; 0.000141; 3.3e-05; 4e-06; 1e-06; false; 0.000275;0.0; 0.000112; 5.3e-05; 1.7e-05; 4e-06; 2e-06; false; 0.000296
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-20.mata;0.0; 0.000194; 2.3e-05; 3e-06; 1e-06; false; 0.00035;0.0; 0.00023; 4.5e-05; 1.8e-05; 3e-06; 1e-06; false; 0.000385
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-21.mata;0.0; 8.2e-05; 2.6e-05; 4e-06; 1e-06; false; 0.0002;0.0; 7.8e-05; 3.4e-05; 1.1e-05; 7e-06; 1e-06; false; 0.00023
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-22.mata;0.0; 9.5e-05; 1.5e-05; 2e-06; 1e-06; false; 0.000186;0.0; 0.000104; 5.1e-05; 1.7e-05; 3e-06; 2e-06; false; 0.000304
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-23.mata;0.0; 0.000212; 3.5e-05; 4e-06; 2e-06; false; 0.000376;0.0; 0.000228; 9.7e-05; 5.3e-05; 5e-06; 1e-06; false; 0.00058
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-24.mata;0.0; 0.000236; 3.3e-05; 4e-06; 1e-06; false; 0.000401;0.0; 0.00022; 8.4e-05; 3e-05; 5e-06; 2e-06; false; 0.000464
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-25.mata;0.0; 4.2e-05; 1.3e-05; 2e-06; 1e-06; false; 0.000119;0.0; 9.5e-05; 4.2e-05; 1.1e-05; 7e-06; 1e-06; false; 0.00023
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-26.mata;0.0; 0.000135; 2.4e-05; 4e-06; 1e-06; false; 0.000255;0.0; 0.000126; 5.1e-05; 1.6e-05; 5e-06; 2e-06; false; 0.0003
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-27.mata;0.0; 0.000141; 3.6e-05; 1.6e-05; 2e-06; false; 0.000321;0.0; 0.000203; 7.8e-05; 3.2e-05; 4e-06; 2e-06; false; 0.000445
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-28.mata;0.0; 0.000242; 3.6e-05; 5e-06; 2e-06; false; 0.000407;0.0; 0.0002; 7.8e-05; 3e-05; 4e-06; 2e-06; false; 0.000439
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-29.mata;0.0; 0.000103; 1.8e-05; 4e-06; 2e-06; false; 0.000241;0.0; 7e-05; 3.3e-05; 1e-05; 6e-06; 1e-06; false; 0.000215
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-3.mata;0.0; 0.000145; 2.1e-05; 3e-06; 1e-06; false; 0.00025;0.0; 0.000139; 7.2e-05; 2.9e-05; 4e-06; 1e-06; false; 0.000354
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-30.mata;0.0; 6.6e-05; 1.6e-05; 2e-06; 1e-06; false; 0.000161;0.0; 0.000153; 5.3e-05; 1.8e-05; 4e-06; 3.2e-05; false; 0.000383
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-31.mata;0.0; 2.9e-05; 0; 0; 0; false; 5.2e-05;0.0; 0.000194; 7e-05; 2.9e-05; 5e-06; 2e-06; false; 0.000431
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-32.mata;0.0; 0.000135; 2e-05; 3e-06; 1e-06; false; 0.000235;0.0; 0.000248; 0.000108; 1.9e-05; 3e-06; 1e-06; false; 0.000536
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-33.mata;0.0; 6e-05; 1.3e-05; 2e-06; 1e-06; false; 0.000167;0.0; 6.8e-05; 3.2e-05; 1.1e-05; 7e-06; 1e-06; false; 0.000215
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-34.mata;0.0; 0.000129; 3.4e-05; 4e-06; 1e-06; false; 0.000271;0.0; 0.000169; 5.6e-05; 1.8e-05; 4e-06; 2e-06; false; 0.000368
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-35.mata;0.0; 0.000127; 3.4e-05; 4e-06; 1e-06; false; 0.000267;0.0; 0.000291; 9.2e-05; 3.9e-05; 5e-06; 1e-06; false; 0.000616
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-36.mata;0.0; 0.00013; 2e-05; 3e-06; 1e-06; false; 0.00023;0.0; 0.000205; 7.1e-05; 2.9e-05; 4e-06; 2e-06; false; 0.00045
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-37.mata;0.0; 0.000102; 1.9e-05; 4e-06; 2e-06; false; 0.000203;0.0; 6.8e-05; 2.4e-05; 1.7e-05; 4e-06; 1e-06; false; 0.000234
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-38.mata;0.0; 8.4e-05; 1.6e-05; 3e-06; 1e-06; false; 0.000198;0.0; 0.000153; 5e-05; 1.7e-05; 3e-06; 2e-06; false; 0.000336
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-39.mata;0.0; 0.000124; 2.2e-05; 3e-06; 1e-06; false; 0.000239;0.0; 0.000227; 6.8e-05; 3e-05; 5e-06; 1e-06; false; 0.000458
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-4.mata;0.0; 0.000211; 3.2e-05; 4e-06; 1e-06; false; 0.000367;0.0; 0.000207; 6.8e-05; 3e-05; 5e-06; 3e-06; false; 0.000461
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-40.mata;0.0; 0.000151; 2.1e-05; 3e-06; 1e-06; false; 0.000247;0.0; 0.000193; 7.8e-05; 3.4e-05; 5e-06; 2e-06; false; 0.000448
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-41.mata;0.0; 8.9e-05; 1.9e-05; 5e-06; 2e-06; false; 0.000254;0.0; 5.2e-05; 2.2e-05; 8e-06; 4e-06; 1e-06; false; 0.000145
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-42.mata;0.0; 0.000158; 1.9e-05; 3e-06; 1e-06; false; 0.000259;0.0; 6.5e-05; 4.1e-05; 1.1e-05; 3e-06; 1e-06; false; 0.000225
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-43.mata;0.0; 0.000129; 2.1e-05; 4e-06; 1e-06; false; 0.000232;0.0; 0.000105; 4.3e-05; 1.7e-05; 1.3e-05; 1e-06; false; 0.000252
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-44.mata;0.0; 0.000272; 3.3e-05; 4e-06; 2e-06; false; 0.000475;0.0; 0.000131; 5.2e-05; 2.7e-05; 5e-06; 1e-06; false; 0.000335
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-45.mata;0.0; 8e-05; 1.9e-05; 4e-06; 1e-06; false; 0.000184;0.0; 6.7e-05; 3.2e-05; 1e-05; 5e-06; 1e-06; false; 0.000202
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-46.mata;0.0; 0.000131; 2.3e-05; 4e-06; 2e-06; false; 0.00026;0.0; 0.000122; 8.5e-05; 1.3e-05; 3e-06; 1e-06; false; 0.000365
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-47.mata;0.0; 0.000218; 2.1e-05; 3e-06; 1e-06; false; 0.000367;0.0; 0.000255; 6.9e-05; 4.3e-05; 5e-06; 8e-06; false; 0.000549
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-48.mata;0.0; 0.000231; 3.5e-05; 5e-06; 1e-06; false; 0.000413;0.0; 0.000115; 4.5e-05; 1.8e-05; 3e-06; 1e-06; false; 0.00027
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-49.mata;0.0; 5.9e-05; 1.4e-05; 3e-06; 1e-06; false; 0.000151;0.0; 8.7e-05; 3.4e-05; 1.1e-05; 6e-06; 2e-06; false; 0.000229
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-5.mata;0.0; 4.1e-05; 2.2e-05; 2e-06; 1e-06; false; 0.000122;0.0; 9e-05; 6e-05; 1.1e-05; 7e-06; 1e-06; false; 0.00027
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-50.mata;0.0; 0.00011; 2e-05; 4e-06; 1e-06; false; 0.000212;0.0; 0.000147; 4.8e-05; 1.7e-05; 3e-06; 2e-06; false; 0.000315
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-51.mata;0.0; 0.000134; 3e-05; 3e-06; 1e-06; false; 0.000267;0.0; 0.000232; 7.1e-05; 2.7e-05; 5e-06; 2e-06; false; 0.000458
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-52.mata;0.0; 0.000145; 3e-05; 9e-06; 1e-06; false; 0.000311;0.0; 0.000193; 6.8e-05; 3.1e-05; 5e-06; 1e-06; false; 0.000411
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-53.mata;0.0; 8.1e-05; 1.8e-05; 4e-06; 1e-06; false; 0.000194;0.0; 7.8e-05; 2.4e-05; 1.1e-05; 6e-06; 1e-06; false; 0.000202
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-54.mata;0.0; 0.000146; 2.3e-05; 4e-06; 2e-06; false; 0.000271;0.0; 9e-05; 3.7e-05; 1.1e-05; 3e-06; 1e-06; false; 0.000255
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-55.mata;0.0; 0.00022; 3.6e-05; 6e-06; 1e-06; false; 0.000391;0.0; 0.000202; 9e-05; 6.6e-05; 5e-06; 1e-06; false; 0.000496
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-56.mata;0.0; 0.000158; 3.5e-05; 5e-06; 1e-06; false; 0.0003;0.0; 0.000181; 6.8e-05; 2.9e-05; 5e-06; 1e-06; false; 0.0004
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-57.mata;0.0; 0.000102; 1.9e-05; 4e-06; 2e-06; false; 0.000215;0.0; 6.9e-05; 3.5e-05; 1.1e-05; 1.5e-05; 2e-06; false; 0.000223
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-58.mata;0.0; 0.005274; 0.000431; 2.7e-05; 1.7e-05; false; 0.006816;0.0; 0.005514; 0.000999; 0.00025; 3.5e-05; 1.5e-05; false; 0.007847
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-59.mata;0.0; 0.002862; 0.000238; 2.3e-05; 1.5e-05; false; 0.003616;0.0; 0.002992; 0.001586; 0.00042; 2.3e-05; 2.4e-05; false; 0.005728
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-6.mata;0.0; 0.000109; 1.7e-05; 3e-06; 1e-06; false; 0.000202;0.0; 0.000105; 6.9e-05; 2.7e-05; 3e-06; 2e-06; false; 0.000321
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-60.mata;0.01; 0.015659; 0.001492; 8.9e-05; 9.2e-05; false; 0.020361;0.01; 0.010408; 0.002293; 0.001021; 5.3e-05; 8.4e-05; false; 0.01578
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-7.mata;0.0; 0.000136; 2.2e-05; 4e-06; 1e-06; false; 0.000237;0.0; 0.000159; 5.3e-05; 1.7e-05; 3e-06; 1e-06; false; 0.000347
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-8.mata;0.0; 0.00022; 3.5e-05; 4e-06; 1e-06; false; 0.000385;0.0; 0.000196; 7.5e-05; 3.1e-05; 5e-06; 1e-06; false; 0.000451
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-9.mata;0.0; 9.1e-05; 1.9e-05; 4e-06; 2e-06; false; 0.000201;0.0; 6.7e-05; 3.9e-05; 1.1e-05; 6e-06; 1e-06; false; 0.000219
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-1.mata;0.0; 0.000369; 3e-05; 5e-06; 1e-06; false; 0.000531;0.0; 0.000206; 0.000103; 5.5e-05; 6e-06; 2e-06; false; 0.000488
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-2.mata;0.0; 0.000127; 2.5e-05; 6e-06; 1e-06; false; 0.000254;0.0; 6.7e-05; 4.5e-05; 1.2e-05; 7e-06; 1e-06; false; 0.000232
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-3.mata;0.0; 6.7e-05; 1.2e-05; 3e-06; 1e-06; false; 0.000145;0.0; 5.5e-05; 2.3e-05; 8e-06; 5e-06; 1e-06; false; 0.000157
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-4.mata;0.0; 9.6e-05; 1.7e-05; 4e-06; 2e-06; false; 0.000203;0.0; 5.4e-05; 2.5e-05; 9e-06; 6e-06; 2e-06; false; 0.000165
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-5.mata;0.0; 0.002913; 0.000458; 3e-05; 2e-05; false; 0.004316;0.0; 0.004676; 0.000852; 0.000539; 1.8e-05; 2.1e-05; false; 0.00696
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-1.mata;0.0; 0.000257; 6.2e-05; 7e-06; 4e-06; false; 0.000439;0.0; 0.000359; 0.00014; 4.5e-05; 6e-06; 4e-06; false; 0.000689
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-2.mata;0.0; 0.000102; 1.7e-05; 4e-06; 1e-06; false; 0.000229;0.0; 7.6e-05; 4.8e-05; 1.1e-05; 6e-06; 2e-06; false; 0.000258
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-3.mata;0.0; 0.000308; 4.5e-05; 6e-06; 4e-06; false; 0.00048;0.0; 0.000521; 0.000303; 8e-05; 8e-06; 1e-05; false; 0.001116
