name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO; 0.255073; 0.076619;27.965957;9.161804;MISSING;MISSING;MISSING;TO; 0.231369; 0.078724;22.45384;9.990231999999999;MISSING;MISSING;MISSING;TO; 0.268864; 0.101412;11.603372;26.064631;10.863419;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO; 0.281032; 0.095775;33.924058;10.919445;MISSING;MISSING;MISSING;TO; 0.344267; 0.131254;33.474616;8.379386;MISSING;MISSING;MISSING;TO; 0.245697; 0.076217;6.771216;35.63815;12.298349;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO; 0.342268; 0.139344;31.132207;12.076402000000002;MISSING;MISSING;MISSING;TO; 0.352052; 0.108549;29.931344;11.75902;MISSING;MISSING;MISSING;TO; 0.376465; 0.116942;8.983173;35.295543;5.6666799999999995;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO; 0.186402; 0.064093;30.659731999999998;17.681678;MISSING;MISSING;MISSING;TO; 0.27335; 0.070879;34.19757;12.809377999999999;MISSING;MISSING;MISSING;TO; 0.372943; 0.132637;6.089446000000001;38.080811999999995;5.523857;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.0; 0.002485; 0.007694;4.8e-05;1.9e-05; 1e-06; true; 0.011506;0.0; 0.002583; 0.006729;5.3e-05;2.1000000000000002e-05; 2e-06; true; 0.010698;0.0; 0.002392; 0.005813;0.000232;4.2000000000000004e-05;1.7e-05; 1e-06; true; 0.009558;1.14; 0.0122; 0.0000; 0.0009; 0.0000; 0.0000; True; 0.0010; 0.0134
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;TO; 0.226413; 0.071308;42.15123;5.912224;MISSING;MISSING;MISSING;TO; 0.322908; 0.114517;36.178186;18.417949999999998;MISSING;MISSING;MISSING;TO; 0.321244; 0.108162;7.875662;43.582229999999996;6.771993999999999;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;TO; 0.416637; 0.140663;41.302064;6.5017879999999995;MISSING;MISSING;MISSING;TO; 0.41677; 0.141613;14.959655999999999;5.984758;MISSING;MISSING;MISSING;TO; 0.391607; 0.148002;8.923573000000001;22.428254000000003;7.554028;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;TO; 0.23908; 0.082861;30.646822;19.478811;MISSING;MISSING;MISSING;TO; 0.26306; 0.100776;33.460500999999994;13.047505000000001;MISSING;MISSING;MISSING;TO; 0.469408; 0.173602;7.711667;40.431626;6.274478;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;TO; 0.466034; 0.155076;17.609345;6.747893;MISSING;MISSING;MISSING;TO; 0.42819; 0.152955;38.843536;18.033201;MISSING;MISSING;MISSING;TO; 0.289225; 0.098905;6.9722290000000005;15.888707;7.827218;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;TO; 0.314915; 0.105911;21.82207;8.06812;MISSING;MISSING;MISSING;TO; 0.460399; 0.175793;18.581895;18.351194;MISSING;MISSING;MISSING;TO; 0.457236; 0.155616;8.648036;24.240088999999998;8.386486000000001;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;TO; 0.271446; 0.099735;42.292565999999994;12.971801;MISSING;MISSING;MISSING;TO; 0.286752; 0.094878;44.991474;7.05237;MISSING;MISSING;MISSING;TO; 0.510055; 0.154855;10.260291;19.509267;7.819706999999999;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;TO; 0.56226; 0.173804;45.51578000000001;6.708231;MISSING;MISSING;MISSING;TO; 0.53467; 0.171606;50.100426;5.580928;MISSING;MISSING;MISSING;TO; 0.379506; 0.132927;11.295539;25.216907;7.392228;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;TO; 0.37319; 0.113767;23.501299;8.354227;MISSING;MISSING;MISSING;TO; 0.383257; 0.207981;41.283243;10.335759;MISSING;MISSING;MISSING;TO; 0.640431; 0.191214;9.892686000000001;25.449063000000002;8.968391;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;TO; 0.605542; 0.240177;26.816041;7.930599;MISSING;MISSING;MISSING;TO; 0.468815; 0.224796;46.002524;7.085895000000001;MISSING;MISSING;MISSING;TO; 0.633454; 0.220255;12.058199;22.410618;7.613346000000001;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;TO; 0.46894; 0.16098;18.019883999999998;8.135781000000001;MISSING;MISSING;MISSING;TO; 0.614098; 0.186533;49.721304;7.605322;MISSING;MISSING;MISSING;TO; 0.641297; 0.22103;11.677392000000001;26.543216;9.529502;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.0; 0.004986; 0.00668;0.000141;6.3e-05; 1e-06; true; 0.013566;0.01; 0.004654; 0.006593;0.00014199999999999998;5.4999999999999995e-05; 2e-06; true; 0.012938;0.01; 0.004689; 0.006439;0.00065;0.000105;4.2000000000000004e-05; 1e-06; true; 0.013235;1.28; 0.0183; 0.0000; 0.0005; 0.0000; 0.0001; True; 0.0006; 0.0193
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;TO; 0.490927; 0.12705;23.05685;10.691859000000001;MISSING;MISSING;MISSING;TO; 0.712963; 0.286921;24.848565;12.083397;MISSING;MISSING;MISSING;TO; 0.70469; 0.16764;9.788458;22.078565;9.968801;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;TO; 0.744418; 0.253942;30.117579;8.999181;MISSING;MISSING;MISSING;TO; 0.74202; 0.206947;26.257238;10.555866;MISSING;MISSING;MISSING;TO; 0.421833; 0.156674;8.519032000000001;21.094217999999998;6.841956;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;TO; 0.768091; 0.260547;31.308207;10.266619;MISSING;MISSING;MISSING;TO; 0.89529; 0.289144;29.53493;8.690522;MISSING;MISSING;MISSING;TO; 0.745329; 0.309261;13.393723;27.960304999999998;12.35011;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;TO; 0.788052; 0.274367;24.682943;8.422771000000001;MISSING;MISSING;MISSING;TO; 0.781691; 0.30847;37.767606;10.348496;MISSING;MISSING;MISSING;TO; 0.837509; 0.313475;11.177334;27.144623;8.622347;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;TO; 0.820731; 0.251914;31.637555;10.101438;MISSING;MISSING;MISSING;TO; 0.585333; 0.2115;26.985401;10.070898;MISSING;MISSING;MISSING;TO; 0.788856; 0.232173;11.934465;23.447942;7.645993;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;TO; 0.922376; 0.328088;30.896899;10.453439;MISSING;MISSING;MISSING;TO; 0.733396; 0.23929;25.207711;10.047572;MISSING;MISSING;MISSING;TO; 0.855355; 0.32553;14.478850999999999;26.508695;15.180239;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;TO; 0.646763; 0.270113;31.826848999999996;10.413250999999999;MISSING;MISSING;MISSING;TO; 0.743415; 0.387718;31.665557;11.197044;MISSING;MISSING;MISSING;TO; 1.04074; 0.438264;5.19811;36.868644;9.036626;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;TO; 0.89762; 0.30223;32.748721;11.927848;MISSING;MISSING;MISSING;TO; 0.707182; 0.411203;33.001866;11.385931;MISSING;MISSING;MISSING;TO; 1.06986; 0.24435;14.193871;25.739077;12.405781000000001;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;TO; 1.07857; 0.430043;23.355778;19.559852;MISSING;MISSING;MISSING;TO; 0.578363; 0.198736;24.944577;10.380914;MISSING;MISSING;MISSING;TO; 1.03443; 0.413803;7.469428;32.069951;12.548857000000002;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;TO; 1.05994; 0.401075;32.536455000000004;9.971008999999999;MISSING;MISSING;MISSING;TO; 1.14368; 0.463166;42.096990000000005;11.495988;MISSING;MISSING;MISSING;TO; 1.15517; 0.493738;6.015814000000001;34.824232;9.740756999999999;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.0; 0.005218; 0.00596;0.00028399999999999996;0.000158; 2e-06; true; 0.013349;0.0; 0.004442; 0.005498;0.000275;0.000138; 2e-06; true; 0.011609;0.01; 0.004222; 0.005774;0.001065;0.000225;0.000107; 1e-06; true; 0.012514;0.89; 0.0150; 0.0000; 0.0006; 0.0000; 0.0000; True; 0.0007; 0.0158
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;TO; 0.700374; 0.224604;35.243032;8.0099;MISSING;MISSING;MISSING;TO; 1.08365; 0.385062;28.384615000000004;8.830289;MISSING;MISSING;MISSING;TO; 1.22794; 0.403794;7.012467;32.840176;4.621933;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;TO; 1.24193; 0.496594;30.341461000000002;11.199005;MISSING;MISSING;MISSING;TO; 1.30046; 0.457087;35.225721;20.446185;MISSING;MISSING;MISSING;TO; 1.19692; 0.391483;7.481229;38.805326;11.05452;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;TO; 1.21056; 0.449267;38.193099000000004;12.584904;MISSING;MISSING;MISSING;TO; 1.2571; 0.441524;33.726558;10.042669;MISSING;MISSING;MISSING;TO; 1.25736; 0.458826;8.636586000000001;34.651565;5.38272;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;TO; 1.26978; 0.41332;34.864513;17.674217;MISSING;MISSING;MISSING;TO; 1.15102; 0.49628;37.883633;11.095853;MISSING;MISSING;MISSING;TO; 1.37983; 0.472431;8.492069;37.399617;5.8782890000000005;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;TO; 1.25421; 0.534545;42.151356;6.37169;MISSING;MISSING;MISSING;TO; 0.865573; 0.270056;40.649056;15.04772;MISSING;MISSING;MISSING;TO; 0.795804; 0.375107;7.102234;35.906195;13.218354999999999;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;TO; 1.48459; 0.518999;33.407993000000005;11.022487;MISSING;MISSING;MISSING;TO; 1.11995; 0.434959;35.235174;11.32866;MISSING;MISSING;MISSING;TO; 1.39494; 0.491865;8.147367;38.47527;5.571302;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;TO; 1.4137; 0.509853;40.148109;13.685423;MISSING;MISSING;MISSING;TO; 1.48885; 0.542258;36.184404;15.95177;MISSING;MISSING;MISSING;TO; 1.46424; 0.541349;7.091479;32.309360999999996;13.105481000000001;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;TO; 1.57023; 0.539023;41.976235;6.08596;MISSING;MISSING;MISSING;TO; 1.45593; 0.539857;37.330593;5.924042;MISSING;MISSING;MISSING;TO; 1.50033; 0.542889;7.464924;38.178616000000005;7.782778;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;TO; 1.54928; 0.698799;33.980546000000004;8.010589;MISSING;MISSING;MISSING;TO; 1.19302; 0.722639;49.533666000000004;6.948039;MISSING;MISSING;MISSING;TO; 1.57658; 0.633975;9.372854;14.707728;5.817314;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;TO; 1.58487; 0.59639;47.543137;7.358583;MISSING;MISSING;MISSING;TO; 1.42277; 0.322669;32.034493000000005;11.844701;MISSING;MISSING;MISSING;TO; 1.63441; 0.576082;8.990855;19.866492;6.7777;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.01; 0.011894; 0.009469;0.000902;0.000341; 3e-06; true; 0.025403;0.01; 0.011267; 0.008691;0.0009159999999999999;0.000337; 2e-06; true; 0.023277;0.02; 0.011292; 0.008254;0.004853;0.0006219999999999999;0.000235; 3e-06; true; 0.027426;1.19; 0.0322; 0.0000; 0.0020; 0.0002; 0.0003; True; 0.0025; 0.0350
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;TO; 1.24648; 0.416559;34.736205999999996;5.369068;MISSING;MISSING;MISSING;TO; 1.60975; 0.605028;46.102049;8.040061;MISSING;MISSING;MISSING;TO; 1.54584; 0.68623;8.232025;19.378477;6.271775;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.02; 0.013397; 0.00864;0.001737;0.0006299999999999999; 2e-06; true; 0.026818;0.01; 0.012738; 0.008632;0.001729;0.0007080000000000001; 3e-06; true; 0.025884;0.03; 0.014347; 0.008913;0.01452;0.0013189999999999999;0.000391; 2e-06; true; 0.041718;1.16; 0.0400; 0.0000; 0.0068; 0.0006; 0.0000; True; 0.0075; 0.0480
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.03; 0.021228; 0.011391;0.005905;0.001606; 2e-06; true; 0.043133;0.04; 0.022783; 0.012805;0.005020999999999999;0.001869; 3e-06; true; 0.045652;0.05; 0.021486; 0.011609;0.022882999999999997;0.0027990000000000003;0.0010270000000000001; 4e-06; true; 0.063288;1.34; 0.0438; 0.0000; 0.0142; 0.0011; 0.0000; True; 0.0155; 0.0600
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.05; 0.027316; 0.01232;0.013719;0.004246; 2e-06; true; 0.061194;0.05; 0.026799; 0.012901;0.01352;0.00402; 2e-06; true; 0.061037;0.06; 0.021471; 0.011248;0.027662999999999997;0.005417;0.001761; 3e-06; true; 0.07077;1.24; 0.0516; 0.0000; 0.0322; 0.0044; 0.0000; True; 0.0367; 0.0888
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
