name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;TO; 0.641265; 0.227528;34.260585000000006;15.044827;MISSING;MISSING;MISSING;TO; 0.568531; 0.183284;9.158567999999999;20.398088;7.74217;MISSING;MISSING;MISSING;TO; 0.564743; 0.179654;0.0065889999999999985;25.688473000000002;26.484911999999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;TO; 0.536803; 0.227347;44.174373;7.825047;MISSING;MISSING;MISSING;TO; 0.609137; 0.169948;9.901896999999998;21.642069;7.360887;MISSING;MISSING;MISSING;TO; 0.526969; 0.154643;0.006680000000000001;26.96491;23.435519;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;TO; 0.751252; 0.231109;37.418258;6.92148;MISSING;MISSING;MISSING;TO; 0.69248; 0.268464;10.042297;19.383519;6.754854;MISSING;MISSING;MISSING;TO; 0.601649; 0.204869;0.006813;13.590038;30.277122;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.0; 0.004479; 0.005896;0.00012800000000000002;4.8e-05; 1e-06; true; 0.011736;0.0; 0.004208; 0.005979;0.000576;9.5e-05;3.7000000000000005e-05; 1e-06; true; 0.01212;0.01; 0.004281; 0.005987;7.699999999999999e-05;0.000762;0.000733; 2.5e-05; true; 0.013923
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;TO; 0.63195; 0.217847;25.770055;8.79876;MISSING;MISSING;MISSING;TO; 0.650847; 0.258242;7.9249469999999995;39.896922;7.163601;MISSING;MISSING;MISSING;TO; 0.730089; 0.279008;0.007247000000000002;14.962489;32.881468999999996;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;TO; 0.797458; 0.247718;24.53716;9.391634;MISSING;MISSING;MISSING;TO; 0.427222; 0.185198;7.560563;42.148378;6.448513;MISSING;MISSING;MISSING;TO; 0.741337; 0.28513;0.00914;16.133122;33.143620999999996;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;TO; 0.684342; 0.215622;46.517846000000006;9.028528;MISSING;MISSING;MISSING;TO; 0.721537; 0.246465;10.717975;24.327384;8.936653;MISSING;MISSING;MISSING;TO; 0.74512; 0.279953;0.009000999999999999;16.195632;35.841406000000006;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;TO; 0.842374; 0.164882;46.759804;8.400893;MISSING;MISSING;MISSING;TO; 0.838638; 0.312291;11.508159;21.540104;8.765748;MISSING;MISSING;MISSING;TO; 0.476175; 0.199415;0.0074940000000000015;32.067561999999995;26.638486999999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;TO; 0.816856; 0.294265;25.126182;8.876677;MISSING;MISSING;MISSING;TO; 0.817351; 0.301646;11.477232;20.551897;7.266451999999999;MISSING;MISSING;MISSING;TO; 0.956778; 0.318656;0.010983999999999997;17.298281;31.594449;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;TO; 0.896662; 0.324285;47.673452;7.454097999999999;MISSING;MISSING;MISSING;TO; 0.86508; 0.2961;11.753157;24.816039;8.705623;MISSING;MISSING;MISSING;TO; 0.931886; 0.349435;0.011833000000000003;15.579388999999999;33.315876;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;TO; 0.959521; 0.436852;28.758195;10.370573;MISSING;MISSING;MISSING;TO; 0.965676; 0.343101;11.476941;29.006576;9.748483;MISSING;MISSING;MISSING;TO; 1.00676; 0.403432;0.011773999999999996;17.433889;32.034278;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;TO; 0.972014; 0.334377;22.468302;9.056961000000001;MISSING;MISSING;MISSING;TO; 0.950529; 0.314872;13.300422000000001;26.927255000000002;8.971504;MISSING;MISSING;MISSING;TO; 0.560622; 0.190847;0.006710999999999998;18.214507;35.434885;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;TO; 1.07391; 0.344883;25.135207;9.17926;MISSING;MISSING;MISSING;TO; 0.927981; 0.354114;12.308733;26.327838;10.25234;MISSING;MISSING;MISSING;TO; 1.07221; 0.370845;0.011278;17.499922;38.457227;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;TO; 1.09218; 0.343758;31.137575000000002;11.123275;MISSING;MISSING;MISSING;TO; 1.01339; 0.386581;15.81555;28.436826;9.732541000000001;MISSING;MISSING;MISSING;TO; 0.632366; 0.24824;0.007553;14.216592;31.919251000000003;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.01; 0.007879; 0.007169;0.000337;0.000126; 2e-06; true; 0.017228;0.01; 0.008323; 0.007705;0.0018419999999999999;0.000291;0.000114; 1e-06; true; 0.020301;0.02; 0.008371; 0.007671;0.00016900000000000002;0.0014720000000000002;0.001581; 4.4e-05; true; 0.022366
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;TO; 1.14977; 0.366504;35.241093;9.549928999999999;MISSING;MISSING;MISSING;TO; 0.651176; 0.238996;13.184279;26.333416;10.027625;MISSING;MISSING;MISSING;TO; 1.13916; 0.40501;0.013217999999999997;16.032817;32.103854;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;TO; 1.21224; 0.385527;30.804567999999996;12.103933000000001;MISSING;MISSING;MISSING;TO; 1.18938; 0.367769;17.034602999999997;27.669169;8.820408;MISSING;MISSING;MISSING;TO; 0.723992; 0.268196;0.008378;19.132313;19.507354999999997;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;TO; 0.692348; 0.256302;31.238149;8.963780999999999;MISSING;MISSING;MISSING;TO; 1.20765; 0.454092;15.008694;32.257248;9.861198;MISSING;MISSING;MISSING;TO; 1.04627; 0.235692;0.008151;18.908307999999998;18.630052;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;TO; 0.775669; 0.295515;30.455396;10.729895;MISSING;MISSING;MISSING;TO; 1.11674; 0.422293;6.449451;31.731012999999997;15.506123;MISSING;MISSING;MISSING;TO; 1.22381; 0.454055;0.016067000000000005;25.195382;22.974138;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;TO; 1.33097; 0.434514;30.082113;9.587986;MISSING;MISSING;MISSING;TO; 1.22258; 0.420504;13.808392;29.511055;9.15471;MISSING;MISSING;MISSING;TO; 1.40752; 0.419686;0.015591;18.500785;20.208374;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;TO; 1.38812; 0.34978;35.861184;11.650408;MISSING;MISSING;MISSING;TO; 1.20112; 0.483145;7.298857;34.394228;11.449843000000001;MISSING;MISSING;MISSING;TO; 1.28717; 0.476762;0.016136;26.454844;23.553812999999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;TO; 1.40409; 0.620028;32.787275;12.601583;MISSING;MISSING;MISSING;TO; 1.5118; 0.604476;13.562961999999999;32.837289;9.377968;MISSING;MISSING;MISSING;TO; 1.42465; 0.513613;0.015241999999999997;18.405946999999998;35.590428;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;TO; 1.37412; 0.520078;33.840446;13.299998;MISSING;MISSING;MISSING;TO; 1.34614; 0.545365;8.090639;37.332848999999996;11.778589;MISSING;MISSING;MISSING;TO; 1.36428; 0.516816;0.015407999999999995;24.720402999999997;24.153118;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;TO; 1.48455; 0.601659;35.392201;12.539652;MISSING;MISSING;MISSING;TO; 1.02952; 0.367938;15.567121;29.430082;9.762038;MISSING;MISSING;MISSING;TO; 1.57058; 0.588617;0.018459999999999997;24.016126999999997;24.82008;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;TO; 1.03806; 0.660054;32.372552;11.5014;MISSING;MISSING;MISSING;TO; 1.58152; 0.623217;8.296189;40.398889;5.265145;MISSING;MISSING;MISSING;TO; 1.53576; 0.58436;0.019088000000000004;26.516902;25.052354;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.01; 0.011074; 0.007965;0.000794;0.00028399999999999996; 1e-06; true; 0.022149;0.02; 0.010121; 0.007422;0.004668;0.000567;0.00021500000000000002; 2e-06; true; 0.02485;0.02; 0.010677; 0.007897;0.00016900000000000002;0.00188;0.002369; 3.4e-05; true; 0.02565
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;TO; 1.51998; 0.702961;31.647812;14.052519;MISSING;MISSING;MISSING;TO; 1.54368; 0.609174;7.0414639999999995;43.140189;5.422692;MISSING;MISSING;MISSING;TO; 1.71158; 0.633408;0.02228099999999999;26.442088;28.307254999999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.02; 0.01346; 0.008502;0.0017229999999999997;0.000657; 1.5e-05; true; 0.026209;0.02; 0.009206; 0.006555;0.009271;0.00081;0.000268; 2e-06; true; 0.027774;0.02; 0.008582; 0.006364;0.000225;0.0033039999999999996;0.004625; 8.3e-05; true; 0.025771
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.01; 0.01192; 0.00702;0.0027530000000000002;0.001037; 2e-06; true; 0.02452;0.02; 0.011113; 0.006816;0.012822;0.0017569999999999999;0.000652; 2e-06; true; 0.034941;0.03; 0.011011; 0.006753;0.000285;0.004593;0.007435; 0.000111; true; 0.032363
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.03; 0.014506; 0.00787;0.009854;0.003874; 6e-06; true; 0.038396;0.09; 0.030708; 0.016838;0.034955999999999994;0.007759;0.002778; 3e-06; true; 0.098337;0.11; 0.030292; 0.01431;0.000503;0.024618;0.043233999999999995; 0.000299; true; 0.11846
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.015982; 0.031442;0.0037790000000000002;1.609914;7.071416;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.018397; 0.034498;0.004693;4.388738;14.075345;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.012155; 0.025033;0.0033489999999999995;2.6206880000000004;12.153205999999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.026774; 0.055084;0.007223;3.861415;11.456429;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.03337; 0.071704;0.008889000000000001;4.476935;14.773235;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.033519; 0.073335;0.587017;1.597828;0.35939099999999996;MISSING;MISSING;MISSING;TO; 0.034842; 0.076724;0.010587;4.440842;15.834235000000001;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.038877; 0.048991;0.006999999999999998;3.3423559999999997;13.51798;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.044716; 0.104746;0.014450999999999999;7.055396;17.194340999999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.050622; 0.118267;0.016839;7.121993;18.297288;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.055053; 0.101977;0.010177000000000004;5.295976;18.363768;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-2-*.mata;0.01; 0.001371; 0.006957; 0.005695; 0.00132; 2e-06; true; 0.017031;0.0; 0.000685; 0.004525; 0.000431; 0.001447; 0.000443; 1e-06; true; 0.008566;0.02; 0.001356; 0.006858;0.000244; 0.007238; 0.00788; 0.0001; true; 0.026414
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-20-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.033064; 0.08598;0.01156;6.6416379999999995;18.972117;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-21-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.035456; 0.133609;0.021454;5.722219;17.880979;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.080397; 0.211939;0.029603000000000004;7.315580000000001;19.772094;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.045209; 0.132427;0.016589999999999997;5.843637999999999;21.536969;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.091449; 0.259962;0.036294999999999994;5.340309;21.546742;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.095409; 0.284991;0.038396000000000007;6.606011;23.387858;MISSING;MISSING;MISSING
