name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.449107; 0.111379;0.0040420000000000005
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-rhs.mata;ERR;ERR;ERR;TO; 0.444034; 0.12093; 0.000287;TO; 0.425499; 0.106993;0.003856
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-rhs.mata;TO; 0.477902; 0.130128;TO; 0.545146; 0.124901; 0.000445;TO; 0.296224; 0.091914;0.0027930000000000003
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-rhs.mata;TO; 0.050272; 0.015567;TO; 0.047073; 0.015249; 0.003003;TO; 0.050769; 0.016777;0.000478
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-rhs.mata;TO; 0.460801; 0.118857;TO; 0.496206; 0.135215; 0.000507;TO; 0.29118; 0.083502;0.003167
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-rhs.mata;TO; 0.076561; 0.021576;TO; 0.074595; 0.023397; 0.00781;TO; 0.075514; 0.021731;0.000613
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-rhs.mata;TO; 0.101532; 0.02878;TO; 0.098091; 0.027727; 0.012102;TO; 0.056284; 0.016629;0.000475
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-rhs.mata;TO; 0.122201; 0.031404;TO; 0.123003; 0.032896; 0.020736;TO; 0.125666; 0.034148;0.001035
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;TO; 0.148072; 0.038897;TO; 0.143936; 0.036299; 0.030594;TO; 0.144993; 0.037261;0.001382
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;TO; 0.167144; 0.04171;TO; 0.169175; 0.044744; 0.044616;TO; 0.168656; 0.041035;0.001369
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;TO; 0.190368; 0.046775;TO; 0.195851; 0.048249; 0.0626;TO; 0.196144; 0.048217;0.00162
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;TO; 0.212915; 0.054664;TO; 0.220596; 0.052094; 0.073292;TO; 0.231017; 0.052937;0.0019190000000000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;TO; 0.023297; 0.009275;TO; 0.013209; 0.006321; 0.000601;TO; 0.01328; 0.006446;0.00015299999999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;TO; 0.252681; 0.059401;TO; 0.236428; 0.059277; 0.0002;TO; 0.242085; 0.063072;0.002092
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;TO; 0.271892; 0.069524;TO; 0.274111; 0.066822; 0.000238;TO; 0.254941; 0.060811;0.002295
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;TO; 0.285291; 0.070235;TO; 0.292099; 0.06906; 0.000235;TO; 0.281375; 0.070548;0.0025640000000000003
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;TO; 0.326794; 0.082313;TO; 0.306658; 0.077396; 0.000258;TO; 0.325105; 0.080766;0.0029360000000000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;TO; 0.339525; 0.081047;TO; 0.334124; 0.080732; 0.000273;TO; 0.3576; 0.084952;0.0033220000000000003
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;TO; 0.346915; 0.086939;TO; 0.34483; 0.085836; 0.000308;TO; 0.220941; 0.05998;0.001992
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;TO; 0.373211; 0.090943;TO; 0.369573; 0.091841; 0.000323;TO; 0.23395; 0.064384;0.002066
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;TO; 0.406838; 0.101683;TO; 0.391551; 0.097725; 0.000334;TO; 0.243926; 0.068455;0.002262
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;TO; 0.421675; 0.106682;TO; 0.430128; 0.111263; 0.00041;TO; 0.449842; 0.111152;0.004029
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;TO; 0.447627; 0.112433;TO; 0.473552; 0.121469; 0.000518;TO; 0.460065; 0.11758;0.004515
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.050023; 0.01653;0.000433
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.475437; 0.083524;0.002973
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;TO; 0.07464; 0.023583;ERR;ERR;ERR;ERR;TO; 0.075158; 0.020935;0.000663
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.057984; 0.018359;0.00058
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;TO; 0.072223; 0.021775;ERR;ERR;ERR;ERR;TO; 0.127402; 0.034495;0.001152
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.158188; 0.047359;0.001629
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;TO; 0.162915; 0.045757;ERR;ERR;ERR;ERR;TO; 0.159795; 0.042094;0.001484
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.187832; 0.053542;0.001836
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;TO; 0.224797; 0.055186;ERR;ERR;ERR;ERR;TO; 0.134671; 0.042351;0.0012590000000000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.025322; 0.011118;0.000263
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;TO; 0.253778; 0.070384;ERR;ERR;ERR;ERR;TO; 0.237417; 0.068559;0.002266
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.162882; 0.049148;0.001597
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;ERR;ERR;ERR;TO; 0.178056; 0.055454; 0.000136;TO; 0.307293; 0.079919;0.003052
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;TO; 0.338008; 0.097029;ERR;ERR;ERR;ERR;TO; 0.342106; 0.097334;0.003442
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.364774; 0.09446;0.0033290000000000004
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;ERR;ERR;ERR;TO; 0.342319; 0.092353; 0.000278;TO; 0.315602; 0.06034;0.002068
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.385975; 0.096511;0.003464
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;TO; 0.424; 0.106801;ERR;ERR;ERR;ERR;TO; 0.431591; 0.106223;0.0038850000000000004
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.478581; 0.128507;0.005078
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;TO; 0.471453; 0.132722;ERR;ERR;ERR;ERR;TO; 0.484612; 0.123625;0.004843
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;TO; 0.047095; 0.015791;ERR;ERR;ERR;ERR;TO; 0.053089; 0.020515;0.000494
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;TO; 0.526956; 0.1305;ERR;ERR;ERR;ERR;TO; 0.517934; 0.130432;0.004808
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;ERR;ERR;ERR;TO; 0.076632; 0.023461; 0.007711;TO; 0.068302; 0.020381;0.000559
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.100236; 0.027894;0.000897
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;ERR;ERR;ERR;TO; 0.118854; 0.031486; 0.021087;TO; 0.122536; 0.033537;0.001019
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.155044; 0.041593;0.001352
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.109209; 0.033735;0.0009530000000000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;TO; 0.205059; 0.054146;ERR;ERR;ERR;ERR;TO; 0.191478; 0.048854;0.001742
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.229462; 0.059858;0.0021219999999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;TO; 0.024224; 0.010263;ERR;ERR;ERR;ERR;TO; 0.013727; 0.006694;0.000201
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.145154; 0.040785;0.001313
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;ERR;ERR;ERR;TO; 0.195455; 0.078041; 0.000239;TO; 0.277395; 0.073371;0.002335
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.317422; 0.087433;0.0030210000000000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.313626; 0.086871;0.0028650000000000004
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;TO; 0.361011; 0.098152;ERR;ERR;ERR;ERR;TO; 0.359805; 0.094511;0.002802
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.372344; 0.095782;0.0036379999999999997
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;ERR;ERR;ERR;TO; 0.404191; 0.110836; 0.000398;TO; 0.411125; 0.106674;0.003791
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.425504; 0.11087;0.0040230000000000005
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;ERR;ERR;ERR;TO; 0.455358; 0.112153; 0.000389;TO; 0.439503; 0.078142;0.0027790000000000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;TO; 0.285898; 0.095434;TO; 0.27775; 0.080804; 0.000215;TO; 0.497823; 0.133774;0.004344000000000001
