name;mata-runtime;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;ERR;2.14; 1.44849; 0.572371;0.009363999999999999;0.13908399999999999; 0.002993; false; 2.24316
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;ERR;0.02; 0.015636; 0.009658;0.000142;0.000228; 3.5e-05; false; 0.027746
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;ERR;0.03; 0.021894; 0.011853;0.000157;0.00028900000000000003; 5.9e-05; false; 0.036998
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;ERR;0.03; 0.026194; 0.012215;0.000234;0.000429; 6.4e-05; false; 0.042704
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;ERR;0.05; 0.016081; 0.03294;0.002162;0.001652; 0.000617; false; 0.065883
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;ERR;0.07; 0.020495; 0.039365;0.002718;0.002261; 0.000659; false; 0.083393
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;ERR;0.08; 0.021487; 0.045361;0.003344;0.0035680000000000004; 0.000703; false; 0.095788
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;ERR;0.1; 0.024529; 0.053465;0.003905;0.004069; 0.000811; false; 0.111247
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;ERR;0.12; 0.028553; 0.064824;0.004964;0.006072000000000001; 0.00092; false; 0.133644
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;ERR;0.12; 0.035241; 0.073109;0.0034649999999999998;0.005282; 0.001055; false; 0.138325
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;ERR;0.16; 0.028809; 0.093534;0.007422999999999999;0.012749; 0.001815; false; 0.185793
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;ERR;0.17; 0.023585; 0.081172;0.008078;0.010863999999999999; 0.001254; false; 0.177564
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;ERR;0.21; 0.044298; 0.087917;0.009724000000000002;0.021697; 0.002192; false; 0.230481
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;ERR;0.2; 0.04235; 0.109165;0.005906999999999999;0.01061; 0.001463; false; 0.225683
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-2-*.mata;ERR;0.0; 0.00117; 0.006542; 6.7e-05; 3.6e-05; 3.4e-05; false; 0.00933
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-20-*.mata;ERR;0.3; 0.061207; 0.151835;0.012083;0.027615; 0.001905; false; 0.32732
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-21-*.mata;ERR;0.32; 0.062337; 0.16524;0.012528000000000001;0.026678999999999994; 0.00213; false; 0.336971
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-*.mata;ERR;0.35; 0.062954; 0.195301;0.008591999999999999;0.027687000000000003; 0.002611; false; 0.379413
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-*.mata;ERR;0.42; 0.077698; 0.206616;0.018642;0.050672999999999996; 0.003597; false; 0.449624
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-*.mata;ERR;0.43; 0.089362; 0.169915;0.020869;0.050077; 0.003651; false; 0.455953
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-*.mata;ERR;0.47; 0.095881; 0.200783;0.017605;0.044030999999999994; 0.003344; false; 0.493578
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-*.mata;ERR;0.62; 0.098878; 0.291251;0.029899000000000002;0.069675; 0.003835; false; 0.654569
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-*.mata;ERR;0.58; 0.10408; 0.281167;0.029351000000000006;0.077739; 0.00544; false; 0.604203
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-*.mata;ERR;0.58; 0.086903; 0.284406;0.020038;0.065759; 0.005075; false; 0.598304
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-*.mata;ERR;0.8; 0.131573; 0.373966;0.038915000000000005;0.09753399999999998; 0.00652; false; 0.834855
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-*.mata;ERR;0.0; 0.00213; 0.007381;0.000185;9.400000000000001e-05; 1.8e-05; false; 0.011736
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-*.mata;ERR;0.86; 0.137946; 0.368997;0.045752999999999995;0.12587; 0.007208; false; 0.880105
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-31-*.mata;ERR;0.84; 0.150421; 0.433527;0.038757999999999994;0.11401599999999998; 0.006174; false; 0.892469
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-32-*.mata;ERR;0.83; 0.145873; 0.376494;0.038089;0.11241999999999999; 0.006766; false; 0.873657
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-33-*.mata;ERR;1.18; 0.165048; 0.529517;0.055851;0.163451; 0.008695; false; 1.2194
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-34-*.mata;ERR;1.01; 0.171135; 0.382602;0.036167;0.12226799999999999; 0.007374; false; 1.05687
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-35-*.mata;ERR;1.45; 0.209881; 0.649312;0.06633299999999999;0.20919500000000002; 0.010341; false; 1.49317
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-36-*.mata;ERR;1.21; 0.197854; 0.489777;0.0726;0.19939600000000002; 0.010523; false; 1.24749
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-37-*.mata;ERR;1.3; 0.114855; 0.557944;0.07259699999999998;0.21975199999999998; 0.011695; false; 1.34903
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-38-*.mata;ERR;1.56; 0.139301; 0.713578;0.08569199999999999;0.26929200000000003; 0.009122; false; 1.61343
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-39-*.mata;ERR;1.72; 0.247927; 0.679451;0.09435600000000001;0.306608; 0.01346; false; 1.80646
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-4-*.mata;ERR;0.01; 0.003493; 0.00928;0.00032399999999999996;0.000187; 8.4e-05; false; 0.016365
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-40-*.mata;ERR;1.77; 0.260675; 0.781777;0.08554799999999999;0.296107; 0.015661; false; 1.8403
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-41-*.mata;ERR;1.79; 0.197153; 0.727229;0.08864999999999998;0.285044; 0.011852; false; 1.86543
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-42-*.mata;ERR;1.79; 0.194481; 0.7958;0.076292;0.28370799999999996; 0.013059; false; 1.87013
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-43-*.mata;ERR;2.26; 0.304428; 0.949607;0.126666;0.39357000000000003; 0.015896; false; 2.34459
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-44-*.mata;ERR;2.73; 0.332832; 1.20038;0.13186900000000004;0.42489800000000005; 0.01983; false; 2.8182
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-45-*.mata;ERR;2.93; 0.355509; 1.34084;0.14033700000000005;0.47185900000000003; 0.017148; false; 3.01734
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-*.mata;ERR;3.09; 0.379862; 1.21808;0.15888000000000002;0.580953; 0.016714; false; 3.22578
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-*.mata;ERR;2.78; 0.386934; 1.25926;0.10919400000000001;0.5232870000000001; 0.023564; false; 2.86657
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-*.mata;ERR;2.6; 0.252563; 0.9859;0.12704000000000001;0.44020899999999996; 0.022099; false; 2.69296
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-*.mata;ERR;3.36; 0.256656; 1.43521;0.15511400000000003;0.6243639999999998; 0.022851; false; 3.46273
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-*.mata;ERR;0.01; 0.002592; 0.007339;0.00038;0.000272; 7.3e-05; false; 0.013334
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-*.mata;ERR;3.87; 0.433308; 1.84804;0.186043;0.616242; 0.018638; false; 4.01975
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-*.mata;ERR;2.95; 0.276967; 1.14626;0.14615799999999995;0.6104320000000002; 0.027922; false; 3.00179
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-52-*.mata;ERR;4.35; 0.469201; 1.90646;0.20641300000000004;0.7621399999999997; 0.032681; false; 4.48999
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-53-*.mata;ERR;4.24; 0.51473; 1.83814;0.181835;0.6993089999999998; 0.03022; false; 4.37535
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-54-*.mata;ERR;4.54; 0.514835; 2.0382;0.227912;0.8183110000000001; 0.034304; false; 4.67975
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-55-*.mata;ERR;4.35; 0.535349; 1.91771;0.15771000000000002;0.746015; 0.034061; false; 4.48078
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-56-*.mata;ERR;5.04; 0.60697; 2.10644;0.217306;0.9141290000000001; 0.039188; false; 5.16368
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-57-*.mata;ERR;5.18; 0.58253; 2.36765;0.27303499999999997;1.0486160000000002; 0.027459; false; 5.41101
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-58-*.mata;ERR;4.94; 0.522334; 2.07002;0.28635000000000005;1.0478340000000002; 0.038496; false; 5.07676
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-59-*.mata;ERR;5.23; 0.531613; 2.18192;0.25670200000000004;1.0688719999999998; 0.041395; false; 5.38824
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-6-*.mata;ERR;0.02; 0.006484; 0.014088;0.0008719999999999999;0.000648; 0.000228; false; 0.028776
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-60-*.mata;ERR;6.47; 0.603472; 2.95166;0.30811799999999995;1.2119649999999997; 0.037785; false; 6.69425
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-7-*.mata;ERR;0.03; 0.009132; 0.018102;0.000985;0.000655; 0.000244; false; 0.036059
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-8-*.mata;ERR;0.03; 0.010034; 0.022547;0.001256;0.000933; 0.000408; false; 0.044283
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-9-*.mata;ERR;0.05; 0.013792; 0.028556;0.0017549999999999998;0.0012690000000000002; 0.000589; false; 0.058313
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-10-*.mata;ERR;0.07; 0.021401; 0.037832;0.0025290000000000004;0.001976; 0.000849; false; 0.080191
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-11-*.mata;ERR;0.09; 0.028008; 0.050465;0.0032489999999999997;0.003118; 0.000775; false; 0.106062
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-12-*.mata;ERR;0.11; 0.033271; 0.056579;0.003843;0.0042840000000000005; 0.000853; false; 0.123432
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-13-*.mata;ERR;0.12; 0.037154; 0.060272;0.004411999999999999;0.004897; 0.001014; false; 0.134245
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-14-*.mata;ERR;0.12; 0.034306; 0.050974;0.006195999999999999;0.009538; 0.001076; false; 0.130521
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-15-*.mata;ERR;0.13; 0.046003; 0.060237;0.004049;0.007328; 0.001144; false; 0.147361
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-16-*.mata;ERR;0.19; 0.051926; 0.095964;0.007627999999999999;0.017060000000000002; 0.00176; false; 0.219932
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-17-*.mata;ERR;0.23; 0.047521; 0.111698;0.00898;0.017766; 0.002776; false; 0.250427
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-18-*.mata;ERR;0.26; 0.0761; 0.139361;0.008435;0.015926; 0.001768; false; 0.292513
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-19-*.mata;ERR;0.3; 0.053995; 0.146697;0.012831;0.034444; 0.002262; false; 0.32543
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-2-*.mata;ERR;0.0; 0.001566; 0.006917; 8.7e-05; 3.5e-05; 3.1e-05; false; 0.010254
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-20-*.mata;ERR;0.24; 0.065634; 0.110986;0.007639000000000001;0.015898000000000002; 0.003138; false; 0.254889
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-21-*.mata;ERR;0.33; 0.052397; 0.153912;0.015697;0.039646; 0.003294; false; 0.352541
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-22-*.mata;ERR;0.47; 0.103755; 0.221962;0.017211999999999998;0.042911; 0.003423; false; 0.498379
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-23-*.mata;ERR;0.47; 0.117557; 0.190745;0.012614;0.043199; 0.003488; false; 0.491224
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-24-*.mata;ERR;0.56; 0.122183; 0.262462;0.026788000000000003;0.062624; 0.004753; false; 0.600054
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-25-*.mata;ERR;0.61; 0.123602; 0.295174;0.023794999999999993;0.055080000000000004; 0.004242; false; 0.647163
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-26-*.mata;ERR;0.73; 0.166171; 0.328666;0.030004;0.07404599999999999; 0.005427; false; 0.769169
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-27-*.mata;ERR;0.79; 0.157961; 0.351225;0.03485099999999999;0.103225; 0.007494; false; 0.831091
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-28-*.mata;ERR;0.67; 0.141534; 0.300576;0.023544;0.09116600000000001; 0.007645; false; 0.68806
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-29-*.mata;ERR;0.76; 0.114167; 0.368999;0.026815999999999996;0.102014; 0.007911; false; 0.788302
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-3-*.mata;ERR;0.0; 0.002322; 0.009246;0.00024199999999999997;0.000123; 5.5e-05; false; 0.014564
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-30-*.mata;ERR;0.87; 0.179895; 0.40465;0.037855999999999994;0.11645499999999999; 0.006391; false; 0.916273
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-31-*.mata;ERR;0.98; 0.185407; 0.422208;0.052111000000000005;0.14041399999999998; 0.009201; false; 1.02569
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-32-*.mata;ERR;1.14; 0.222767; 0.51528;0.04992600000000001;0.13960899999999998; 0.007647; false; 1.20158
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-33-*.mata;ERR;1.27; 0.162174; 0.548328;0.06419700000000002;0.180225; 0.009761; false; 1.31007
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-34-*.mata;ERR;1.42; 0.240987; 0.655631;0.06788399999999999;0.19676299999999994; 0.008119; false; 1.48745
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-35-*.mata;ERR;1.35; 0.210254; 0.68438;0.053368999999999986;0.18703499999999995; 0.009255; false; 1.42534
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-36-*.mata;ERR;1.51; 0.178729; 0.664118;0.07778;0.222597; 0.012307; false; 1.57176
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-37-*.mata;ERR;1.79; 0.336974; 0.803389;0.084693;0.26282600000000006; 0.013466; false; 1.86406
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-38-*.mata;ERR;1.64; 0.284007; 0.57616;0.05318099999999999;0.22547500000000004; 0.013185; false; 1.68269
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-39-*.mata;ERR;1.77; 0.261791; 0.937237;0.052355000000000006;0.232353; 0.011875; false; 1.87322
