name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-uni;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;8.67;0.3064391770000001;1.9349670059999997; 0.348674156; 0.004458388; false; 2.314522513; 3.250712467
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;8.52;0.3434984300000001;1.7929920639999997; 0.384399437; 0.015235528; false; 2.204985727; 3.228828884
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;9.16;0.22403195899999995;1.9442615180000002; 0.343780043; 0.015155841; false; 2.36577007; 3.400873932
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;8.6;0.421110018;1.8769862349999997; 0.314803828; 0.003819224; false; 2.22551679; 3.170545929
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;1.34;0.082994895;0.159850398; 0.061867894; 0.004215592; false; 0.240935652; 0.526679021
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;9.73;0.24199508800000005;2.376967017; 0.555586249; 0.002665022; false; 3.185568313; 3.79078057
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;8.91;0.313891052;1.9439746849999995; 0.561784094; 0.002327359; false; 2.533666048; 3.403298812
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;9.62;0.4217804460000001;2.5608080230000003; 0.45164016; 0.004982338; false; 3.07211616; 4.221113835
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;10.18;0.5021507409999999;2.630710375; 0.440968005; 0.015456617; false; 3.114847163; 4.418507022
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;10.4;0.428591545;2.368999491; 0.425194707; 0.003592218; false; 2.828207334; 3.951539649
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;10.22;0.49580224600000017;2.2463967679999985; 0.298557833; 0.003444952; false; 2.563800007; 3.754405963
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;11.03;0.292037678;2.4376580760000004; 0.849636464; 0.027571058; false; 3.330513144; 4.134769409
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;10.44;0.414218167;2.799099147000001; 0.307843074; 0.006891093; false; 3.155654451; 4.106035706
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;10.92;0.5124345419999999;2.849922879000001; 0.59288239; 0.007968811; false; 3.499018968; 4.639231743
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;11.18;0.48932775700000003;3.0694905909999997; 0.453714351; 0.002775867; false; 3.58585466; 5.000922108
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;1.46;0.07785300199999999;0.17874860199999998; 0.06315774; 0.004489689; false; 0.277662568; 0.501150096
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;11.1;0.334306412;2.406881515; 0.384590395; 0.00268741; false; 3.079203807; 4.162396746
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;1.45;0.118927421;0.19300156800000004; 0.045656526; 0.002789393; false; 0.257804712; 0.650967938
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;1.55;0.11104168200000002;0.16710018299999999; 0.059179248; 0.002244759; false; 0.251326029; 0.612712726
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;1.6;0.101444143;0.239895293; 0.069804186; 0.002237183; false; 0.329931158; 0.655570815
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;5.12;0.254153476;1.941747865; 0.073082196; 0.002770045; false; 2.056430224; 2.788277592
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;5.23;0.32813836599999996;1.9192580760000002; 0.081395788; 0.002460615; false; 2.026656071; 2.790071871
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;5.57;0.31551451999999997;2.2187300629999998; 0.132259825; 0.002406405; false; 2.372111685; 3.187830569
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;6.5;0.3958166189999999;2.3863065459999997; 0.067640817; 0.002546533; false; 2.464537303; 3.445368904
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;7.13;0.33173025;3.2135740810000004; 0.089907716; 0.039200468; false; 3.353023753; 4.282208198
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;9.4;0.31520539000000003;4.446820541; 0.108671062; 0.002614743; false; 4.578777675; 5.669927967
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;8.52;0.410750739;4.112295003000001; 0.08993662; 0.002405235; false; 4.230677398; 5.293804177
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;9.67;0.497172504;5.478894724; 0.09342028; 0.002118259; false; 5.596880529; 6.852919143
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;10.94;0.533999295;5.083412399999999; 0.113118223; 0.002485294; false; 5.217666594; 6.621651164
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;10.61;0.7746000809999999;5.708305945000001; 0.090324408; 0.002942477; false; 5.860765318; 7.406537447
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-2-*.mata;1.48;0.090600523;0.157417694; 0.033805445; 0.002412363; false; 0.201113459; 0.538452052
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-20-*.mata;11.56;0.3548483559999999;6.576310334000001; 0.104673657; 0.002400838; false; 6.712460204; 7.811813465
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-21-*.mata;12.95;0.3811097560000001;7.486868487999999; 0.107477071; 0.008753046; false; 7.636180079; 9.07001171
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-*.mata;13.16;0.428810631;9.250560109; 0.081666504; 0.002618125; false; 9.3777043; 10.773623316
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-*.mata;14.94;0.357682501;8.789433193999999; 0.09003254; 0.002166774; false; 8.906027761; 10.372550276
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-*.mata;16.24;0.5517996260000001;10.280013453; 0.069440882; 0.002726484; false; 10.366151954; 12.089396679
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-*.mata;16.29;0.33421189200000007;10.527689894999996; 0.090779891; 0.002424366; false; 10.644420817; 12.020347003
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-*.mata;16.81;0.4032803690000001;11.454963506; 0.063225463; 0.00242231; false; 11.540983541; 12.873551826
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-*.mata;19.26;0.49610359100000007;12.761966777000003; 0.107804588; 0.018257205; false; 12.90854066; 14.38858862
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-*.mata;21.23;0.6276885700000001;14.037337516000001; 0.07188246; 0.00253448; false; 14.123335105; 15.885578243
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-*.mata;21.05;0.7315385260000001;14.955047945; 0.094008316; 0.013433337; false; 15.075530565; 16.922088197
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-*.mata;1.82;0.098039876;0.344171195; 0.076905802; 0.002764962; false; 0.434608346; 0.826025769
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-*.mata;24.36;0.577021258;16.483240829000003; 0.092987566; 0.002351468; false; 16.602770391; 18.311385971
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-31-*.mata;26.82;0.7535614990000002;19.153830317; 0.110552656; 0.040704318; false; 19.335159011; 21.125679608
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-32-*.mata;27.28;0.6602418560000002;18.799851696; 0.091203932; 0.002366897; false; 18.918478239; 20.748512891
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-33-*.mata;27.94;0.8194694509999998;20.067702554000004; 0.148393329; 0.00236446; false; 20.243075807; 22.494625237
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-34-*.mata;32.02;0.803012451;23.092398434; 0.188434012; 0.002812066; false; 23.296128542; 25.150059505
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-35-*.mata;35.12;1.0403830259999998;27.203952713000003; 0.098729242; 0.002228244; false; 27.32687031; 29.342581129
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-36-*.mata;37.0;0.9180622830000001;27.964826236999993; 0.085757091; 0.002401852; false; 28.078945196; 30.210980355
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-37-*.mata;39.28;0.806615833;31.055422625000006; 0.162127511; 0.016016031; false; 31.252923692; 33.095325298
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-38-*.mata;42.36;1.0323321390000002;32.27791409100001; 0.166453555; 0.003196945; false; 32.474320588; 34.815711401
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-39-*.mata;40.69;1.0394232700000001;32.980152146; 0.131802639; 0.002324935; false; 33.128374046; 35.358861648
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-4-*.mata;1.96;0.058471717000000006;0.30227089599999996; 0.032576689; 0.003108464; false; 0.359736062; 0.612794604
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-40-*.mata;45.42;0.8296310199999999;36.674848727; 0.089647999; 0.002732805; false; 36.781477912; 38.890054877
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-41-*.mata;50.23;1.016791663;40.39063184299999; 0.099846541; 0.010090558; false; 40.513638985; 42.96706992
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-42-*.mata;48.4;1.347760497;38.168584609; 0.14192412; 0.002533445; false; 38.35530721; 41.016131194
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-43-*.mata;56.16;1.3154251300000002;44.155012805999995; 0.116731531; 0.003014073; false; 44.293387634; 47.041197023
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-44-*.mata;59.45;1.4984469089999999;45.338231212; 0.121060728; 0.003335493; false; 45.488193956; 48.361966259
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-45-*.mata;TO;1.6700352100000007;51.812478883;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-*.mata;TO;1.5161443230000005;51.540175596000005;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-*.mata;63.81;1.7347744890000008;51.38202429199999; 0.140988476; 0.002227217; false; 51.548048379; 54.845265618
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-*.mata;TO;1.8660990399999997;51.900816530000014; 0.134220417; 0.002428315; false; 52.064914981; 55.576237827
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-*.mata;TO;2.012175316999999;51.86961843599999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-*.mata;2.22;0.088006209;0.3406663139999999; 0.043735238; 0.002293022; false; 0.394650823; 0.737251137
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-*.mata;TO;1.8071016869999996;51.956210079000016;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-*.mata;TO;1.992386155;49.008612839;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-52-*.mata;TO;1.9121374469999999;49.01614078499999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-53-*.mata;TO;1.9992146669999997;49.51147528099999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-54-*.mata;TO;2.1947031889999993;48.79831961;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-55-*.mata;TO;2.8472669770000003;50.392826834;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-56-*.mata;TO;2.683549089;49.37285306399999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-57-*.mata;TO;2.904952016;46.97722019200002;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-58-*.mata;TO;3.019886162;46.316586843;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-59-*.mata;TO;3.2093975419999987;46.89766584800001;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-6-*.mata;2.46;0.162113916;0.542706653; 0.035109648; 0.002279697; false; 0.595258574; 1.032940192
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-60-*.mata;TO;3.0637475770000004;45.321454498;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-7-*.mata;3.29;0.176926086;0.738771635; 0.033649269; 0.00238848; false; 0.782747456; 1.265778072
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-8-*.mata;3.73;0.089189725;0.7569409559999999; 0.031613063; 0.002188461; false; 0.79813044; 1.209306288
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-9-*.mata;4.47;0.121110402;0.975598581; 0.07343454; 0.002036732; false; 1.070919857; 1.419047802
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-10-*.mata;TO;0.205613199;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-11-*.mata;TO;0.147453483;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-12-*.mata;TO;0.14250655099999998;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-13-*.mata;TO;0.24640258200000004;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-14-*.mata;TO;0.339729933;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-15-*.mata;TO;0.432086081;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-16-*.mata;TO;0.439762499;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-17-*.mata;TO;0.33278118700000003;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-18-*.mata;TO;0.374675279;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-19-*.mata;TO;0.5452768110000001;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-2-*.mata;TO;0.049831868;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-20-*.mata;TO;0.36286734;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-21-*.mata;TO;0.31379704500000005;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-22-*.mata;TO;0.30771161799999996;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-23-*.mata;TO;0.351144953;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-24-*.mata;TO;0.406342701;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-25-*.mata;TO;0.259039959;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-26-*.mata;TO;0.4579891259999999;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-27-*.mata;TO;0.41129567800000005;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-28-*.mata;TO;0.5937948649999999;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-29-*.mata;TO;0.7510660930000002;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-3-*.mata;TO;0.065596466;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-30-*.mata;TO;0.656083069;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-31-*.mata;TO;0.6829096150000001;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-32-*.mata;TO;0.844400453;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-33-*.mata;TO;0.8849191020000001;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-34-*.mata;TO;0.8784820499999999;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-35-*.mata;TO;0.824013608;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-36-*.mata;TO;1.1835658489999998;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-37-*.mata;TO;1.0289968049999998;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-38-*.mata;TO;0.8464568880000001;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-39-*.mata;TO;1.3238403520000002;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-4-*.mata;TO;0.08824927199999999;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-40-*.mata;TO;1.5634628799999997;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-41-*.mata;TO;1.6308835569999995;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-42-*.mata;TO;1.5675621420000003;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
