name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-intersection;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-automatalib-uni
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10608-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10608-*.mata;1.22;0.026089651999999998;0.074604786;0.019051132999999998;0.024652115; 0.002502023; false; 0.131501326; 0.243589955; 0.001093598
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10611-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10611-*.mata;1.15;0.042639109999999994;0.090400413;0.042087491000000005;0.047419939; 0.002051954; false; 0.194239734; 0.347352306;0.0014559529999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10629-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10629-*.mata;1.11;0.024820011;0.061262219;0.018688751;0.022161746; 0.002165753; false; 0.114282742; 0.285715254; 0.001373509
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10634-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10634-*.mata;1.17;0.033886265;0.064811049;0.017869007000000003;0.030250641; 0.002041516; false; 0.124192504; 0.254124213; 0.001174215
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10642-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10642-*.mata;1.2;0.037332591;0.11984534100000001;0.028567683999999996;0.045225093; 0.002418361; false; 0.210670933; 0.362036577; 0.001452078
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10650-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10650-*.mata;1.35;0.047105347;0.07935945;0.020143606999999994;0.027855644000000002; 0.002209203; false; 0.141809275; 0.312096119;0.0018629979999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10657-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10657-*.mata;1.14;0.044922141;0.049481678;0.022164182;0.023405646999999998; 0.001429164; false; 0.104283199; 0.223454768; 8.84948E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10663-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10663-*.mata;1.14;0.030828018;0.07216366;0.017829444;0.035212076999999994; 0.002165142; false; 0.137997563; 0.236755518; 9.05046E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10669-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10669-*.mata;1.17;0.022274795;0.071214053;0.022357112999999998;0.023305255; 0.002230986; false; 0.130527297; 0.254012179; 0.001673944
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10675-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10675-*.mata;1.25;0.034122544000000005;0.06849180899999999;0.017327508;0.021152179; 0.002476147; false; 0.12024388; 0.252313978; 0.001658069
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10680-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10680-*.mata;1.24;0.030830287999999997;0.092800379;0.032632776;0.053354564; 0.00265336; false; 0.199536131; 0.313611565; 0.002483251
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10681-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10681-*.mata;1.25;0.036093523;0.0637392;0.024190491000000005;0.030300070999999998; 0.002348114; false; 0.134100438; 0.28863008;0.002257226
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10682-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10682-*.mata;1.28;0.044345116000000004;0.113311849;0.021544585;0.025523518000000002; 0.00201355; false; 0.175715612; 0.317069779;0.002033578
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10684-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query10684-*.mata;1.21;0.023327126;0.056813619999999995;0.016139617999999998;0.020296840000000003; 0.001824909; false; 0.103245215; 0.208756719; 0.001123771
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3111-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3111-*.mata;1.25;0.059872744;0.10888250299999999;0.023263742;0.04290849399999999; 0.001744576; false; 0.203153288; 0.404211128;0.002122242
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3189-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3189-*.mata;1.25;0.052336799999999996;0.0794524;0.027080759000000003;0.024710192; 0.00254639; false; 0.145040696; 0.287440889; 0.001074463
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3214-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3214-*.mata;1.22;0.032371610999999995;0.092048027;0.027463467000000002;0.034947851; 0.002054447; false; 0.169753725; 0.326216038;0.001627131
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3231-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3231-*.mata;1.28;0.051617239;0.06355234;0.025617137;0.039364371; 0.001531303; false; 0.140765714; 0.328312195;0.001692599
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-*.mata;1.24;0.051334769;0.06990079599999999;0.028129317999999997;0.039060664; 0.002768044; false; 0.16356606; 0.350901975;0.00220125
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-*.mata;1.19;0.030897489;0.077281407;0.021517683000000003;0.026796509; 0.002512246; false; 0.141172721; 0.265924744;0.001776931
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-*.mata;1.27;0.050873047;0.11072275000000001;0.030897762999999998;0.053927218; 0.002353619; false; 0.21257686; 0.363142709;0.003361515
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-*.mata;1.21;0.043742209;0.068661234;0.018982818;0.026752214; 0.001651094; false; 0.126296829; 0.287894736;0.00145926
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-*.mata;1.19;0.049392509;0.108780398;0.030376676999999994;0.037835179000000004; 0.001902324; false; 0.195853728; 0.344380127;0.001564291
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-*.mata;1.22;0.03573286;0.120448812;0.027636918;0.036997098; 0.002101468; false; 0.203770883; 0.318626649;0.001771019
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-*.mata;1.2;0.046428531;0.112644272;0.037161918999999995;0.053386619; 0.005072771; false; 0.236273461; 0.379159366;0.002886132
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-*.mata;1.15;0.024776780999999998;0.056964058000000005;0.01537467;0.022943745; 0.001670879; false; 0.106667806; 0.193809396;0.001054462
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-*.mata;1.2;0.031933133;0.066060214;0.019528171999999996;0.025478529999999996; 0.00219056; false; 0.126963266; 0.24437422;0.001833318
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-*.mata;1.22;0.057680936;0.07397086;0.022872286;0.028912095999999998; 0.014690274; false; 0.15767311; 0.329792543;0.002169622
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-*.mata;1.21;0.046060766;0.08371348699999999;0.025599831999999996;0.04109359700000001; 0.002331409; false; 0.189333034; 0.383993492;0.006106449999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-*.mata;1.18;0.034899905;0.06485440099999999;0.025237078;0.027045467; 0.003384447; false; 0.133656458; 0.265242209;0.001711365
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-*.mata;1.24;0.065296972;0.07102324499999998;0.022197616000000003;0.03688832699999999; 0.002577275; false; 0.146438802; 0.394375842;0.0020252819999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-*.mata;1.32;0.035559904;0.103283473;0.046662107999999994;0.046446997000000004; 0.004578004; false; 0.227145731; 0.365320388;0.002792093
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-*.mata;1.17;0.043316998;0.06717772999999999;0.029042157000000002;0.032679032999999996; 0.002213552; false; 0.143514124; 0.294924368;0.0016901849999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-*.mata;1.28;0.043513165000000006;0.08001897499999998;0.033888361;0.054797648; 0.001790223; false; 0.187350344; 0.36409166;0.002178826
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-*.mata;1.25;0.063343335;0.082700261;0.023867567000000003;0.04331506; 0.002368814; false; 0.167716196; 0.344825116;0.002092338
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-*.mata;1.27;0.04722113;0.08754720899999999;0.046188457;0.045276373; 0.008010767; false; 0.201774241; 0.360830793;0.002143405
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-*.mata;1.29;0.029219504;0.065433646;0.024032321;0.025627513999999997; 0.002151216; false; 0.129473468; 0.262588835;0.001601985
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-*.mata;1.26;0.039030901;0.07482348800000001;0.020229809;0.024492338; 0.002186086; false; 0.133722347; 0.272510494;0.0016516389999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-*.mata;1.27;0.038445995;0.06344971;0.020731120999999998;0.03525044; 0.002310698; false; 0.134912514; 0.261845633;0.001490235
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-*.mata;1.25;0.038830809;0.101278221;0.028235728999999998;0.031735171; 0.002121744; false; 0.178917448; 0.314267055;0.002785718
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-*.mata;1.33;0.042838291;0.087264906;0.042250146;0.048660267; 0.004331946; false; 0.204484126; 0.363884827;0.0076965589999999995
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-*.mata;1.28;0.048315502999999996;0.11390584899999999;0.018718182;0.034787836; 0.002170406; false; 0.186612831; 0.354599624;0.0018878039999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3950-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3950-*.mata;1.26;0.034644222;0.062087302;0.021401176999999997;0.036870096; 0.002224583; false; 0.135503536; 0.267281099;0.002084185
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4255-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4255-*.mata;1.3;0.032949331;0.061129442;0.020932334;0.025944744; 0.002443951; false; 0.124246418; 0.255587189;0.002158524
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4443-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4443-*.mata;1.27;0.038141720000000004;0.07489314500000001;0.039198679;0.038665726; 0.002077944; false; 0.180743208; 0.307958863;0.00311247
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4673-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4673-*.mata;1.17;0.049995095;0.11147392599999999;0.035281356;0.04873713700000001; 0.006488588; false; 0.225830923; 0.399876179;0.003151241
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4858-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4858-*.mata;1.31;0.066961761;0.07700053800000001;0.05356443799999999;0.034036404; 0.002391981; false; 0.183886674; 0.347073001;0.0025835529999999997
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4860-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4860-*.mata;1.21;0.05271610400000001;0.07227586700000001;0.041254938;0.050003693999999994; 0.002356056; false; 0.180347151; 0.331057556;0.002376544
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4871-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4871-*.mata;1.25;0.032691116;0.061476797;0.023149192;0.027865400999999998; 0.002146068; false; 0.12784514; 0.277080078;0.0026036139999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5100-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5100-*.mata;1.36;0.037592005;0.071393994;0.02146212;0.026983706; 0.001948142; false; 0.134468627; 0.272678269;0.002115529
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5108-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5108-*.mata;1.23;0.031002214;0.06981803300000002;0.02078426;0.030939497; 0.002424238; false; 0.138661167; 0.255767479;0.002083412
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5196-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5196-*.mata;1.35;0.034061635;0.094759181;0.022208194;0.027198085999999996; 0.002088971; false; 0.161513917; 0.289658429;0.001855561
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5197-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5197-*.mata;1.25;0.066930571;0.07133471500000002;0.031769468;0.026565469; 0.001764337; false; 0.142149005; 0.32741223;0.001915569
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5315-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5315-*.mata;1.17;0.060479702999999996;0.09825316;0.016618167;0.023728895000000003; 0.001971723; false; 0.159747726; 0.37975904;0.002082945
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5423-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5423-*.mata;1.29;0.035800925;0.070031519;0.022629201;0.030484044000000002; 0.002101257; false; 0.139639812; 0.297399091;0.002131329
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5519-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5519-*.mata;1.34;0.036685549;0.063055281;0.020614594000000003;0.026137564; 0.002061581; false; 0.124558752; 0.262811304;0.0019035800000000002
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5582-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5582-*.mata;1.29;0.040820937999999994;0.06439776800000001;0.021379932999999997;0.024596788; 0.002432753; false; 0.128236987; 0.289518732;0.001700343
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5700-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5700-*.mata;1.23;0.036834266000000004;0.10651996000000001;0.044365036999999996;0.062710244; 0.0086615; false; 0.24360805; 0.400710247;0.0037099259999999997
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5852-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5852-*.mata;1.33;0.047563867999999995;0.083991152;0.035598635000000003;0.029451846999999996; 0.001797815; false; 0.165743492; 0.341449892;0.002451666
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6203-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6203-*.mata;1.24;0.040513404;0.05988801700000001;0.01777986;0.026801214; 0.001847757; false; 0.116437664; 0.307303223; 9.40906E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6221-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6221-*.mata;1.31;0.07156333;0.085176844;0.026001757;0.04114768100000001; 0.002402996; false; 0.176968251; 0.358542909;0.0021145499999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6223-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6223-*.mata;1.25;0.037442999;0.077515713;0.027848945;0.032112181000000004; 0.007709433; false; 0.162955608; 0.303392904;0.002123317
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6796-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6796-*.mata;1.28;0.034380677;0.099569581;0.022046267999999997;0.041865928999999996; 0.011999892; false; 0.187981034; 0.353116332;0.002097197
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6842-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6842-*.mata;1.19;0.046716966;0.11304529399999999;0.031250122;0.040015153; 0.002264237; false; 0.201612785; 0.332893145;0.0020871730000000003
