name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;automata-uni;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;automata-min-uni
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3189-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3189-*.mata;0.24;0.0541428;0.009657399999999998;0.097551;0.0147807; 0.0000998000; False; 0.1296125000; 0.2284179000; 0.0047646000;0.88;0.037142699999999994;0.009741;0.10976040000000001;0.0159325; 0.0001134000; False; 0.1419992000; 0.2178563000; 0.0036063000
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3214-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3214-*.mata;0.2;0.046754000000000004;0.008797700000000002;0.09346360000000001;0.014830900000000001; 0.0001083000; False; 0.1356757000; 0.2197708000;0.0032073;0.82;0.0224129;0.005731700000000001;0.0693745;0.0092933; 0.0001259000; False; 0.0898399000; 0.1438528000;0.0032278
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3231-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3231-*.mata;0.23;0.04685509999999999;0.008754499999999998;0.0991275;0.0144126; 0.0001300000; False; 0.1299017000; 0.2204061000;0.0046529;0.99;0.035646199999999996;0.009006099999999998;0.1026335;0.0158877; 0.0001745000; False; 0.1357777000; 0.2245792000;0.0052688
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-*.mata;0.17;0.0289883;0.0059955;0.08745119999999999;0.009594; 0.0001291000; False; 0.1117825000; 0.1670317000;0.005174;0.85;0.0256789;0.008814399999999995;0.15638110000000002;0.0158253; 0.0001363000; False; 0.1892754000; 0.2500685000;0.0053431
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-*.mata;0.23;0.049767599999999995;0.009411899999999997;0.0998619;0.015348599999999999; 0.0001210000; False; 0.1356840000; 0.2325453000;0.0051839;1.02;0.0365896;0.009856400000000001;0.1180186;0.016427399999999998; 0.0001206000; False; 0.1529061000; 0.2416648000;0.005537
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-*.mata;0.14;0.0283417;0.005545199999999998;0.06234100000000001;0.008601100000000002; 0.0001653000; False; 0.0825577000; 0.1362556000;0.0030784000000000002;0.93;0.035835200000000005;0.008509399999999997;0.1113296;0.014983; 0.0002099000; False; 0.1423636000; 0.2294553000;0.0034422
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-*.mata;0.18;0.038668299999999996;0.010290299999999997;0.09814020000000001;0.0273931; 0.0001265000; False; 0.1422048000; 0.2143252000;0.0031141999999999997;0.9;0.0227534;0.005898500000000001;0.1035634;0.0092339; 0.0001374000; False; 0.1373523000; 0.1919050000;0.0051599
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-*.mata;0.14;0.029314000000000003;0.005876199999999998;0.0587829;0.0089636; 0.0001013000; False; 0.0787758000; 0.1347735000;0.0031309;0.95;0.023136700000000003;0.005708500000000001;0.1044745;0.0097806; 0.0000872000; False; 0.1274198000; 0.1970204000;0.0054045000000000004
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-*.mata;0.23;0.07190070000000001;0.008960800000000003;0.10188349999999999;0.016721899999999998; 0.0001270000; False; 0.1362728000; 0.2677058000;0.0055406;0.89;0.035889;0.006050399999999998;0.1104927;0.0172415; 0.0001662000; False; 0.1428801000; 0.2295918000;0.0051542
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-*.mata;0.2;0.041351200000000005;0.008848099999999998;0.09549270000000001;0.014292699999999997; 0.0001033000; False; 0.1265290000; 0.1993115000;0.0048839999999999995;0.82;0.0250773;0.006343700000000002;0.0783607;0.010759500000000002; 0.0001587000; False; 0.1016498000; 0.1623115000;0.0036631999999999997
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-*.mata;0.22;0.0448188;0.008631499999999999;0.0933847;0.0140938; 0.0001011000; False; 0.1253661000; 0.2107032000;0.0049967;0.95;0.0414046;0.008585800000000001;0.13934319999999997;0.0150947; 0.0001550000; False; 0.1704839000; 0.2996962000;0.0045152000000000005
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-*.mata;0.21;0.045391100000000004;0.006226500000000001;0.0980417;0.012618899999999999; 0.0001107000; False; 0.1246471000; 0.2101763000;0.0049724999999999995;0.95;0.0570316;0.008989199999999998;0.08266649999999999;0.015206200000000001; 0.0000857000; False; 0.1144906000; 0.2371524000;0.0049304
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-*.mata;0.21;0.0443352;0.006040900000000002;0.098808;0.009193300000000001; 0.0001257000; False; 0.1217180000; 0.2066054000;0.0054022;0.91;0.036406;0.0058769;0.1034707;0.0098463; 0.0001768000; False; 0.1249751000; 0.2115562000;0.0034026
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-*.mata;0.21;0.04540809999999999;0.0069086;0.09440069999999998;0.014838800000000001; 0.0002056000; False; 0.1250611000; 0.2080772000;0.0051084;1.06;0.0366307;0.008756700000000001;0.1149814;0.0159825; 0.0001705000; False; 0.1477970000; 0.2352319000;0.0052841
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-*.mata;0.18;0.03245220000000001;0.009359099999999999;0.0788794;0.0148408; 0.0001002000; False; 0.1090650000; 0.1733355000;0.0030769;0.93;0.03634110000000001;0.0086135;0.10625860000000001;0.0152749; 0.0001896000; False; 0.1387382000; 0.2264145000;0.0048192
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-*.mata;0.17;0.0301649;0.0059468;0.0928101;0.0131516; 0.0001174000; False; 0.1192811000; 0.1771479000;0.0051699;0.94;0.062333299999999994;0.008793299999999999;0.10653319999999998;0.0160403; 0.0001363000; False; 0.1385824000; 0.2619409000;0.0042689
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-*.mata;0.24;0.0486509;0.009540300000000003;0.1216308;0.016725; 0.0001826000; False; 0.1563852000; 0.2482932000;0.0051698000000000004;0.86;0.07524439999999999;0.005586;0.1256315;0.009976700000000002; 0.0001020000; False; 0.1577022000; 0.2816069000;0.0144501
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-*.mata;0.22;0.0452525;0.008496899999999998;0.0972667;0.014226; 0.0001294000; False; 0.1280618000; 0.2145022000;0.0049938;0.84;0.0283705;0.0059073;0.11095079999999999;0.011698; 0.0001315000; False; 0.1365369000; 0.2150146000;0.0053835
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-*.mata;0.23;0.0448948;0.0090417;0.09989540000000001;0.015619799999999998; 0.0001187000; False; 0.1325728000; 0.2198351000;0.0049119;0.94;0.0351311;0.008596299999999998;0.11713420000000001;0.0151854; 0.0001976000; False; 0.1492539000; 0.2376869000;0.0051709
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-*.mata;0.22;0.047288800000000006;0.0089071;0.10763930000000001;0.015027800000000001; 0.0001271000; False; 0.1393804000; 0.2274805000;0.0048467;1.02;0.05819400000000001;0.0098019;0.12165619999999999;0.0184193; 0.0001139000; False; 0.1582845000; 0.2892780000;0.0052577
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-*.mata;0.23;0.047498700000000005;0.0095122;0.13175639999999997;0.0147797; 0.0001067000; False; 0.1642435000; 0.2483334000;0.004947;0.96;0.023717199999999997;0.005696399999999999;0.06787910000000001;0.0091894; 0.0000885000; False; 0.0879260000; 0.1444912000;0.0032412
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-*.mata;0.22;0.046683199999999994;0.008280299999999997;0.09459210000000001;0.010980900000000002; 0.0001201000; False; 0.1208752000; 0.2080920000;0.004900900000000001;0.8;0.033663900000000004;0.0093225;0.12121099999999999;0.017407600000000002; 0.0001172000; False; 0.1571245000; 0.2281807000;0.005889800000000001
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-*.mata;0.19;0.0372839;0.005758699999999999;0.0744939;0.009427499999999998; 0.0001308000; False; 0.0954422000; 0.1836828000;0.0036068;0.89;0.0566243;0.009307;0.1170108;0.016983; 0.0001273000; False; 0.1536752000; 0.2879102000;0.0058368000000000005
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-*.mata;0.19;0.03218239999999999;0.006087500000000002;0.0958843;0.0108535; 0.0001983000; False; 0.1200926000; 0.1839113000;0.0048316;0.94;0.0552291;0.0062219000000000016;0.10740580000000001;0.010875399999999999; 0.0001326000; False; 0.1331263000; 0.2622868000;0.0060184999999999995
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-*.mata;0.21;0.047028099999999996;0.009415400000000004;0.08568559999999999;0.010267800000000002; 0.0001651000; False; 0.1132325000; 0.2036782000;0.0034538;0.88;0.0343059;0.009219900000000003;0.12750280000000003;0.0157241; 0.0001867000; False; 0.1609234000; 0.2313858000;0.0053342
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-*.mata;0.23;0.08061089999999999;0.0086082;0.13856749999999998;0.014584899999999998; 0.0001444000; False; 0.1696396000; 0.2931039000;0.0050983;1.1;0.0376235;0.008971600000000001;0.1138939;0.015798200000000002; 0.0001093000; False; 0.1469823000; 0.2322713000;0.0052496999999999995
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-*.mata;0.23;0.0465415;0.0088586;0.10146300000000001;0.0146826; 0.0002285000; False; 0.1328922000; 0.2210469000;0.0048931;0.86;0.0291847;0.0061101;0.085051;0.010835; 0.0001742000; False; 0.1078261000; 0.1833816000;0.0034311000000000003
