name;explicit-stats-runtime;explicit-stats-min-alph;explicit-stats-avg-alph;explicit-stats-max-alph;explicit-stats-min-states;explicit-stats-avg-states;explicit-stats-max-states;explicit-stats-min-transitions;explicit-stats-avg-transitions;explicit-stats-max-transitions;minterm-stats-runtime;minterm-stats-min-alph;minterm-stats-avg-alph;minterm-stats-max-alph;minterm-stats-min-states;minterm-stats-avg-states;minterm-stats-max-states;minterm-stats-min-transitions;minterm-stats-avg-transitions;minterm-stats-max-transitions
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;0.56; 38; 38; 38; 221; 221; 221; 364; 364; 364;1.2; 38; 38; 38; 221; 221; 221; 364; 364; 364
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;0.42; 39; 39; 39; 227; 227; 227; 374; 374; 374;1.33; 39; 39; 39; 227; 227; 227; 374; 374; 374
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;0.57; 40; 40; 40; 233; 233; 233; 384; 384; 384;1.55; 40; 40; 40; 233; 233; 233; 384; 384; 384
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.51; 5; 5; 5; 23; 23; 23; 34; 34; 34;0.61; 5; 5; 5; 23; 23; 23; 34; 34; 34
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;0.59; 41; 41; 41; 239; 239; 239; 394; 394; 394;1.28; 41; 41; 41; 239; 239; 239; 394; 394; 394
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;0.57; 42; 42; 42; 245; 245; 245; 404; 404; 404;1.75; 42; 42; 42; 245; 245; 245; 404; 404; 404
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.52; 43; 43; 43; 251; 251; 251; 414; 414; 414
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.33; 44; 44; 44; 257; 257; 257; 424; 424; 424
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.48; 45; 45; 45; 263; 263; 263; 434; 434; 434
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.98; 46; 46; 46; 269; 269; 269; 444; 444; 444
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.99; 47; 47; 47; 275; 275; 275; 454; 454; 454
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.98; 48; 48; 48; 281; 281; 281; 464; 464; 464
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.82; 49; 49; 49; 287; 287; 287; 474; 474; 474
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.59; 50; 50; 50; 293; 293; 293; 484; 484; 484
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.49; 6; 6; 6; 29; 29; 29; 44; 44; 44;0.52; 6; 6; 6; 29; 29; 29; 44; 44; 44
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.31; 51; 51; 51; 299; 299; 299; 494; 494; 494
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.37; 52; 52; 52; 305; 305; 305; 504; 504; 504
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.43; 53; 53; 53; 311; 311; 311; 514; 514; 514
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.5; 54; 54; 54; 317; 317; 317; 524; 524; 524
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.52; 55; 55; 55; 323; 323; 323; 534; 534; 534
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.53; 56; 56; 56; 329; 329; 329; 544; 544; 544
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.13; 57; 57; 57; 335; 335; 335; 554; 554; 554
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.78; 58; 58; 58; 341; 341; 341; 564; 564; 564
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.82; 59; 59; 59; 347; 347; 347; 574; 574; 574
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.95; 60; 60; 60; 353; 353; 353; 584; 584; 584
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.31; 7; 7; 7; 35; 35; 35; 54; 54; 54;0.48; 7; 7; 7; 35; 35; 35; 54; 54; 54
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.94; 61; 61; 61; 359; 359; 359; 594; 594; 594
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.5; 8; 8; 8; 41; 41; 41; 64; 64; 64;0.55; 8; 8; 8; 41; 41; 41; 64; 64; 64
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.5; 9; 9; 9; 47; 47; 47; 74; 74; 74;0.55; 9; 9; 9; 47; 47; 47; 74; 74; 74
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.49; 10; 10; 10; 53; 53; 53; 84; 84; 84;0.74; 10; 10; 10; 53; 53; 53; 84; 84; 84
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;0.47; 10; 10; 10; 73; 113; 153; 84; 124; 164;0.67; 11; 11; 11; 73; 113; 153; 744; 1184; 1624
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;0.5; 11; 11; 11; 74; 118; 158; 86; 130; 170;0.81; 12; 12; 12; 74; 118; 158; 812; 1340; 1820
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;0.46; 12; 12; 12; 75; 123; 171; 88; 136; 184;0.86; 13; 13; 13; 75; 123; 171; 880; 1508; 2128
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;0.49; 13; 13; 13; 76; 129; 180; 90; 143; 194;0.77; 14; 14; 14; 76; 129; 180; 948; 1685; 2404
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;0.5; 14; 14; 14; 77; 134; 193; 92; 149; 208;0.85; 15; 15; 15; 77; 134; 193; 1016; 1873; 2756
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;0.52; 15; 15; 15; 78; 140; 210; 94; 156; 226;0.89; 16; 16; 16; 78; 140; 210; 1084; 2078; 3196
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;0.47; 16; 16; 16; 79; 146; 219; 96; 163; 236;1.01; 17; 17; 17; 79; 146; 219; 1152; 2291; 3532
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;0.44; 17; 17; 17; 80; 152; 224; 98; 170; 242;0.99; 18; 18; 18; 80; 152; 224; 1220; 2508; 3812
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;0.53; 18; 18; 18; 81; 157; 233; 100; 176; 252;0.74; 19; 19; 19; 81; 157; 233; 1288; 2732; 4176
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;0.5; 19; 19; 19; 82; 162; 238; 102; 182; 258;1.05; 20; 20; 20; 82; 162; 238; 1356; 2960; 4476
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-2-*.mata;0.48; 2; 2; 2; 65; 71; 77; 68; 74; 80;0.71; 3; 3; 3; 65; 71; 77; 200; 218; 236
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-20-*.mata;0.47; 20; 20; 20; 83; 167; 247; 104; 188; 268;1.11; 21; 21; 21; 83; 167; 247; 1424; 3196; 4868
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-21-*.mata;0.52; 21; 21; 21; 84; 174; 276; 106; 196; 298;1.29; 22; 22; 22; 84; 174; 276; 1492; 3462; 5716
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-*.mata;0.37; 22; 22; 22; 85; 180; 285; 108; 203; 308;1.29; 23; 23; 23; 85; 180; 285; 1560; 3735; 6160
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-*.mata;0.43; 23; 23; 23; 86; 186; 298; 110; 210; 322;1.28; 24; 24; 24; 86; 186; 298; 1628; 4020; 6716
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-*.mata;0.39; 24; 24; 24; 87; 192; 303; 112; 216; 328;1.24; 25; 25; 25; 87; 192; 303; 1696; 4308; 7096
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-*.mata;0.43; 25; 25; 25; 88; 198; 324; 114; 224; 350;1.53; 26; 26; 26; 88; 198; 324; 1764; 4618; 7900
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-*.mata;0.42; 26; 26; 26; 89; 204; 329; 116; 231; 356;1.38; 27; 27; 27; 89; 204; 329; 1832; 4931; 8312
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-*.mata;0.41; 27; 27; 27; 90; 210; 342; 118; 238; 370;1.53; 28; 28; 28; 90; 210; 342; 1900; 5256; 8956
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-*.mata;0.43; 28; 28; 28; 91; 216; 355; 120; 245; 384;1.7; 29; 29; 29; 91; 216; 355; 1968; 5593; 9624
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-*.mata;0.4; 29; 29; 29; 92; 222; 364; 122; 252; 394;1.83; 30; 30; 30; 92; 222; 364; 2036; 5938; 10196
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-*.mata;0.41; 3; 3; 3; 66; 77; 86; 70; 81; 90;0.7; 4; 4; 4; 66; 77; 86; 268; 311; 348
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-*.mata;0.48; 30; 30; 30; 93; 228; 377; 124; 259; 408;1.88; 31; 31; 31; 93; 228; 377; 2104; 6295; 10908
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-31-*.mata;0.55; 31; 31; 31; 94; 234; 390; 126; 266; 422;1.74; 32; 32; 32; 94; 234; 390; 2172; 6664; 11644
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-32-*.mata;0.51; 32; 32; 32; 95; 240; 395; 128; 273; 428;1.66; 33; 33; 33; 95; 240; 395; 2240; 7037; 12140
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-33-*.mata;0.51; 33; 33; 33; 96; 247; 416; 130; 281; 450;2.43; 34; 34; 34; 96; 247; 416; 2308; 7431; 13188
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-34-*.mata;0.56; 34; 34; 34; 97; 253; 421; 132; 288; 456;2.54; 35; 35; 35; 97; 253; 421; 2376; 7828; 13716
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-35-*.mata;0.43; 35; 35; 35; 98; 259; 430; 134; 295; 466;2.78; 36; 36; 36; 98; 259; 430; 2444; 8233; 14396
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-36-*.mata;0.41; 36; 36; 36; 99; 265; 435; 136; 302; 472;2.0; 37; 37; 37; 99; 265; 435; 2512; 8642; 14944
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-37-*.mata;0.46; 37; 37; 37; 100; 271; 460; 138; 309; 498;2.26; 38; 38; 38; 100; 271; 460; 2580; 9075; 16260
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-38-*.mata;0.57; 38; 38; 38; 101; 278; 485; 140; 317; 524;3.49; 39; 39; 39; 101; 278; 485; 2648; 9533; 17624
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-39-*.mata;0.44; 39; 39; 39; 102; 284; 494; 142; 324; 534;2.55; 40; 40; 40; 102; 284; 494; 2716; 9998; 18396
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-4-*.mata;0.4; 4; 4; 4; 67; 81; 91; 72; 86; 96;0.7; 5; 5; 5; 67; 81; 91; 336; 406; 456
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-40-*.mata;0.37; 40; 40; 40; 103; 290; 499; 144; 331; 540;3.35; 41; 41; 41; 103; 290; 499; 2784; 10467; 19020
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-41-*.mata;0.56; 41; 41; 41; 104; 297; 508; 146; 339; 550;3.99; 42; 42; 42; 104; 297; 508; 2852; 10945; 19820
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-42-*.mata;0.57; 42; 42; 42; 105; 303; 521; 148; 346; 564;3.07; 43; 43; 43; 105; 303; 521; 2920; 11434; 20808
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-43-*.mata;0.58; 43; 43; 43; 106; 309; 526; 150; 353; 570;3.81; 44; 44; 44; 106; 309; 526; 2988; 11927; 21468
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-44-*.mata;0.53; 44; 44; 44; 107; 316; 547; 152; 361; 592;3.89; 45; 45; 45; 107; 316; 547; 3056; 12441; 22856
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-45-*.mata;0.4; 45; 45; 45; 108; 322; 560; 154; 368; 606;3.43; 46; 46; 46; 108; 322; 560; 3124; 12966; 23916
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-*.mata;0.56; 46; 46; 46; 109; 328; 573; 156; 375; 620;4.76; 47; 47; 47; 109; 328; 573; 3192; 13503; 25000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-*.mata;0.6; 47; 47; 47; 110; 335; 586; 158; 383; 634;4.89; 48; 48; 48; 110; 335; 586; 3260; 14053; 26108
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-*.mata;0.55; 48; 48; 48; 111; 341; 591; 160; 390; 640;3.77; 49; 49; 49; 111; 341; 591; 3328; 14606; 26848
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-*.mata;0.57; 49; 49; 49; 112; 348; 604; 162; 398; 654;4.54; 50; 50; 50; 112; 348; 604; 3396; 15172; 27996
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-*.mata;0.54; 5; 5; 5; 68; 86; 100; 74; 92; 106;0.8; 6; 6; 6; 68; 86; 100; 404; 510; 596
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-*.mata;0.57; 50; 50; 50; 113; 354; 613; 164; 405; 664;4.06; 51; 51; 51; 113; 354; 613; 3464; 15745; 28964
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-*.mata;0.56; 51; 51; 51; 114; 360; 618; 166; 412; 670;6.38; 52; 52; 52; 114; 360; 618; 3532; 16322; 29740
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-52-*.mata;0.52; 52; 52; 52; 115; 366; 639; 168; 419; 692;4.79; 53; 53; 53; 115; 366; 639; 3600; 16919; 31372
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-53-*.mata;0.55; 53; 53; 53; 116; 373; 668; 170; 427; 722;6.66; 54; 54; 54; 116; 373; 668; 3668; 17545; 33476
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-54-*.mata;0.57; 54; 54; 54; 117; 380; 677; 172; 435; 732;6.27; 55; 55; 55; 117; 380; 677; 3736; 18179; 34536
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-55-*.mata;0.41; 55; 55; 55; 118; 386; 682; 174; 442; 738;6.34; 56; 56; 56; 118; 386; 682; 3804; 18816; 35388
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-56-*.mata;0.62; 56; 56; 56; 119; 392; 691; 176; 450; 748;6.63; 57; 57; 57; 119; 392; 691; 3872; 19462; 36476
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-57-*.mata;0.55; 57; 57; 57; 120; 399; 720; 178; 457; 778;6.74; 58; 58; 58; 120; 399; 720; 3940; 20135; 38740
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-58-*.mata;0.55; 58; 58; 58; 121; 406; 733; 180; 465; 792;6.56; 59; 59; 59; 121; 406; 733; 4008; 20821; 40116
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-59-*.mata;0.62; 59; 59; 59; 122; 413; 754; 182; 473; 814;8.14; 60; 60; 60; 122; 413; 754; 4076; 21527; 41996
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-6-*.mata;0.55; 6; 6; 6; 69; 91; 113; 76; 98; 120;0.73; 7; 7; 7; 69; 91; 113; 472; 626; 780
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-60-*.mata;0.61; 60; 60; 60; 123; 420; 759; 184; 481; 820;8.01; 61; 61; 61; 123; 420; 759; 4144; 22237; 42940
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-7-*.mata;0.33; 7; 7; 7; 70; 97; 126; 78; 105; 134;0.8; 8; 8; 8; 70; 97; 126; 540; 755; 988
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-8-*.mata;0.5; 8; 8; 8; 71; 102; 131; 80; 111; 140;0.8; 9; 9; 9; 71; 102; 131; 608; 887; 1148
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-9-*.mata;0.55; 9; 9; 9; 72; 108; 144; 82; 118; 154;0.8; 10; 10; 10; 72; 108; 144; 676; 1032; 1396
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-10-*.mata;0.5; 11; 11; 11; 75; 115; 155; 93; 133; 173;0.64; 12; 12; 12; 75; 115; 155; 819; 1299; 1779
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-11-*.mata;0.5; 12; 12; 12; 76; 120; 160; 96; 140; 180;0.77; 13; 13; 13; 76; 120; 160; 888; 1460; 1980
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-12-*.mata;0.47; 13; 13; 13; 77; 125; 173; 99; 147; 195;0.89; 14; 14; 14; 77; 125; 173; 957; 1634; 2301
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-13-*.mata;0.52; 14; 14; 14; 78; 131; 182; 102; 155; 206;0.68; 15; 15; 15; 78; 131; 182; 1026; 1815; 2586
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-14-*.mata;0.52; 15; 15; 15; 79; 136; 195; 105; 162; 221;0.91; 16; 16; 16; 79; 136; 195; 1095; 2009; 2951
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-15-*.mata;0.34; 16; 16; 16; 80; 142; 212; 108; 170; 240;0.87; 17; 17; 17; 80; 142; 212; 1164; 2220; 3408
