name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-intersection_emptiness;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;TO; 0.162385; 0.0345774;MISSING;TO;0.1337216;36.485320099999996;1.9541163;MISSING;MISSING;TO; 0.186309; 0.0491046;32.134000281;11.285867582;MISSING;MISSING;TO; 0.162794; 0.0539032;0.015396617;28.451266187;17.527924773000002;MISSING;MISSING;TO; 0.15655; 0.0451906;0.002329048;20.06861028;19.88601189;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.530411555;MISSING;MISSING;MISSING;TO;0.08340016299999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;TO; 0.171707; 0.0351235;MISSING;TO;0.1841824;37.9318345;1.9252852000000003;MISSING;MISSING;TO; 0.242445; 0.101271;40.145945393;13.556897614;MISSING;MISSING;TO; 0.208715; 0.0619852;0.020125899000000003;31.239021903;17.767207823;MISSING;MISSING;TO; 0.163757; 0.049816;0.0027065060000000004;24.368741715;24.765898354999997;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3701606069999999;MISSING;MISSING;MISSING;TO;0.09535976;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;TO; 0.209303; 0.131544;MISSING;TO;0.128288;47.4123431;2.4726160000000004;MISSING;MISSING;TO; 0.178168; 0.0570908;44.126905826;13.667286323999999;MISSING;MISSING;TO; 0.184413; 0.0409991;0.010318476;33.832239721;20.428799724;MISSING;MISSING;TO; 0.183619; 0.0504832;0.0027252279999999997;14.369719958000001;29.902118502;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.4317946650000001;MISSING;MISSING;MISSING;TO;0.108198719;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;TO; 0.262773; 0.0443605;MISSING;TO;0.16647009999999995;45.4603524;2.3868267000000003;MISSING;MISSING;TO; 0.168989; 0.0754415;40.03480474;13.161112093;MISSING;MISSING;TO; 0.12841; 0.0591099;0.019770557;37.358031703;21.696658939000002;MISSING;MISSING;TO; 0.208335; 0.0477117;0.009143074000000001;29.492180545;27.90972008;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7564329040000002;MISSING;MISSING;MISSING;TO;0.09384536;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;TO; 0.267303; 0.168187;MISSING;TO;0.16639680000000004;47.439507000000006;2.2741099;MISSING;MISSING;TO; 0.300023; 0.160634;46.340362051;7.899881515;MISSING;MISSING;TO; 0.285796; 0.0838019;0.027483847999999995;18.173008174;20.545231543;MISSING;MISSING;TO; 0.287127; 0.069744;0.0033664509999999995;16.485043122;32.485892177;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.5725261400000002;MISSING;MISSING;MISSING;TO;0.096844383;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;TO; 0.302801; 0.0639675;MISSING;TO;0.10994150000000001;50.694217300000005;2.4115247;MISSING;MISSING;TO; 0.216738; 0.0897278;48.250927089;8.319083951;MISSING;MISSING;TO; 0.287995; 0.0908428;0.023393602999999995;22.059983803;24.428507187999998;MISSING;MISSING;TO; 0.260401; 0.084604;0.0036751270000000003;17.080860453;33.48113741;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.5540197600000001;MISSING;MISSING;MISSING;TO;0.137691066;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO; 0.287608; 0.0600969;MISSING;TO;0.1778006;56.8861474;1.9660875;MISSING;MISSING;TO; 0.261231; 0.0993036;44.38772351;7.921791849;MISSING;MISSING;TO; 0.271965; 0.0707321;0.026121888;20.120232467;25.288997476;MISSING;MISSING;TO; 0.282366; 0.0897535;0.004310985;18.362383332999997;35.65807182;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.5737008699999999;MISSING;MISSING;MISSING;TO;0.10928458400000002;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO; 0.31382; 0.141255;MISSING;TO;0.1847047;57.7214585;1.6023524;MISSING;MISSING;TO; 0.359657; 0.0942187;26.272442831;9.452908088000001;MISSING;MISSING;TO; 0.440077; 0.152788;0.025758709000000005;22.170701509;26.115972198;MISSING;MISSING;TO; 0.302101; 0.084389;0.004944482999999999;17.330396644;33.194560870000004;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.5597989250000001;MISSING;MISSING;MISSING;TO;0.10256997900000002;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO; 0.367793; 0.149671;MISSING;TO;0.2692435999999999;29.672463999999998;1.5347478;MISSING;MISSING;TO; 0.347868; 0.0953343;25.35074548;10.587201367999999;MISSING;MISSING;TO; 0.406; 0.108295;0.03259423000000001;24.323571813999997;27.569313755;MISSING;MISSING;TO; 0.29913; 0.0852464;0.004491825;18.818458836;21.99750705;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.5752612029999999;MISSING;MISSING;MISSING;TO;0.164844916;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO; 0.313427; 0.0872425;MISSING;TO;0.13782700000000003;30.197594100000003;1.8125364000000002;MISSING;MISSING;TO; 0.438855; 0.153162;30.390831215;9.580130346;MISSING;MISSING;TO; 0.394289; 0.103917;0.019496258;23.976482148;27.498461378000002;MISSING;MISSING;TO; 0.328378; 0.203801;0.005236730000000001;22.260171784;22.05750529;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.657797383;MISSING;MISSING;MISSING;TO;0.12529458699999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.0; 0.00406952; 0.000806498; 0.0001;0.13;0.0583679;0.015196099999999999;9.3e-05; 0.0003084000; True;0.0; 0.00301117; 0.00603601;5.9579999999999995e-05;3.4271e-05; 7.96e-07; true;0.0; 0.00276404; 0.00607158;0.00035425500000000004;0.00010507600000000001;7.258e-05; 8.22e-07; true;0.01; 0.00297796; 0.018304;5.6769e-05;0.000588172;0.000522969; 2.6257e-05; true;0.99; 0.0083; 0.0000; 0.0001; 0.0000; 0.0000; True;1.06; 0.0114; 0.0004; 0.0044; 0.0010; True;1.06; 0.0105; 0.0006; 0.0009; 0.0006; 0.0006; True;0.9;0.105633922; 0.023033328; 0.002761171; true;0.84;0.012197992000000001; 0.002451438; 1.7444E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;TO; 0.433134; 0.0880101;MISSING;TO;0.14008759999999998;34.7220175;2.224612;MISSING;MISSING;TO; 0.395758; 0.164158;33.057805204000005;11.325483059;MISSING;MISSING;TO; 0.520415; 0.206138;0.035497680000000004;23.285962544;27.325012675000004;MISSING;MISSING;TO; 0.405382; 0.0700541;0.0031754440000000004;21.516280063000004;20.464511172;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.7652081149999999;MISSING;MISSING;MISSING;TO;0.229383562;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;TO; 0.293231; 0.0865408;MISSING;TO;0.1436062;32.690855400000004;1.422145;MISSING;MISSING;TO; 0.377209; 0.18798;34.444656789;12.670398962;MISSING;MISSING;TO; 0.421875; 0.122185;0.037834959999999994;27.377497354;29.526830347999997;MISSING;MISSING;TO; 0.520541; 0.116195;0.005669021000000001;21.83964336;21.78856084;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.6282900210000001;MISSING;MISSING;MISSING;TO;0.165756781;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;TO; 0.43592; 0.103211;MISSING;TO;0.41517410000000005;36.338134499999995;1.9423083;MISSING;MISSING;TO; 0.653325; 0.104431;30.628570668000002;10.987582734;MISSING;MISSING;TO; 0.252249; 0.140081;0.03929176000000001;25.627022307;33.106433585;MISSING;MISSING;TO; 0.440686; 0.171829;0.005136240999999999;25.382669315;25.748767151;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.789199425;MISSING;MISSING;MISSING;TO;0.14774455099999995;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;TO; 0.392545; 0.138188;MISSING;TO;0.2337861;40.5111513;2.1528628000000003;MISSING;MISSING;TO; 0.469075; 0.140017;36.854298807999996;12.195234760999998;MISSING;MISSING;TO; 0.489332; 0.135086;0.042531839999999994;26.523366605;28.073073724;MISSING;MISSING;TO; 0.58662; 0.141804;0.004288178;25.066095813;21.825338325;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.8237696380000002;MISSING;MISSING;MISSING;TO;0.16595975599999996;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;TO; 0.531586; 0.123617;MISSING;TO;0.2767852;37.9775098;2.1119084;MISSING;MISSING;TO; 0.626749; 0.173332;37.094329631;13.318370153;MISSING;MISSING;TO; 0.707205; 0.140228;0.041586040000000005;30.804507363;18.199031896;MISSING;MISSING;TO; 0.496513; 0.174514;0.006713002000000001;24.421334472999998;24.38129703;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.9371203839999996;MISSING;MISSING;MISSING;TO;0.17126182699999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;TO; 0.683335; 0.13059;MISSING;TO;0.2898862999999999;40.824182500000006;2.1874341999999998;MISSING;MISSING;TO; 0.559508; 0.125206;34.585066407;12.252271645;MISSING;MISSING;TO; 0.549404; 0.182529;0.05528624;28.989343843;18.111074122999998;MISSING;MISSING;TO; 0.55074; 0.170391;0.008440363;28.9354398;28.24227397;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.0372565780000003;MISSING;MISSING;MISSING;TO;0.22387002900000003;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;TO; 0.57178; 0.168304;MISSING;TO;0.2626550999999999;43.145618799999994;1.5930819;MISSING;MISSING;TO; 0.57913; 0.170661;39.01114356;12.879681091;MISSING;MISSING;TO; 0.615127; 0.202831;0.051884839999999995;30.4781774;18.130520709;MISSING;MISSING;TO; 0.335678; 0.111277;0.005898995;28.05809833;26.172132998000002;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.117936205;MISSING;MISSING;MISSING;TO;0.21294917499999996;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;TO; 0.603722; 0.252808;MISSING;TO;0.23722;48.1280709;2.1686353;MISSING;MISSING;TO; 0.720508; 0.265896;40.717592029;12.04515595;MISSING;MISSING;TO; 0.596243; 0.118011;0.030994051;31.612938784;19.753412087999997;MISSING;MISSING;TO; 0.573702; 0.190932;0.008993626000000001;29.92107642;29.07377632;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.8706289249999998;MISSING;MISSING;MISSING;TO;0.29161126700000006;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;TO; 0.424226; 0.0983481;MISSING;TO;0.2995435;48.1297245;1.9890691;MISSING;MISSING;TO; 0.77738; 0.353101;39.817021476;13.240859264000001;MISSING;MISSING;TO; 0.637195; 0.203307;0.059054029999999993;31.138695877000004;20.415084903;MISSING;MISSING;TO; 0.577046; 0.193917;0.008729757000000001;29.787981109999997;26.882876699999997;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.019046382;MISSING;MISSING;MISSING;TO;0.20181067299999997;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;TO; 0.764747; 0.167445;MISSING;TO;0.2981189;52.3273617;2.6729474;MISSING;MISSING;TO; 0.642583; 0.346008;46.834935146999996;8.502665659;MISSING;MISSING;TO; 0.719065; 0.246758;0.06311236999999999;35.58933493;20.813519628;MISSING;MISSING;TO; 0.666324; 0.210719;0.009962102999999998;31.75338076;25.25861286;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.9310436429999998;MISSING;MISSING;MISSING;TO;0.20922694300000005;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.0; 0.00540713; 0.00136915; 0.0007;0.14;0.0621922;0.0149721;0.0001524; 0.0002564000; True;0.0; 0.00551822; 0.00743497;0.000173506;4.8229e-05; 8.49e-07; true;0.01; 0.00544739; 0.00799943;0.000620794;0.000420377;0.00025454899999999996; 1.073e-06; true;0.01; 0.00554536; 0.00772908;0.000105313;0.001126737;0.00114218; 4.2886e-05; true;1.29; 0.0208; 0.0000; 0.0010; 0.0001; 0.0004; True;1.41; 0.0165; 0.0006; 0.0504; 0.0317; True;1.33; 0.0158; 0.0018; 0.0033; 0.0022; 0.0024; True;1.24;0.10038029999999999; 0.028663308; 0.002811764; true;1.1;0.027702623000000003; 0.005830648; 3.6006E-5; true
